Symbol,Source,Avg Losing Trade [%],Avg Winning Trade [%],Best Trade [%],Calmar Ratio,End Value,Expectancy,Max Drawdown [%],Omega Ratio,Open Trade PnL,Profit Factor,Sharpe Ratio,Sortino Ratio,Total Closed Trades,Total Fees Paid,Total Open Trades,Total Return [%],Total Trades,Win Rate [%],Worst Trade [%]
ASTRAMICRO,File 1 (vectorbt),-11.25506,26.409761,37.285161,-0.057906,60146.355442,-2490.852785,62.535697,0.947986,,0.609046,-0.112497,-0.178081,16.0,2188.42274,,-39.853645,16.0,25.0,-19.949264
ASTRAMICRO,File 2 (custom),-10.687856,23.434726,26.237689,-0.064232,36941.360509,-3709.331735,75.752154,0.871626,,0.267723,-0.273201,-0.151815,17.0,795.748294,,-63.058639,17.0,17.647059,-17.471163
INDUSTOWER,File 1 (vectorbt),-11.601669,21.743133,29.330681,0.395375,208303.706264,15471.958038,23.497585,1.469094,,3.865279,0.761462,1.179451,,2074.317944,,108.303706,,,-12.983907
INDUSTOWER,File 2 (custom),-9.081817,21.843585,29.680333,0.308542,218225.000829,16889.285833,21.84398,1.52684,,4.874221,0.686856,0.293954,,1122.880524,,118.225001,,,-9.573172
V2RETAIL,File 1 (vectorbt),-15.540681,,-10.919008,-0.160866,42613.180396,-11477.363921,57.479461,0.775147,,,-0.452082,-0.637305,5.0,667.087416,,-57.38682,5.0,,-23.396531
V2RETAIL,File 2 (custom),-14.620255,,-10.209739,-0.118311,37750.723564,-10374.879406,62.249276,0.752273,,,-0.4259,-0.180046,6.0,349.022111,,-62.249276,6.0,,-26.379863
MAHLIFE,File 1 (vectorbt),-10.597626,39.110128,52.980857,0.070058,134929.054919,3881.006102,37.024444,1.145028,,1.408379,0.247641,0.399513,9.0,2208.564284,,34.929055,9.0,33.333333,-19.884214
MAHLIFE,File 2 (custom),-8.437191,37.42779,49.465393,0.067347,135986.010755,3598.601076,27.181646,1.150252,,1.414801,0.216383,0.124635,10.0,1370.811609,,35.986011,10.0,30.0,-9.663359
PCBL,File 1 (vectorbt),-14.532791,38.403917,63.765201,0.001385,101724.969489,114.997966,65.329819,1.055771,,1.012989,0.084539,0.126472,,2458.75645,,1.724969,,,-26.157129
PCBL,File 2 (custom),-13.479253,32.851419,40.99701,-0.003814,93181.983637,-454.534424,67.539177,1.03443,,0.942913,0.044739,0.015721,,1197.394522,,-6.818016,,,-19.350062
RAJSREESUG,File 1 (vectorbt),-15.039481,60.095829,88.705878,-0.101061,24434.740658,-4722.828709,76.756664,0.882868,,0.45617,-0.241136,-0.339059,,1930.849876,,-75.565259,,12.5,-32.818966
RAJSREESUG,File 2 (custom),-13.092681,64.199184,84.652151,-0.021702,66043.460787,-2122.283701,75.005823,1.002843,,0.865763,0.005009,0.002542,,2263.975734,,-33.956539,,18.75,-19.892295
LYKALABS,File 1 (vectorbt),-16.456936,53.269174,84.05882,0.048239,168224.408372,4013.200492,65.044217,1.122715,,1.249323,0.24698,0.416453,,5047.304256,,68.224408,,35.294118,-28.908309
LYKALABS,File 2 (custom),-14.295906,51.833624,71.232584,0.17485,653680.036533,32569.413914,45.77266,1.276997,,1.707057,0.467499,0.321393,,9305.27984,,553.680037,,47.058824,-24.496878
MAGNUM,File 1 (vectorbt),-16.685517,43.014464,53.440799,0.028183,116743.632796,2092.954099,51.215226,1.148213,,1.228851,0.168536,0.313739,,1312.688851,,16.743633,,,-19.434753
MAGNUM,File 2 (custom),-15.87421,40.983567,47.663141,0.018322,115776.391069,1972.048884,51.339099,1.182209,,1.221349,0.13687,0.045677,,673.043838,,15.776391,,,-19.318134
NMDC,File 1 (vectorbt),-7.924056,36.902463,48.839028,0.113365,155112.245436,6123.582826,34.293544,1.125394,,1.713231,0.311152,0.522119,9.0,2756.015168,,55.112245,9.0,33.333333,-11.039873
NMDC,File 2 (custom),-9.100829,22.384348,26.394783,-0.044479,68024.029753,-3197.597025,51.368259,0.931259,,0.475228,-0.150538,-0.082503,10.0,743.108063,,-31.97597,10.0,20.0,-15.943141
SPECIALITY,File 1 (vectorbt),-11.479377,28.302864,33.551445,0.05914,113941.741189,2788.348238,25.766533,1.112104,,1.336557,0.176407,0.294043,,1132.869224,,13.941741,,,-13.218345
SPECIALITY,File 2 (custom),-10.864096,27.999859,33.005992,0.044555,114647.307438,2929.461488,24.677934,1.116341,,1.368164,0.151198,0.070167,,574.096931,,14.647307,,,-12.523695
SEPC,File 1 (vectorbt),-15.087064,40.717712,47.962532,-0.094971,45181.972955,-4983.457004,70.117364,0.867255,,0.497691,-0.28066,-0.457493,,1649.254958,,-54.818027,,,-19.35421
SEPC,File 2 (custom),-14.327005,35.666522,43.154052,-0.066953,44462.151072,-5048.895357,70.766575,0.86052,,0.466558,-0.23057,-0.126299,,793.870554,,-55.537849,,,-18.387045
SUBEXLTD,File 1 (vectorbt),-11.946905,24.032759,29.531735,-0.052592,62855.154369,-4127.20507,59.71986,0.86891,,0.590125,-0.200327,-0.287983,,1904.203988,,-37.144846,,,-16.676955
SUBEXLTD,File 2 (custom),-11.666343,24.333973,27.712817,-0.036366,63446.040063,-4061.551104,58.728147,0.869535,,0.59511,-0.16095,-0.054634,,929.906962,,-36.55396,,,-17.593152
MCLEODRUSS,File 1 (vectorbt),-10.220761,43.721878,44.774036,-0.03742,77532.731037,-2042.478997,50.752717,0.967557,,0.668192,-0.067346,-0.098199,,1444.871761,,-22.467269,,,-19.711863
MCLEODRUSS,File 2 (custom),-9.536115,40.263591,41.560364,-0.026564,77589.760276,-2037.29452,49.365157,0.963054,,0.654922,-0.062612,-0.028071,,724.186556,,-22.41024,,,-18.23159
ECLERX,File 1 (vectorbt),-8.613464,27.616408,39.577154,0.549868,403840.10144,21702.864389,23.544044,1.853944,,3.589148,0.956117,2.036088,,5864.811341,,303.840101,,57.142857,-13.42923
ECLERX,File 2 (custom),-7.973932,28.157721,36.996846,0.235177,304964.843682,14640.345977,29.529467,1.553824,,2.853899,0.624223,0.334134,,2626.494696,,204.964844,,50.0,-12.626038
COALINDIA,File 1 (vectorbt),-6.44502,17.593124,23.386703,0.440891,207404.480419,8261.883109,17.681923,1.347039,,3.539179,0.696863,1.202267,,3141.004363,,107.40448,,53.846154,-8.371084
COALINDIA,File 2 (custom),-5.923322,18.022251,21.517694,0.183766,171077.562303,5467.504793,21.159955,1.267003,,2.687706,0.457312,0.288689,,1412.760638,,71.077562,,46.153846,-7.894511
HITECHCORP,File 1 (vectorbt),-15.194496,43.060856,58.95268,0.214268,305275.123421,22808.347047,49.615821,1.160717,,2.46711,0.46831,0.845133,9.0,3777.612978,,205.275123,9.0,55.555556,-20.931852
HITECHCORP,File 2 (custom),-15.329712,31.904771,41.819668,-0.010709,91473.13535,-775.169514,51.872056,1.039226,,0.905019,0.089634,0.075828,11.0,828.581279,,-8.526865,11.0,36.363636,-21.085635
GREENPLY,File 1 (vectorbt),-14.754484,28.995047,33.432848,-0.079799,36624.229141,-4225.051391,83.664721,0.998009,,0.372557,-0.003226,-0.005899,15.0,1177.125682,,-63.375771,15.0,26.666667,-61.746201
GREENPLY,File 2 (custom),-11.444156,33.07004,37.796349,-0.0586,45688.171,-3394.489312,62.320464,0.911449,,0.464863,-0.173863,-0.09415,16.0,892.081169,,-54.311829,16.0,18.75,-28.350676
COLPAL,File 1 (vectorbt),-5.71799,17.744143,27.926231,0.253322,183318.264081,5207.391505,21.07558,1.251286,,1.907419,0.579501,0.941933,16.0,5536.11014,,83.318264,16.0,43.75,-11.090659
COLPAL,File 2 (custom),-5.610852,17.76378,27.671713,0.225722,190733.122718,6048.874848,17.278283,1.259252,,2.101979,0.503299,0.338224,15.0,2617.118669,,90.733123,15.0,46.666667,-10.152336
NAGREEKCAP,File 1 (vectorbt),-14.209414,48.412211,48.412211,-0.091978,58761.055291,-5891.277816,58.789976,0.87949,,0.509141,-0.23812,-0.342282,,1270.780401,,-41.238945,,,-21.861577
NAGREEKCAP,File 2 (custom),-13.120187,35.056398,35.056398,-0.074383,57070.704209,-6132.756542,53.343911,0.776255,,0.41497,-0.30174,-0.104362,,582.184322,,-42.929296,,,-18.443026
AXISBANK,File 1 (vectorbt),-7.517695,20.264482,27.088289,0.093213,151534.79279,2863.044044,36.496264,1.122722,,1.469191,0.320635,0.459662,,4826.383668,,51.534793,,,-18.467041
AXISBANK,File 2 (custom),-7.154747,19.641431,26.066831,0.061619,147484.657324,2638.036518,35.420574,1.117345,,1.446468,0.255466,0.141826,,2399.480355,,47.484657,,,-17.017218
BHARATFORG,File 1 (vectorbt),-8.517048,29.659153,52.137593,0.146116,265487.053569,8274.352678,38.761552,1.194153,,1.617892,0.422877,0.685552,,9847.258404,,165.487054,,40.0,-15.691175
BHARATFORG,File 2 (custom),-8.409451,27.654715,47.987634,0.132925,319687.225696,10984.361285,34.841439,1.21773,,1.780324,0.402454,0.251267,,5710.574774,,219.687226,,45.0,-14.799401
VINDHYATEL,File 1 (vectorbt),-12.708148,33.50403,73.507861,0.148448,275625.098437,12544.649888,45.951711,1.284202,,2.219827,0.442026,0.857518,,4726.368647,,175.625098,,,-18.020205
VINDHYATEL,File 2 (custom),-12.255636,29.01008,42.451594,0.089299,227230.251065,9087.875076,42.074196,1.220028,,2.060224,0.342911,0.182741,,2041.970839,,127.230251,,,-16.798178
SWELECTES,File 1 (vectorbt),-12.06694,34.091316,51.631545,0.104,161265.095949,3224.478734,37.754059,1.137673,,1.242231,0.281872,0.514002,,6009.605621,,61.265096,,36.842105,-14.908357
SWELECTES,File 2 (custom),-11.198882,33.078826,41.100438,0.013746,112608.676737,663.614565,48.22679,1.069294,,1.0667,0.120883,0.087802,,2281.065505,,12.608677,,31.578947,-13.665865
MBLINFRA,File 1 (vectorbt),-11.967892,40.705571,40.705571,-0.069978,74299.11672,-4283.480547,40.706669,0.866314,,0.531847,-0.202649,-0.314123,,1034.652718,,-25.700883,,,-15.300064
MBLINFRA,File 2 (custom),-11.370493,37.94258,37.94258,-0.051739,74468.48287,-4255.252855,37.892157,0.857589,,0.516688,-0.169218,-0.06463,,505.23113,,-25.531517,,,-14.055653
ASTEC,File 1 (vectorbt),-13.237605,42.72658,50.404522,0.195726,202564.955476,11396.106164,36.347465,1.161406,,1.820161,0.402634,0.74158,,3095.472765,,102.564955,,44.444444,-17.317818
ASTEC,File 2 (custom),-13.251519,37.863141,43.062579,0.01411,109186.59914,1020.733238,41.992607,1.0686,,1.075976,0.114234,0.085764,,1257.037398,,9.186599,,33.333333,-16.097392
EVERESTIND,File 1 (vectorbt),-10.10622,36.29671,43.094362,-0.007816,94826.204539,-323.362216,51.300183,1.026927,,0.956367,0.057802,0.090304,16.0,3066.623714,,-5.173795,16.0,25.0,-18.13311
EVERESTIND,File 2 (custom),-9.725799,35.363551,44.485465,0.011553,113952.097747,775.116541,59.231858,1.062495,,1.091512,0.118485,0.07797,18.0,2145.088997,,13.952098,18.0,27.777778,-17.257784
KIRLOSBROS,File 1 (vectorbt),-12.734947,35.486463,38.709324,0.065329,125555.906942,3194.488368,34.868303,1.151482,,1.358474,0.229651,0.354413,,1701.832903,,25.555907,,,-16.279139
KIRLOSBROS,File 2 (custom),-12.001753,34.176478,36.785692,0.048478,125524.839322,3190.604915,32.292725,1.156106,,1.367884,0.189428,0.073614,,871.42905,,25.524839,,,-14.342515
JHS,File 1 (vectorbt),-14.577625,34.472753,56.524232,0.025898,118504.813997,1156.550875,56.931017,1.080764,,1.078977,0.175289,0.278209,,4797.372225,,18.504814,,37.5,-20.798593
JHS,File 2 (custom),-12.846499,37.55953,55.980288,-0.035412,65030.295033,-2185.60656,71.405796,0.976811,,0.84535,-0.046551,-0.028639,,2227.32198,,-34.969705,,25.0,-19.995462
GEPIL,File 1 (vectorbt),-9.263147,34.266869,45.99616,0.140394,178208.108943,7820.810894,33.905403,1.282837,,2.216343,0.432311,0.775548,,2242.741285,,78.208109,,,-13.075804
GEPIL,File 2 (custom),-8.818528,34.067226,46.134386,0.104388,178641.853838,7864.185384,31.389171,1.253587,,2.267014,0.362662,0.208025,,1157.146559,,78.641854,,,-12.646296
DWARKESH,File 1 (vectorbt),-12.19926,42.684377,61.848506,0.704986,1416790.235465,101291.556574,30.43374,1.693548,,4.766322,1.044675,2.082623,,15743.635354,,1316.790235,,69.230769,-16.222169
DWARKESH,File 2 (custom),-11.962668,42.020414,57.483084,0.376788,833932.292889,56456.330222,30.082138,1.625163,,4.421936,0.759933,0.451654,,4982.72028,,733.932293,,61.538462,-16.358463
DISHTV,File 1 (vectorbt),-13.165252,25.70603,25.70603,-0.081819,61853.179808,-6357.803365,47.506275,0.801033,,0.3427,-0.32122,-0.418187,6.0,1011.824596,,-38.14682,6.0,16.666667,-19.017152
DISHTV,File 2 (custom),-12.306566,25.050987,25.050987,-0.062117,55908.794494,-6298.743644,52.457484,0.813962,,0.305617,-0.291725,-0.098729,7.0,552.969538,,-44.091206,7.0,14.285714,-17.513597
ITC,File 1 (vectorbt),-7.226523,17.8016,27.1834,0.162373,288546.40229,6983.200085,32.652336,1.176351,,1.852683,0.452855,0.678242,27.0,11557.333327,,188.546402,27.0,48.148148,-14.500806
ITC,File 2 (custom),-6.906627,17.170146,26.396609,0.064319,182598.899149,3176.880736,31.83073,1.109618,,1.51067,0.239267,0.138373,26.0,3941.592756,,82.598899,26.0,42.307692,-14.270949
HSCL,File 1 (vectorbt),-11.346303,23.892374,29.407013,-0.061163,71931.967572,-2551.639312,43.569734,0.95088,,0.650135,-0.098305,-0.144472,,1792.541483,,-28.068032,,,-18.192381
HSCL,File 2 (custom),-10.280372,24.240556,30.388221,-0.032965,78195.25428,-1982.249611,41.940994,0.966082,,0.724308,-0.055418,-0.027414,,962.368012,,-21.804746,,,-15.888378
INDOTECH,File 1 (vectorbt),-11.006691,42.924619,53.521904,0.040974,127250.067846,4541.677974,46.39336,1.185595,,1.551856,0.214487,0.353341,,1309.793325,,27.250068,,,-13.180702
INDOTECH,File 2 (custom),-10.471414,43.206742,54.532242,0.030782,129196.079816,4866.013303,45.207041,1.197672,,1.61103,0.18522,0.06022,,671.574739,,29.19608,,,-12.881257
ACLGATI,File 1 (vectorbt),-12.178715,31.104792,38.550932,-0.089489,46324.726663,-3578.351556,66.921399,0.850335,,0.572184,-0.321688,-0.497381,,2332.78414,,-53.675273,,20.0,-23.381022
ACLGATI,File 2 (custom),-11.056397,31.27364,36.028404,-0.086156,35826.490321,-4278.233979,64.17351,0.746034,,0.336497,-0.457265,-0.22258,,860.460926,,-64.17351,,13.333333,-21.781888
POLYPLEX,File 1 (vectorbt),-9.222062,31.428741,83.257531,0.173553,335829.130836,11229.958611,42.283027,1.213966,,1.828245,0.481199,0.825168,,9846.360914,,235.829131,,42.857143,-12.610343
POLYPLEX,File 2 (custom),-9.569598,26.372342,36.760624,0.012839,118048.050041,859.430954,52.331782,1.071889,,1.132933,0.114597,0.06098,,1952.89072,,18.04805,,33.333333,-23.280465
INDRAMEDCO,File 1 (vectorbt),-11.758435,45.536043,88.292875,0.12465,359948.807776,15291.10634,60.034649,1.267495,,1.650988,0.43233,0.810758,,10259.311694,,259.948808,,,-14.886853
INDRAMEDCO,File 2 (custom),-11.008282,41.802511,76.753069,0.081685,321145.82788,13008.578111,56.843301,1.249227,,1.638631,0.336148,0.195385,,4816.140337,,221.145828,,,-13.958902
SUMMITSEC,File 1 (vectorbt),-12.734327,33.733753,43.705613,-0.06084,69584.787669,-2534.601028,61.671503,0.988023,,0.682004,-0.0335,-0.049599,,1817.730127,,-30.415212,,,-16.816716
SUMMITSEC,File 2 (custom),-11.992271,34.695986,41.249968,-0.034775,75361.464017,-2053.211332,58.622309,0.989591,,0.7824,-0.021189,-0.010904,,1147.255906,,-24.638536,,,-16.376036
TAJGVK,File 1 (vectorbt),-13.506708,38.81257,47.167677,0.173855,293097.492396,16091.4577,39.489927,1.189908,,2.531634,0.402888,0.744762,,3752.057251,,193.097492,,50.0,-24.521052
TAJGVK,File 2 (custom),-12.37805,37.707753,44.767731,0.018853,120054.13529,1671.177941,41.491527,1.066755,,1.151526,0.127309,0.093557,,1477.408357,,20.054135,,33.333333,-22.093226
WELENT,File 1 (vectorbt),-10.04559,42.791074,57.324744,0.429661,343679.045652,24367.904565,31.949407,1.2486,,2.393721,0.624231,1.078192,10.0,6150.816577,,243.679046,10.0,50.0,-13.49858
WELENT,File 2 (custom),-11.215688,34.930142,55.135544,0.255785,319740.717259,19976.428842,34.095947,1.311412,,2.570279,0.539707,0.373476,11.0,2750.750425,,219.740717,11.0,54.545455,-16.489078
TECHM,File 1 (vectorbt),-6.056226,16.362868,18.338527,0.044552,121338.940729,1524.210052,34.874415,1.085883,,1.351798,0.19867,0.278206,,3060.666832,,21.338941,,,-10.30495
TECHM,File 2 (custom),-5.726466,16.428887,17.983601,0.033446,122206.255755,1586.161125,33.180228,1.090214,,1.375143,0.16991,0.078978,,1543.682192,,22.206256,,,-9.630596
GFLLIMITED,File 1 (vectorbt),-9.879957,36.882267,51.838804,0.282443,424668.795527,23190.628252,30.518075,1.349067,,2.135154,0.586725,1.04317,,9889.1133,,324.668796,,50.0,-12.428464
GFLLIMITED,File 2 (custom),-10.166739,33.687921,43.95357,0.109059,232059.864873,9432.847491,30.981477,1.216396,,1.664102,0.322208,0.173655,,3080.98929,,132.059865,,42.857143,-13.670524
PHOENIXLTD,File 1 (vectorbt),-10.94423,28.761353,40.498038,0.184897,252312.367688,13846.578881,42.975643,1.198699,,2.99517,0.519693,0.829276,,3170.037027,,152.312368,,54.545455,-16.071334
PHOENIXLTD,File 2 (custom),-9.851125,27.507381,38.675674,0.083777,175241.606748,6840.146068,38.812696,1.139422,,2.30228,0.308895,0.203572,,1136.114344,,75.241607,,45.454545,-11.440246
IMFA,File 1 (vectorbt),-12.309299,32.377214,34.851045,0.047117,120120.165785,2515.020723,40.086528,1.084294,,1.37664,0.192093,0.313493,8.0,1341.287507,,20.120166,8.0,37.5,-15.523067
IMFA,File 2 (custom),-11.02403,34.645901,42.692306,0.026628,118457.677279,2050.853031,45.095319,1.087654,,1.296864,0.153279,0.091496,9.0,805.104815,,18.457677,9.0,33.333333,-12.601243
MURUDCERA,File 1 (vectorbt),-14.699395,38.286635,49.170544,-0.020328,86034.275775,-1396.572423,47.960556,1.033866,,0.867466,0.086249,0.138356,10.0,1904.523689,,-13.965724,10.0,30.0,-19.383079
MURUDCERA,File 2 (custom),-13.150664,43.600919,47.616951,-0.048878,56482.555871,-3956.131284,51.885102,0.93689,,0.542332,-0.100496,-0.048955,11.0,788.766152,,-43.517444,11.0,18.181818,-16.585237
THANGAMAYL,File 1 (vectorbt),-10.834265,29.730642,38.58266,0.06822,129168.665871,2083.476134,37.268085,1.116698,,1.305205,0.226671,0.351822,,2627.153744,,29.168666,,35.714286,-15.825226
THANGAMAYL,File 2 (custom),-10.487039,26.845955,36.781379,-0.032822,82264.988054,-1266.786568,40.017127,0.991733,,0.818919,-0.013078,-0.00538,,1210.74064,,-17.735012,,28.571429,-15.029544
ESABINDIA,File 1 (vectorbt),-8.981752,28.53587,36.778326,-0.022791,79564.456171,-1202.090813,56.587376,0.992819,,0.764329,-0.016915,-0.025672,,2373.038259,,-20.435544,,,-13.138384
ESABINDIA,File 2 (custom),-8.756202,28.655201,36.12756,-0.016331,79182.256359,-1224.573155,55.778442,0.990909,,0.757419,-0.017017,-0.008924,,1170.634187,,-20.817744,,,-12.870313
WSI,File 1 (vectorbt),-11.289816,32.067084,43.448233,-0.005871,97016.078656,-298.392134,51.230401,1.032163,,0.952752,0.048602,0.072557,10.0,1454.402551,,-2.983921,10.0,30.0,-25.052229
WSI,File 2 (custom),-9.244902,40.81254,40.81254,-0.059248,63074.715333,-4102.809407,52.559825,0.743109,,0.356683,-0.297419,-0.093282,9.0,583.280437,,-36.925285,9.0,11.111111,-19.555906
ZYDUSWELL,File 1 (vectorbt),-8.000906,24.025301,28.6921,0.106949,125430.592104,3178.824013,20.622249,1.19997,,1.503456,0.260348,0.464964,,1924.987106,,25.430592,,,-9.85297
ZYDUSWELL,File 2 (custom),-7.523011,24.503328,28.896453,0.086632,128016.157767,3502.019721,19.10783,1.222932,,1.570139,0.233675,0.096864,,986.641405,,28.016158,,,-9.187938
ORIENTHOT,File 1 (vectorbt),-11.509059,30.912221,44.483563,-0.018039,87330.061685,-745.290489,43.561273,1.018845,,0.895937,0.038323,0.061941,17.0,2829.244535,,-12.669938,17.0,29.411765,-17.189065
ORIENTHOT,File 2 (custom),-10.462895,31.411432,46.35235,-0.009971,88619.125096,-632.270828,48.597937,1.024075,,0.910245,0.039603,0.021155,18.0,1555.657212,,-11.380875,18.0,27.777778,-15.931496
VSTIND,File 1 (vectorbt),-6.760459,19.804508,30.543414,-0.01977,81770.962949,-1072.296297,57.784876,0.981777,,0.804103,-0.038666,-0.053491,,3352.143206,,-18.229037,,23.529412,-17.568783
VSTIND,File 2 (custom),-5.605938,25.087644,46.59965,0.032689,144944.609213,2643.800542,45.088486,1.112328,,1.413637,0.191217,0.10376,,2505.342177,,44.944609,,29.411765,-6.833672
CGPOWER,File 1 (vectorbt),-9.933531,24.764823,33.859353,0.075479,142796.321302,4755.146811,38.537611,1.188293,,1.836264,0.311872,0.475396,,1830.26495,,42.796321,,,-11.816823
CGPOWER,File 2 (custom),-8.927435,24.54335,33.309297,0.061828,147240.857546,5248.984172,35.148737,1.205266,,2.000313,0.281993,0.117996,,957.628234,,47.240858,,,-11.228348
ANDHRAPAP,File 1 (vectorbt),-10.43777,26.007492,30.417918,-0.07412,65365.342213,-3463.465779,46.373186,0.947742,,0.484599,-0.095416,-0.13327,10.0,1523.558952,,-34.634658,10.0,20.0,-15.292768
ANDHRAPAP,File 2 (custom),-10.397203,21.430475,21.430475,-0.08499,39440.124026,-5505.44327,60.559876,0.808613,,0.143155,-0.292059,-0.104752,11.0,654.67479,,-60.559876,11.0,9.090909,-15.021517
ARCHIDPLY,File 1 (vectorbt),-12.997008,74.039249,74.039249,-0.054932,75447.479668,-3507.502905,46.158174,0.989398,,0.697156,-0.02446,-0.040738,,1373.862082,,-24.55252,,,-16.18551
ARCHIDPLY,File 2 (custom),-12.315907,70.964512,70.964512,-0.037548,76575.36761,-3346.376056,44.362207,0.991678,,0.701001,-0.015664,-0.010605,,680.210986,,-23.424632,,,-15.426531
OLECTRA,File 1 (vectorbt),-13.459476,43.124772,51.442518,-0.012581,89585.396282,-578.589095,58.867588,1.036528,,0.951192,0.086736,0.137835,,4207.08013,,-10.414604,,27.777778,-21.964428
OLECTRA,File 2 (custom),-11.59247,41.62776,48.062762,0.05794,174800.174874,4155.565271,45.572328,1.137198,,1.340364,0.232825,0.135485,,2724.114932,,74.800175,,33.333333,-19.992636
ZYDUSLIFE,File 1 (vectorbt),-8.668534,17.844289,21.649679,-0.028547,75873.92068,-1419.181136,56.82258,0.968249,,0.700645,-0.07229,-0.105504,,2411.651592,,-24.126079,,,-16.381578
ZYDUSLIFE,File 2 (custom),-8.126291,17.962258,21.414925,-0.017124,79111.273252,-1228.748632,55.69251,0.97022,,0.735517,-0.054512,-0.02764,,1237.056869,,-20.888727,,,-15.535096
GMBREW,File 1 (vectorbt),-13.056093,32.558588,37.423908,-0.086246,48742.205062,-3661.271067,53.730774,0.886079,,0.533506,-0.200151,-0.285521,,1902.599855,,-51.257795,,21.428571,-27.467632
GMBREW,File 2 (custom),-10.879983,45.254356,84.249052,0.023973,130396.657673,2171.189834,50.776122,1.110981,,1.148486,0.155057,0.071373,,2425.812237,,30.396658,,28.571429,-16.436157
KAMATHOTEL,File 1 (vectorbt),-12.785513,43.132123,54.409953,0.044743,140348.099412,2123.58418,47.183133,1.120631,,1.179845,0.201517,0.342301,19.0,5104.590705,,40.348099,19.0,31.578947,-22.4032
KAMATHOTEL,File 2 (custom),-11.908507,42.240269,51.218861,0.061684,210140.071333,5507.003567,52.047418,1.17004,,1.39727,0.260332,0.159009,20.0,3800.163785,,110.140071,20.0,35.0,-21.266506
RELAXO,File 1 (vectorbt),-8.260462,27.683899,48.581439,0.417218,215769.344054,11576.934405,20.691073,1.443194,,2.347842,0.654957,1.304834,,3790.372198,,115.769344,,,-12.227198
RELAXO,File 2 (custom),-8.31932,28.707845,52.721199,0.283514,218456.432434,11845.643243,21.095165,1.457716,,2.337321,0.551866,0.338139,,1977.601604,,118.456432,,,-11.901132
LUMAXTECH,File 1 (vectorbt),-10.023828,31.469377,38.997376,0.031712,119715.983983,2190.664887,47.199894,1.088325,,1.2831,0.171687,0.285468,,1967.66346,,19.715984,,,-13.150845
LUMAXTECH,File 2 (custom),-9.874053,32.897446,41.957797,0.024558,122605.761132,2511.751237,47.580702,1.101747,,1.316944,0.155773,0.082427,,1015.819837,,22.605761,,,-12.513085
SUNDRMFAST,File 1 (vectorbt),-9.707647,23.823093,30.965545,0.062279,159944.779678,2997.238984,43.260523,1.121643,,1.373675,0.258992,0.42623,20.0,5252.323635,,59.94478,20.0,40.0,-14.361996
SUNDRMFAST,File 2 (custom),-9.63941,23.970291,30.929348,0.029512,141336.798248,1968.418964,46.126961,1.095701,,1.259294,0.175723,0.104006,21.0,2511.444047,,41.336798,21.0,38.095238,-15.166218
VIPCLOTHNG,File 1 (vectorbt),-15.861655,40.442677,45.681093,0.106748,194032.463159,11754.057895,53.642486,1.163638,,2.200344,0.352276,0.589168,,1980.831013,,94.032463,,50.0,-20.219739
VIPCLOTHNG,File 2 (custom),-13.719133,38.961192,44.9058,-0.030503,78059.832367,-2742.520954,46.758782,1.011096,,0.725112,0.021588,0.014148,,697.091069,,-21.940168,,25.0,-17.262196
MANAPPURAM,File 1 (vectorbt),-10.081188,27.795415,33.551436,-0.030287,87536.618502,-1205.711032,43.802718,1.013122,5622.283979,0.827596,0.035934,0.054368,,2864.018077,1.0,-12.463381,16.0,26.666667,-16.694616
MANAPPURAM,File 2 (custom),-9.169912,27.107072,32.758509,0.050514,131554.810491,1470.493485,37.967341,1.083806,0.0,1.22485,0.195388,0.145129,,1568.807148,0.0,31.55481,15.0,33.333333,-13.922031
SILINV,File 1 (vectorbt),-12.321058,40.066609,50.204137,0.519546,360169.37663,32521.172079,24.214399,1.374519,,3.134608,0.676946,1.218724,,4239.882081,,260.169377,,62.5,-15.770175
SILINV,File 2 (custom),-11.714544,33.269699,36.497156,0.13543,188128.337426,11016.042178,30.401553,1.197334,,2.050215,0.335955,0.193206,,1312.156723,,88.128337,,50.0,-15.811836
SCHNEIDER,File 1 (vectorbt),-13.551397,30.82194,30.82194,-0.066977,73003.224984,-5399.355003,52.573372,0.899553,,0.53283,-0.173634,-0.289618,,1022.781929,,-26.996775,,20.0,-16.186466
SCHNEIDER,File 2 (custom),-12.606155,0.0,-10.072775,-0.100423,50402.563336,-9919.487333,52.239432,0.727692,,0.0,-0.451101,-0.198505,,342.642864,,-49.597437,,0.0,-16.517904
CENTENKA,File 1 (vectorbt),-10.429849,31.175448,56.908506,-0.01336,85246.20417,-983.586389,60.719813,1.005364,,0.896732,0.010135,0.014912,15.0,3601.836832,,-14.753796,15.0,26.666667,-14.706045
CENTENKA,File 2 (custom),-8.941794,30.374213,45.308411,0.029953,154406.843915,3886.203137,51.488903,1.140656,,1.478502,0.195239,0.08235,14.0,1867.774342,,54.406844,14.0,35.714286,-13.32091
ULTRACEMCO,File 1 (vectorbt),-8.061477,16.860492,32.067876,-0.015689,89009.566482,-523.353977,53.107689,1.003161,,0.87881,0.007583,0.010376,21.0,3220.162194,,-10.990434,21.0,33.333333,-20.039349
ULTRACEMCO,File 2 (custom),-6.814058,19.108563,30.533002,0.00439,102990.400349,130.017406,33.327989,1.037309,,1.025097,0.065466,0.041749,23.0,2368.381097,,2.9904,23.0,30.434783,-17.158203
