Symbol,Source,Avg Losing Trade [%],Avg Winning Trade [%],Best Trade [%],Calmar Ratio,End Value,Expectancy,Max Drawdown [%],Omega Ratio,Open Trade PnL,Profit Factor,Sharpe Ratio,Sortino Ratio,Total Closed Trades,Total Fees Paid,Total Open Trades,Total Return [%],Total Trades,Win Rate [%],Worst Trade [%]
TTL,File 2 (custom),-12.364926,37.430225,43.048284,0.126378,171859.17622,11976.52937,25.23338,1.283765,,1.996527,0.315854,0.138467,6.0,1042.769631,,71.859176,6.0,50.0,-17.433341
SANOFI,File 1 (vectorbt),-5.646201,19.551225,33.906104,0.150376,133971.2997,4853.042814,15.845694,1.189435,,2.183177,0.306334,0.532421,,1755.605257,,33.9713,,42.857143,-6.759217
SANOFI,File 2 (custom),-5.822631,17.734695,33.550373,0.159755,156646.866523,8092.409503,15.814888,1.266408,,3.39455,0.370295,0.208304,,953.798501,,56.646867,,57.142857,-6.575764
KARMAENG,File 1 (vectorbt),-11.557501,30.101334,43.724536,0.248356,150659.828717,8443.304786,20.275513,1.352098,,2.016622,0.456693,0.812196,,1691.213431,,50.659829,,,-14.86088
KARMAENG,File 2 (custom),-10.249993,27.009079,39.979239,0.162669,144768.764475,7461.460746,19.113433,1.340409,,2.049904,0.349348,0.139248,,836.073705,,44.768764,,,-14.031013
SADBHAV,File 1 (vectorbt),-12.973385,42.707094,42.707094,-0.102046,35078.393128,-5901.964261,76.582679,0.703467,,0.139107,-0.610365,-0.79651,,1102.52465,,-64.921607,,,-22.297382
SADBHAV,File 2 (custom),-11.327685,38.604817,38.604817,-0.066127,40599.488694,-5400.046482,71.364827,0.731225,,0.159174,-0.454296,-0.182836,,573.803806,,-59.400511,,,-17.543883
A2ZINFRA,File 1 (vectorbt),-13.647034,29.345625,37.343177,-0.063878,76160.91285,-2383.908715,43.66105,0.950891,,0.72495,-0.088055,-0.138941,10.0,1675.003785,,-23.839087,10.0,30.0,-19.60517
A2ZINFRA,File 2 (custom),-13.292201,29.189142,38.776101,-0.018808,88217.633441,-1309.15184,47.5863,1.015305,,0.856612,0.026554,0.014341,9.0,850.936293,,-11.782367,9.0,33.333333,-20.899805
KRBL,File 1 (vectorbt),-11.490623,26.486515,30.539191,-0.104181,25282.355244,-4395.155574,81.936084,0.735995,,0.337997,-0.536927,-0.68234,,2015.109518,,-74.717645,,11.764706,-21.976747
KRBL,File 2 (custom),-10.332273,34.224633,36.084158,-0.040469,50252.46898,-2926.325354,75.012874,0.878329,,0.67505,-0.1752,-0.068805,,1678.916002,,-49.747531,,17.647059,-20.028889
ASIANHOTNR,File 1 (vectorbt),-12.977218,32.07567,32.07567,-0.038435,86850.511374,-3287.372156,36.196786,0.876732,,0.615803,-0.146027,-0.200949,,659.876064,,-13.149489,,,-17.058822
ASIANHOTNR,File 2 (custom),-12.335713,32.663842,32.663842,-0.024929,88490.028901,-2877.492775,33.512435,0.881712,,0.652899,-0.109428,-0.026072,,327.208065,,-11.509971,,,-16.446553
ZUARI,File 1 (vectorbt),-12.004752,42.310868,47.992739,-0.030865,90550.396621,-787.466948,38.435214,1.012676,,0.913331,0.025408,0.039688,,2233.617664,,-9.449603,,,-17.671376
ZUARI,File 2 (custom),-11.578186,42.098442,46.989085,-0.014721,91929.777654,-672.518529,47.280275,1.02507,,0.925006,0.053633,0.035462,,1123.068996,,-8.070222,,,-17.794043
PUNJABCHEM,File 1 (vectorbt),-18.097056,32.908901,44.251853,-0.015874,86808.015299,-1319.19847,73.597889,1.037592,,0.855035,0.11068,0.170425,10.0,1447.67577,,-13.191985,10.0,40.0,-43.964876
PUNJABCHEM,File 2 (custom),-16.564228,34.02366,42.828105,-0.02249,74265.424917,-2859.397231,75.227773,1.02254,,0.694263,0.056865,0.043022,9.0,619.680162,,-25.734575,9.0,33.333333,-41.540047
HMT,File 1 (vectorbt),-12.464722,43.126419,47.294389,-0.023529,79268.293974,-2303.522892,56.346013,0.946742,,0.778772,-0.06551,-0.105823,,1734.333112,,-20.731706,,,-25.714758
HMT,File 2 (custom),-11.831418,43.22672,45.016138,-0.013786,81979.362061,-2002.293104,56.936988,0.967305,,0.805538,-0.031396,-0.009226,,878.115305,,-18.020638,,,-25.853892
WELSPUNLIV,File 1 (vectorbt),-12.842956,32.376877,45.550378,0.168999,266677.688127,9804.56989,41.701678,1.193834,,1.764789,0.441268,0.68198,17.0,5991.171339,,166.677688,17.0,47.058824,-20.027185
WELSPUNLIV,File 2 (custom),-10.966214,31.235909,47.994967,0.0471,152015.6811,3250.980069,43.055904,1.108828,,1.394838,0.205853,0.114056,16.0,1870.892015,,52.015681,16.0,37.5,-13.707172
AMBUJACEM,File 1 (vectorbt),-7.502032,17.915473,20.841244,-0.049112,76354.482561,-1244.500918,45.512838,0.967552,,0.722457,-0.086599,-0.116484,,2940.113406,,-23.645517,,26.315789,-10.089286
AMBUJACEM,File 2 (custom),-6.961629,18.645352,21.470813,-0.057206,64479.815559,-1869.483392,43.81787,0.927734,,0.572989,-0.159612,-0.078508,,1381.97367,,-35.520184,,21.052632,-9.906835
HDFCBANK,File 1 (vectorbt),-6.468366,17.356046,27.087018,0.061048,151275.656382,2136.485683,38.707733,1.097386,,1.530721,0.240887,0.368192,24.0,4861.243774,,51.275656,24.0,37.5,-12.984248
HDFCBANK,File 2 (custom),-6.162053,16.699569,26.145178,0.046214,153756.082333,2337.220971,36.56798,1.107159,,1.589698,0.211105,0.122244,23.0,2421.63468,,53.756082,23.0,39.130435,-13.173216
VISASTEEL,File 1 (vectorbt),-14.359382,49.743539,66.332381,0.316324,396743.455449,32971.49505,38.509721,1.413673,,2.86926,0.680653,1.237395,,4343.627255,,296.743455,,55.555556,-14.781848
VISASTEEL,File 2 (custom),-12.971417,46.322178,60.161814,0.127343,221504.528906,13500.503212,36.800039,1.280413,,1.909131,0.376175,0.204906,,1680.411881,,121.504529,,44.444444,-13.891583
HOVS,File 1 (vectorbt),-15.836288,42.292142,45.847752,0.060089,143867.1642,6266.737743,52.579437,1.125701,,1.305101,0.244105,0.453602,7.0,2709.700062,,43.867164,7.0,42.857143,-21.781652
HOVS,File 2 (custom),-14.85325,38.753398,39.647471,0.019079,117079.15352,2134.89419,49.024844,1.097726,,1.130776,0.134159,0.084747,8.0,1249.258378,,17.079154,8.0,37.5,-21.905172
TTKPRESTIG,File 1 (vectorbt),-11.812537,40.848519,63.129121,0.153863,295155.479763,11479.734104,37.651212,1.204617,,1.692146,0.370726,0.664977,,7889.947924,,195.15548,,41.176471,-23.24222
TTKPRESTIG,File 2 (custom),-12.167438,35.733543,60.298509,0.030924,138764.442159,2280.261303,38.28099,1.113394,,1.238833,0.151849,0.070552,,1979.206809,,38.764442,,35.294118,-21.893344
INDOWIND,File 1 (vectorbt),-15.246028,46.710135,54.637291,-0.047269,67380.725882,-3624.363791,70.043691,0.919429,,0.778242,-0.134968,-0.213517,,2410.982592,,-32.619274,,,-18.42897
INDOWIND,File 2 (custom),-13.767575,46.616065,53.332614,-0.025766,74695.725447,-2811.586061,66.09861,0.947298,,0.817897,-0.068981,-0.030469,,1219.964225,,-25.304275,,,-14.286325
GKWLIMITED,File 1 (vectorbt),-14.219394,33.394112,33.394112,-0.134251,45451.770581,-6818.528677,56.478691,0.856092,,0.283597,-0.368115,-0.561541,,1155.352663,,-54.548229,,,-18.436474
GKWLIMITED,File 2 (custom),-13.175706,26.400989,26.400989,-0.083464,46487.264828,-6689.091897,61.716077,0.900875,,0.246029,-0.230191,-0.145637,,551.905041,,-53.512735,,,-15.478157
AARVEEDEN,File 1 (vectorbt),-13.975611,46.252334,67.942677,0.075759,167405.219008,9629.317001,58.10056,1.156119,,2.488777,0.294538,0.525258,7.0,1276.234425,,67.405219,7.0,42.857143,-16.635643
AARVEEDEN,File 2 (custom),-14.362925,33.381952,41.698607,0.006343,106842.285585,855.285698,60.336451,1.086797,,1.125452,0.095044,0.037067,8.0,582.168364,,6.842286,8.0,37.5,-19.770008
JINDALPHOT,File 1 (vectorbt),-12.710375,40.603075,60.017008,0.126669,180478.929202,6190.686862,35.334879,1.23684,,1.52061,0.346609,0.624706,13.0,3746.006028,,80.478929,13.0,38.461538,-18.007038
JINDALPHOT,File 2 (custom),-11.057767,39.286192,44.584918,0.017851,112390.081542,885.005824,33.601547,1.083553,,1.098289,0.109081,0.052104,14.0,1493.464504,,12.390082,14.0,28.571429,-17.257634
LGBBROSLTD,File 1 (vectorbt),-9.486422,30.125065,35.232214,-0.02457,89505.029072,-874.580911,44.356592,0.998735,,0.853412,-0.002735,-0.004308,,1902.682338,,-10.494971,,,-13.681418
LGBBROSLTD,File 2 (custom),-9.422889,29.02243,33.958496,-0.024437,85470.10243,-1210.824798,43.606785,0.984172,,0.79772,-0.028349,-0.015892,,932.447713,,-14.529898,,,-13.126373
AEGISLOG,File 1 (vectorbt),-13.191524,42.974745,91.448427,0.04933,163073.040673,3710.178863,59.766468,1.130637,,1.296036,0.238168,0.398861,,4728.138114,,63.073041,,35.294118,-26.788863
AEGISLOG,File 2 (custom),-12.463063,45.852414,81.156005,0.080828,320125.411285,12948.553605,60.484982,1.237705,,1.569958,0.336024,0.185834,,4797.454363,,220.125411,,41.176471,-29.017553
WIPRO,File 1 (vectorbt),-7.400361,18.937186,46.578718,0.060371,171639.237627,2865.569505,45.656165,1.137474,,1.431571,0.273192,0.426265,,7060.996217,,71.639238,,,-14.850188
WIPRO,File 2 (custom),-6.731849,19.601179,38.91431,0.078506,195182.132679,3807.285307,29.947962,1.15395,,1.629065,0.265516,0.14207,,3657.320802,,95.182133,,,-13.668707
CELEBRITY,File 1 (vectorbt),-19.887745,47.994558,54.798227,0.294272,382349.792769,56469.958554,39.78974,1.427675,,7.772502,0.659253,1.238193,,2037.748822,,282.349793,,,-19.887745
CELEBRITY,File 2 (custom),-19.133033,42.658273,45.827036,0.172942,331165.032393,46233.006479,40.845175,1.383455,,7.02955,0.499489,0.28803,,1069.431354,,231.165032,,,-19.133033
RCF,File 1 (vectorbt),-12.578492,29.840813,51.174084,-0.031194,70807.058677,-1717.231843,61.998925,0.98297,,0.727364,-0.033748,-0.052858,,2170.845996,,-29.192941,,29.411765,-22.228705
RCF,File 2 (custom),-11.74801,30.690906,49.163179,0.014074,117912.648561,1053.685209,45.873715,1.077188,,1.137534,0.113925,0.05587,,1635.161299,,17.912649,,35.294118,-21.69594
SUNDARMFIN,File 1 (vectorbt),-9.419974,27.178337,70.539501,0.170073,380676.647322,14033.832366,46.632795,1.200054,,2.329749,0.476814,0.833269,,9053.240577,,280.676647,,50.0,-20.029941
SUNDARMFIN,File 2 (custom),-10.402375,22.267947,33.234055,0.043662,167834.537512,3391.726876,47.228561,1.104227,,1.569551,0.212375,0.154712,,2110.455723,,67.834538,,45.0,-22.261911
IL&FSENGG,File 1 (vectorbt),-13.26113,16.772989,18.352598,-0.132661,37818.207864,-5652.890194,,0.756324,,0.139385,-0.574157,-0.771389,,1176.04602,,-62.181792,,18.181818,-15.400559
IL&FSENGG,File 2 (custom),-12.369309,12.929822,12.929822,-0.116274,29329.547771,-6424.586566,,0.719831,,0.047337,-0.590654,-0.280802,,549.157008,,-70.670452,,9.090909,-15.349578
3MINDIA,File 1 (vectorbt),-7.023882,22.703332,40.940599,0.163365,276972.686943,8848.634347,32.273629,1.312828,,2.169234,0.504642,0.872955,20.0,7873.399085,,176.972687,20.0,45.0,-9.718635
3MINDIA,File 2 (custom),-6.84905,23.867991,35.827088,0.083798,207419.750741,5115.226226,30.704769,1.24494,,1.726232,0.317104,0.152544,21.0,3408.964518,,107.419751,21.0,38.095238,-9.501241
JAMNAAUTO,File 1 (vectorbt),-10.927319,31.39381,39.492712,0.444084,334830.627619,18063.894432,30.806336,1.238811,,2.468679,0.655284,1.1289,,5830.252948,,234.830628,,,-14.349025
JAMNAAUTO,File 2 (custom),-10.282904,31.206056,39.867462,0.307066,337362.229248,18258.633019,30.340695,1.243428,,2.529768,0.549352,0.477868,,3058.773713,,237.362229,,,-13.050819
TBZ,File 1 (vectorbt),-13.520078,33.443831,33.443831,-0.000646,99805.676604,-64.774465,34.677708,,,0.992285,0.045514,0.069011,,522.640623,,-0.194323,,,-13.633066
TBZ,File 2 (custom),-13.057366,32.665368,32.665368,-0.000749,99692.504661,-102.498446,32.658678,,,0.98755,0.036363,0.00932,,262.675237,,-0.307495,,,-13.892863
STERTOOLS,File 1 (vectorbt),-10.694706,34.348882,50.957639,0.436277,662134.043329,46844.503611,38.191683,1.444919,,4.629036,0.868378,1.603185,12.0,7722.159596,,562.134043,12.0,66.666667,-11.873145
STERTOOLS,File 2 (custom),-10.410859,34.287071,49.599954,0.286659,489033.962584,35366.723871,32.601828,1.513529,,5.043807,0.669873,0.442007,11.0,2757.947993,,389.033963,11.0,63.636364,-11.585493
BVCL,File 1 (vectorbt),-15.264828,41.73481,46.488474,0.047302,121962.391426,4392.478285,37.75435,1.090077,,1.517344,0.1855,0.305822,,888.357207,,21.962391,,,-17.9116
BVCL,File 2 (custom),-13.542082,40.762667,43.290515,0.039907,126670.632362,5334.126472,36.733031,1.099922,,1.676202,0.16865,0.103527,,479.048023,,26.670632,,,-15.572765
KIRLOSENG,File 1 (vectorbt),-8.639162,28.11525,31.172826,0.220596,187350.437279,10918.80466,30.645443,1.323016,,3.344051,0.538498,1.114337,,1832.730863,,87.350437,,,-10.321931
KIRLOSENG,File 2 (custom),-8.280997,27.556676,31.133094,0.145567,183930.627405,10491.328426,30.78557,1.414459,,3.300709,0.466162,0.273042,,955.155216,,83.930627,,,-9.767398
ELGIEQUIP,File 1 (vectorbt),-9.951755,28.761939,32.408988,-0.046597,53662.686813,-2896.082074,66.118918,0.856209,,0.428022,-0.205594,-0.296574,,1821.839837,,-46.337313,,18.75,-22.21042
ELGIEQUIP,File 2 (custom),-9.663111,27.870968,34.813264,0.004618,106435.316024,402.207251,46.931837,1.055196,,1.060068,0.073789,0.029651,,1504.763667,,6.435316,,31.25,-17.995343
EDELWEISS,File 1 (vectorbt),-11.875858,33.543877,51.228041,-0.063363,58212.17581,-2984.844585,71.544635,0.977112,,0.683805,-0.076988,-0.1193,,2658.011763,,-41.787824,,21.428571,-15.973267
EDELWEISS,File 2 (custom),-10.937361,36.735248,50.554641,0.005792,104798.155012,342.725358,47.961479,1.046867,,1.028756,0.10273,0.066985,,1999.496456,,4.798155,,28.571429,-14.005863
DLINKINDIA,File 1 (vectorbt),-11.697989,30.75846,37.767044,0.381797,341848.827495,26872.091944,33.138202,1.300776,,4.011606,0.629202,1.156051,,3547.645997,,241.848827,,66.666667,-13.647441
DLINKINDIA,File 2 (custom),-11.58365,28.79208,36.578218,0.170618,211787.191288,12420.799032,30.181669,1.23956,,2.316579,0.373917,0.246863,,1485.538171,,111.787191,,55.555556,-12.801951
VGUARD,File 1 (vectorbt),-7.855693,23.962796,28.793875,0.370861,273049.832829,13311.525602,24.639121,1.365317,,2.827795,0.712084,1.224311,,4915.904205,,173.049833,,53.846154,-11.754305
VGUARD,File 2 (custom),-7.352689,25.420234,27.782098,0.028254,120914.037728,1608.772133,40.628194,1.099477,,1.243224,0.165009,0.085634,,1557.643585,,20.914038,,30.769231,-11.427034
PTC,File 1 (vectorbt),-8.752465,27.996707,36.611542,0.032011,124317.193601,1519.8246,48.329769,1.078368,,1.132569,0.173588,0.278078,,5757.15424,,24.317194,,31.25,-13.786215
PTC,File 2 (custom),-7.992416,28.42412,35.163896,-0.003029,96293.942384,-231.628601,60.651918,1.030576,,0.977725,0.05419,0.030112,,2632.489796,,-3.706058,,25.0,-13.240149
STCINDIA,File 1 (vectorbt),-12.618336,42.192876,60.943341,-0.070383,48804.637514,-3199.710155,66.932408,0.93482,,0.583144,-0.151744,-0.256988,,2194.861988,,-51.195362,,,-19.031246
STCINDIA,File 2 (custom),-12.076121,40.743025,58.572594,-0.05002,49801.720317,-3137.39248,63.689898,0.92631,,0.581962,-0.135086,-0.0922,,1088.066074,,-50.19828,,,-17.651703
FINCABLES,File 1 (vectorbt),-10.16198,24.828504,29.118419,-0.027095,74796.681587,-1200.15802,52.019522,0.969988,,0.794433,-0.052639,-0.078937,21.0,3065.600224,,-25.203318,21.0,28.571429,-17.043987
FINCABLES,File 2 (custom),-9.64555,26.582925,30.605377,-0.023907,67545.003451,-1622.749827,55.025197,0.941549,,0.702463,-0.083493,-0.033234,20.0,1311.451999,,-32.454997,20.0,25.0,-16.228151
LUMAXIND,File 1 (vectorbt),-9.474552,37.023696,56.477987,0.095603,217441.276586,6908.310387,48.805133,1.191035,,1.46534,0.345981,0.63559,,7463.782037,,117.441277,,35.294118,-15.653677
LUMAXIND,File 2 (custom),-8.680541,37.191489,53.920198,0.039509,156240.407522,3308.259266,46.196355,1.126518,,1.315807,0.196258,0.115867,,2728.899869,,56.240408,,29.411765,-12.252994
DATAMATICS,File 1 (vectorbt),-13.289733,44.593468,45.373671,-0.08228,49766.869527,-4186.094206,58.746678,0.905464,,0.476048,-0.194156,-0.302987,,1575.133131,,-50.23313,,,-21.05263
DATAMATICS,File 2 (custom),-12.569165,43.731159,45.412365,-0.05646,52233.752157,-3980.520654,55.495608,0.898592,,0.489407,-0.154448,-0.076184,,782.23108,,-47.766248,,,-19.690272
GOENKA,File 1 (vectorbt),-18.862967,44.771258,44.771258,-0.062623,75594.371729,-6101.407068,50.358224,1.040648,,0.489074,0.048188,0.071804,,580.804439,,-24.405628,,,-32.523612
GOENKA,File 2 (custom),-18.170026,37.106755,37.106755,-0.048332,72804.648595,-6798.837851,51.278669,1.029447,,0.418816,0.029119,0.008044,,277.582575,,-27.195351,,,-32.05885
JKLAKSHMI,File 1 (vectorbt),-8.672745,,-6.13658,-0.104665,48340.76302,-6457.404622,53.221759,0.690343,,,-0.654381,-0.819092,8.0,1105.207633,,-51.659237,8.0,,-12.072101
JKLAKSHMI,File 2 (custom),-8.062406,,-5.774495,-0.074235,46159.925439,-5982.230507,55.514773,0.530495,,,-0.714792,-0.186575,9.0,580.685746,,-53.840075,9.0,,-11.162359
TEXMOPIPES,File 1 (vectorbt),-16.931263,53.558105,53.558105,-0.079398,60645.71675,-6559.047208,60.407041,0.932394,,0.529117,-0.136825,-0.226523,6.0,1121.276926,,-39.354283,6.0,16.666667,-20.890176
TEXMOPIPES,File 2 (custom),-15.530279,49.452285,49.452285,-0.084032,45009.426673,-6873.821666,62.743432,0.887515,,0.382607,-0.212743,-0.133764,8.0,584.037335,,-54.990573,8.0,12.5,-19.825939
ASHAPURMIN,File 1 (vectorbt),-14.307632,36.22589,37.225075,-0.084572,33638.075562,-4147.620277,77.875274,0.795854,,0.395827,-0.406976,-0.560334,,1634.081122,,-66.361924,,18.75,-20.879779
ASHAPURMIN,File 2 (custom),-13.285158,32.575451,35.679334,-0.035926,53640.409054,-2897.474434,73.853066,0.91219,,0.660618,-0.149977,-0.067905,,1195.577949,,-46.359591,,25.0,-19.841614
BEL,File 1 (vectorbt),-9.651863,30.290803,66.845469,0.342047,721521.584731,20717.386158,34.48554,1.385546,,2.147878,0.710887,1.223665,,22326.421834,,621.521585,,46.666667,-18.148683
BEL,File 2 (custom),-8.972131,29.026255,55.926776,0.17348,489864.883525,12995.496118,36.807504,1.299679,,1.901595,0.489713,0.283337,,8790.527221,,389.864884,,43.333333,-17.613063
PFIZER,File 1 (vectorbt),-8.088538,21.067609,36.690421,0.020876,120838.071468,694.602382,44.756133,1.054967,,1.123503,0.136019,0.206935,,5925.469836,,20.838071,,,-24.053615
PFIZER,File 2 (custom),-7.241508,19.390202,26.590424,0.013181,122174.217874,739.140596,51.715198,1.055299,,1.122239,0.116517,0.069461,,3471.513177,,22.174218,,,-12.374409
CENTRALBK,File 1 (vectorbt),-10.516336,32.407213,35.700276,-0.06326,64341.205162,-3241.708622,57.590411,0.927299,,0.577379,-0.163404,-0.227263,,1878.414651,,-35.658795,,,-13.853514
CENTRALBK,File 2 (custom),-10.079665,32.508548,36.822605,-0.042662,65834.803358,-3105.926967,56.247967,0.928731,,0.58616,-0.129119,-0.057846,,928.201139,,-34.165197,,,-13.695195
SHOPERSTOP,File 1 (vectorbt),-8.899321,25.626155,32.051577,0.136993,177518.636922,7047.148811,31.962604,1.212433,,2.226033,0.379777,0.660341,11.0,2628.052068,,77.518637,11.0,45.454545,-13.250328
SHOPERSTOP,File 2 (custom),-7.847302,25.414113,32.888004,0.037662,124994.586744,2082.882229,30.716184,1.103052,,1.332218,0.158751,0.077924,12.0,1359.466223,,24.994587,12.0,33.333333,-10.171785
KALYANIFRG,File 1 (vectorbt),-11.036898,,-8.987609,-0.149807,39233.765274,-7595.779341,62.446435,0.657432,,,-0.774718,-0.991142,,1051.182511,,-60.766235,,,-13.567659
KALYANIFRG,File 2 (custom),-9.825403,,-6.081694,-0.09939,43118.482529,-7110.189684,59.510305,0.647,,,-0.590847,-0.209902,,513.959489,,-56.881517,,,-12.154006
TVSELECT,File 1 (vectorbt),-14.528432,39.957775,59.334763,0.165415,292951.26983,10719.514991,49.028457,1.21505,,1.623417,0.43358,0.805244,,7295.075317,,192.95127,,,-17.638741
TVSELECT,File 2 (custom),-12.552194,39.568791,51.0099,0.129984,353886.761088,14104.82006,50.275255,1.278965,,1.884826,0.415356,0.276489,,4040.801175,,253.886761,,,-17.465029
BEML,File 1 (vectorbt),-10.603421,36.084894,45.369024,-0.036249,69840.837868,-1675.509007,55.327294,0.968492,,0.731313,-0.060496,-0.09041,,2443.854173,,-30.159162,,,-23.527456
BEML,File 2 (custom),-9.97284,34.73892,43.188895,-0.023151,71761.808552,-1568.788414,55.490901,0.970615,,0.745562,-0.04682,-0.021362,,1269.267725,,-28.238191,,,-18.22767
BLISSGVS,File 1 (vectorbt),-10.617513,0.0,-5.922749,-0.181338,20667.463895,-5666.609722,81.091947,0.757085,,0.0,-0.771419,-1.080139,14.0,1443.432572,,-79.332536,14.0,0.0,-14.977435
BLISSGVS,File 2 (custom),-10.176173,22.384831,22.384831,-0.117747,26314.306305,-4912.37958,75.412903,0.799299,,0.103873,-0.523986,-0.357874,15.0,772.364181,,-73.685694,15.0,6.666667,-14.34973
PANACEABIO,File 1 (vectorbt),-12.750892,48.263158,56.714769,-0.054137,46865.288308,-2530.224366,78.440399,0.974823,,0.785936,-0.065881,-0.104859,,4437.803303,,-53.134712,,19.047619,-22.530804
PANACEABIO,File 2 (custom),-12.101397,44.878254,51.274485,-0.056396,28371.397715,-3410.885823,86.138533,0.918605,,0.574576,-0.172249,-0.11459,,1411.795384,,-71.628602,,14.285714,-20.170178
SPMLINFRA,File 1 (vectorbt),-14.870492,40.345166,47.43073,0.035412,120984.539022,4196.907804,55.147115,1.109558,,1.546696,0.202842,0.311208,,839.48935,,20.984539,,,-17.18912
SPMLINFRA,File 2 (custom),-14.31661,35.264659,44.740871,0.01653,113261.978202,2652.39564,53.041834,1.085023,,1.353332,0.132054,0.061361,,424.062715,,13.261978,,,-16.318083
RAYMOND,File 1 (vectorbt),-10.543037,28.395443,35.061686,0.19659,393297.340209,14664.86701,40.867627,1.272404,,2.411429,0.564248,0.904012,,7906.797657,,293.29734,,,-17.829702
RAYMOND,File 2 (custom),-9.530997,27.792792,33.612531,0.155103,405387.69675,15269.384838,36.13528,1.289307,,2.574175,0.484383,0.260336,,4181.068254,,305.387697,,,-13.811125
GREAVESCOT,File 1 (vectorbt),-9.667529,31.248496,38.773139,0.092436,182871.048049,5179.440503,48.076859,1.149618,,1.417082,0.344904,0.53643,,6219.821647,,82.871048,,,-16.54787
GREAVESCOT,File 2 (custom),-9.416474,31.147481,39.90286,0.063358,181207.551419,5075.471964,47.360613,1.11578,,1.416918,0.262061,0.180709,,3118.339298,,81.207551,,,-15.846187
SHREYANIND,File 1 (vectorbt),-12.545584,31.225433,34.971149,0.072045,150788.289601,5643.143289,51.345089,1.184533,,1.450015,0.30405,0.47444,9.0,2967.98713,,50.78829,9.0,44.444444,-17.951345
SHREYANIND,File 2 (custom),-12.241867,28.269309,33.068243,-0.019356,82425.555316,-1757.444468,60.611541,0.992078,,0.82064,-0.010648,-0.003658,10.0,1079.567865,,-17.574445,10.0,30.0,-16.108846
ITI,File 1 (vectorbt),-12.389532,0.0,-4.559686,-0.097281,26282.226678,-7371.777332,76.126916,0.664388,,0.0,-0.489823,-0.678136,10.0,1012.239736,,-73.717773,10.0,0.0,-23.514715
ITI,File 2 (custom),-11.779915,16.431338,16.431338,-0.061687,32225.352381,-6161.331602,71.360208,0.723968,,0.107549,-0.331837,-0.103786,11.0,579.973881,,-67.774648,11.0,9.090909,-20.105154
PRESTIGE,File 1 (vectorbt),-11.45097,27.850342,37.240806,0.448952,300327.514786,22258.612754,26.640084,1.223822,,3.76489,0.642576,1.046342,,3355.03387,,200.327515,,,-14.271912
PRESTIGE,File 2 (custom),-12.110767,27.179777,36.307303,0.284141,279709.405459,19967.711718,26.634727,1.210279,,3.420151,0.50613,0.407024,,1695.104487,,179.709405,,,-15.068837
MPHASIS,File 1 (vectorbt),-7.144099,21.701066,21.701066,-0.095658,67201.089422,-3644.323398,33.180637,0.758609,,0.306781,-0.372083,-0.501082,,1402.878333,,-32.798911,,,-11.408724
MPHASIS,File 2 (custom),-6.999558,21.57934,21.57934,-0.066496,66900.705604,-3677.699377,33.48787,0.75723,,0.299989,-0.311113,-0.087715,,679.590489,,-33.099294,,,-11.191387
BPCL,File 1 (vectorbt),-7.929632,23.012016,34.635595,0.069805,181817.040664,3409.043361,44.180656,1.134522,,1.522645,0.271197,0.421914,,6418.096972,,81.817041,,,-19.819917
BPCL,File 2 (custom),-7.671484,23.085432,35.146025,0.047809,182266.450078,3427.768753,44.511495,1.124091,,1.532486,0.22109,0.119967,,3245.20942,,82.26645,,,-18.789886
RADAAN,File 1 (vectorbt),-14.141608,35.806392,38.084892,-0.000494,99609.416002,-43.398222,63.575645,1.041975,,0.993509,0.05438,0.076206,,1122.207568,,-0.390584,,33.333333,-20.544341
RADAAN,File 2 (custom),-12.340782,33.875031,34.644519,-0.032176,69659.894199,-3371.122867,61.668292,0.769744,,0.502421,-0.220517,-0.045132,,517.017023,,-30.340106,,22.222222,-17.667048
NESTLEIND,File 1 (vectorbt),-5.270987,14.678331,19.948253,0.089777,118149.234396,1649.9304,18.20946,1.170077,,1.42656,0.24833,0.425493,11.0,2468.561211,,18.149234,11.0,36.363636,-6.390335
NESTLEIND,File 2 (custom),-4.953002,15.278078,19.354737,-0.015978,94563.33251,-453.055624,23.442071,0.989774,,0.890766,-0.016844,-0.008904,12.0,1256.367467,,-5.436667,12.0,25.0,-6.182141
DALMIASUG,File 1 (vectorbt),-11.211876,43.452368,66.201933,0.087253,140910.519573,3146.963044,40.957955,1.132259,,1.224844,0.265718,0.458601,,4319.896043,,40.91052,,,-14.187022
DALMIASUG,File 2 (custom),-10.734132,41.246765,62.648622,0.055084,135913.037863,2762.541374,39.806704,1.127378,,1.209953,0.20751,0.124876,,2108.175634,,35.913038,,,-13.594635
JSWHL,File 1 (vectorbt),-9.531168,29.330312,61.123048,0.412176,407627.307854,21973.379132,26.951194,1.301055,,4.230163,0.623842,1.152081,,5623.583003,,307.627308,,,-12.733156
JSWHL,File 2 (custom),-9.440938,28.719666,58.093228,0.262222,382801.612457,20200.115175,27.436528,1.285996,,4.072517,0.504898,0.365228,,2817.193832,,282.801612,,,-13.052965
SURYALAXMI,File 1 (vectorbt),-11.16748,26.696879,26.696879,-0.052849,70104.334149,-4982.610975,52.058721,0.85513,,0.330534,-0.227277,-0.318501,,875.698793,,-29.895666,,16.666667,-11.795156
SURYALAXMI,File 2 (custom),-10.362035,0.0,-8.416908,-0.067921,51259.749847,-8123.375025,52.399187,0.499354,,0.0,-0.582859,-0.123587,,408.611781,,-48.74025,,0.0,-11.238029
