symbol,strategy,numba_status,vbt_status,numba_trades,vbt_trades,numba_return,vbt_return,numba_sharpe,vbt_sharpe
20MICRONS,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
21STCENMGM,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
360ONE,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
3IINFOLTD,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
3MINDIA,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
3PLAND,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
5PAISA,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
63MOONS,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
A2ZINFRA,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AAATECH,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AADHARHFC,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AAKASH,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AAREYDRUGS,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AARON,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AARTECH,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AARTIDRUGS,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AARTIIND,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AARTIPHARM,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AARTISURF,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AARVEEDEN,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AARVI,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AAVAS,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ABAN,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ABB,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ABBOTINDIA,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ABCAPITAL,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ABDL,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ABFRL,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ABINFRA,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ABMINTLLTD,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ABREL,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ABSLAMC,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ACC,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ACCELYA,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ACCURACY,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ACE,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ACEINTEG,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ACI,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ACL,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ACLGATI,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ACMESOLAR,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ADANIENSOL,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ADANIENT,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ADANIGREEN,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ADANIPORTS,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ADANIPOWER,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ADFFOODS,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ADL,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ADOR,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ADROITINFO,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ADSL,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ADVANIHOTR,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ADVENZYMES,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AEGISLOG,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AEROFLEX,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AETHER,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AFCONS,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AFFLE,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AFFORDABLE,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AFIL,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AFSL,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AGARIND,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AGARWALEYE,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AGI,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AGIIL,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AGRITECH,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AGROPHOS,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AGSTRA,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AHLADA,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AHLEAST,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AHLUCONT,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AIAENG,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AIIL,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AIRAN,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AIROLAM,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AJANTPHARM,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AJAXENGG,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Skipped: rows 87 < 90,Skipped: rows 87 < 90,,,,,,
AJMERA,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AJOONI,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,1.0,1.0,-10.077255,-9.997168,-0.397779,-0.474739
AKASH,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,1.0,1.0,-12.827505,-12.756379,-0.806606,-0.970428
AKG,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AKI,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AKSHAR,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AKSHARCHEM,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AKSHOPTFBR,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,1.0,1.0,-11.70968,-11.634028,-0.393931,-0.475207
AKUMS,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AKZOINDIA,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ALANKIT,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ALBERTDAVD,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ALEMBICLTD,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ALICON,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ALIVUS,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ALKALI,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ALKEM,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ALKYLAMINE,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ALLCARGO,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ALLDIGI,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ALMONDZ,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ALOKINDS,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ALPA,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ALPHAGEO,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ALPSINDUS,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AMBER,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AMBICAAGAR,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AMBIKCO,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AMBUJACEM,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AMDIND,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AMJLAND,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AMNPLST,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AMRUTANJAN,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ANANDRATHI,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ANANTRAJ,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ANDHRAPAP,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,1.0,1.0,-1.213214,-1.231484,-0.346721,-0.415117
ANDHRSUGAR,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ANGELONE,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ANIKINDS,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ANMOL,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ANTGRAPHIC,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ANUHPHR,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ANUP,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ANURAS,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
APARINDS,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
APCL,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
APCOTEXIND,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
APEX,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
APLAPOLLO,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
APLLTD,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
APOLLO,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
APOLLOHOSP,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
APOLLOPIPE,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
APOLLOTYRE,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
APOLSINHOT,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
APTECHT,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
APTUS,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ARCHIDPLY,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ARCHIES,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,2.0,2.0,-18.134225,-51.801656,-0.342991,-0.296623
ARE&M,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,1.0,1.0,-4.922156,-22.369279,-0.028368,-0.321342
ARENTERP,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ARIES,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ARIHANTCAP,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ARIHANTSUP,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ARKADE,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ARMANFIN,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
AROGRANITE,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ARROWGREEN,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ARTEMISMED,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ARTNIRMAN,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ARVEE,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ARVIND,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ARVINDFASN,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ARVSMART,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ASAHIINDIA,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ASAHISONG,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ASAL,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ASALCBR,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ASHAPURMIN,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,1.0,1.0,-9.653453,-9.57458,-0.278174,-0.333575
ASHIANA,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ASHIMASYN,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ASHOKA,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ASHOKAMET,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ASHOKLEY,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ASIANENE,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,1.0,1.0,35.512594,35.68805,0.990739,1.194667
ASIANHOTNR,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ASIANPAINT,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ASIANTILES,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ASKAUTOLTD,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ASMS,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ASPINWALL,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ASTEC,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,1.0,1.0,-7.895002,-7.888884,-0.265125,-0.316894
ASTERDM,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ASTRAL,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
ASTRAMICRO,"tf(rsi(close, 14) > 70, 'daily') AND tf(rsi(close, 14) < 30, 'weekly')",Success,Success,0.0,0.0,0.0,0.0,,inf
