Symbol,Source,Avg Losing Trade [%],Avg Winning Trade [%],Benchmark Return [%],Best Trade [%],Calmar Ratio,End Value,Expectancy,Max Drawdown [%],Max Gross Exposure [%],Omega Ratio,Open Trade PnL,Profit Factor,Sharpe Ratio,Sortino Ratio,Start Value,Total Closed Trades,Total Fees Paid,Total Open Trades,Total Return [%],Total Trades,Win Rate [%],Worst Trade [%]
MBLINFRA,File 2 (custom),-11.370493,37.94258,,37.94258,-0.050748,74468.48287,-4255.252855,37.892157,,0.857589,,0.516688,-0.167573,-0.063379,,,505.23113,,-25.531517,,,-14.055653
MCL,File 1 (vectorbt),-10.35733,,,-10.120061,-0.251155,80376.073156,-9811.963422,25.473311,,0.560517,,,-0.666119,-0.801718,,,360.136906,,-19.623927,,,-10.594598
MCL,File 2 (custom),-10.247183,,,-10.010151,-0.175646,80234.036248,-9882.981876,25.604903,,0.558435,,,-0.557829,-0.156966,,,170.209585,,-19.765964,,,-10.484214
MCLEODRUSS,File 1 (vectorbt),-10.050562,42.085873,,42.669721,-0.038527,77119.066457,-2080.084868,49.570819,,0.9624,,0.658315,-0.076181,-0.110468,,,1464.724707,,-22.880934,,,-18.349721
MCLEODRUSS,File 2 (custom),-9.536115,40.263591,,41.560364,-0.026167,77589.760276,-2037.29452,49.365157,,0.963054,,0.654922,-0.062139,-0.027649,,,724.186556,,-22.41024,,,-18.23159
MCLOUD,File 1 (vectorbt),,0.0,,,,,,,0.0,inf,,,inf,inf,,,,,,,,
MCLOUD,File 2 (custom),,,,,,,,0.0,100.0,,,,,,,,,,,,,
MCX,File 1 (vectorbt),-8.132941,29.153187,,35.53938,-0.052197,77521.969459,-2043.457322,,,0.940426,,0.746873,-0.121492,-0.196394,,,2665.265321,,-22.478031,,,-10.711033
MCX,File 2 (custom),-8.025016,29.223863,,35.603676,-0.036622,77288.974953,-2064.638641,,,0.938519,,0.743425,-0.104161,-0.058615,,,1306.762797,,-22.711025,,,-10.600532
MEDANTA,File 1 (vectorbt),,0.0,,,,,,,0.0,inf,,,inf,inf,,,,,,,,
MEDANTA,File 2 (custom),,,,,,,,0.0,100.0,,,,,,,,,,,,,
MEDIASSIST,File 1 (vectorbt),-8.86309,32.556632,,32.556632,1.652364,120790.110459,10395.05523,13.012356,,1.522537,,2.771784,0.990564,2.063562,,,485.859602,,20.79011,,,-8.86309
MEDIASSIST,File 2 (custom),-8.754436,32.623908,,32.623908,1.08865,120519.638692,10259.819346,13.052397,,1.516758,,2.740824,0.81856,0.777966,,,252.508676,,20.519639,,,-8.754436
MEDICAMEQ,File 1 (vectorbt),-13.509879,,,-13.509879,-0.285009,86503.617722,-13496.382278,19.821932,,0.697694,,,-0.511763,-0.764493,,,186.490308,,-13.496382,,,-13.509879
MEDICAMEQ,File 2 (custom),-13.396582,,,-13.396582,-0.19898,86437.22324,-13562.77676,19.880519,,0.696389,,,-0.427846,-0.173278,,,86.473296,,-13.562777,,,-13.396582
MEDICO,File 1 (vectorbt),-12.754577,,,-12.754577,-0.49289,87258.165328,-12741.834672,12.741835,,,,,-0.928566,-0.928075,,,187.245611,,-12.741835,,,-12.754577
MEDICO,File 2 (custom),-12.642034,,,-12.642034,-0.343788,87189.04898,-12810.95102,12.810951,,,,,-0.771243,-0.076345,,,87.232394,,-12.810951,,,-12.642034
MEDPLUS,File 1 (vectorbt),-7.147812,31.69483,,31.69483,0.492242,122261.532557,11130.766279,17.852291,,1.263753,,3.367836,0.518521,1.006482,,,485.610614,,22.261533,,,-7.147812
MEDPLUS,File 2 (custom),-7.040871,31.762967,,31.762967,0.331693,121995.320043,10997.660022,17.850079,,1.261168,,3.315374,0.427626,0.337908,,,253.688397,,21.99532,,,-7.040871
MEGASOFT,File 1 (vectorbt),-16.496899,36.141854,,58.303773,0.112456,163109.197038,7888.64963,37.626608,,1.216897,,1.826321,0.345382,0.590379,,,1831.352126,,63.109197,,,-17.996088
MEGASOFT,File 2 (custom),-16.380618,34.957859,,58.345328,0.068935,155111.240404,6888.90505,37.722914,,1.19878,,1.72109,0.264695,0.130418,,,935.647205,,55.11124,,,-17.87831
MEGASTAR,File 1 (vectorbt),,0.0,,,,,,,0.0,inf,,,inf,inf,,,,,,,,
MEGASTAR,File 2 (custom),,,,,,,,0.0,100.0,,,,,,,,,,,,,
MENONBE,File 1 (vectorbt),-13.172463,37.813643,,58.680089,0.606377,276461.299221,19606.811025,,,1.31908,,2.186198,0.683276,1.279036,,,4313.200756,,176.461299,,,-15.891523
MENONBE,File 2 (custom),-11.813358,37.875667,,58.721268,0.429287,289918.780563,21102.086729,,,1.333252,,2.318643,0.594978,0.505352,,,2342.487489,,189.918781,,,-14.614503
METROBRAND,File 1 (vectorbt),-8.962777,,,-8.001658,-0.454396,,-8180.431419,29.028479,,0.366815,-4134.744419,,-1.640658,-1.838627,,,599.890561,,-28.676039,,,-10.310021
METROBRAND,File 2 (custom),-8.854023,,,-7.893864,-0.320521,,-8194.672827,29.021846,,0.364454,-4085.911619,,-1.373426,-0.498956,,,248.256409,,-28.66993,,,-10.199921
METROPOLIS,File 1 (vectorbt),-10.275213,25.442407,,29.579984,0.172126,113214.83408,2642.966816,17.390282,,1.130218,,1.401296,0.270362,0.383135,,,1041.270839,,13.214834,,,-15.379966
METROPOLIS,File 2 (custom),-9.576898,25.51679,,29.650234,0.134293,115078.398859,3015.679772,17.356796,,1.14408,,1.479034,0.247425,0.110103,,,533.597114,,15.078399,,,-13.500052
MFML,File 1 (vectorbt),,0.0,,,,,,,0.0,inf,,,inf,inf,,,,,,,,
MFML,File 2 (custom),,,,,,,,0.0,100.0,,,,,,,,,,,,,
MFSL,File 1 (vectorbt),-8.240692,20.889158,,22.42569,-0.008219,96576.046633,-342.395337,33.529712,,1.01957,,0.932644,0.04905,0.073555,,,1685.243345,,-3.423953,,,-11.980675
MFSL,File 2 (custom),-8.100851,20.402704,,22.503087,-0.009304,94455.414508,-554.458549,33.476574,,1.014173,,0.890562,0.029626,0.017482,,,829.257171,,-5.544585,,,-11.868906
MGEL,File 1 (vectorbt),,31.573562,,31.573562,2.039123,131542.020061,31542.020061,,,3.520706,,,0.869339,3.154402,,,231.573794,,31.54202,,,31.573562
MGEL,File 2 (custom),0.0,26.376806,,26.376806,1.169644,126123.618165,26123.618165,,,3.121434,,,0.700584,0.289862,,,126.247238,,26.123618,,,26.376806
MGL,File 1 (vectorbt),-7.229555,15.813806,,18.578786,0.089775,114941.584625,2134.512089,25.738524,,1.130488,,1.422902,0.258535,0.397954,,,1636.734871,,14.941585,,,-7.613823
MGL,File 2 (custom),-7.122532,15.897808,,18.660026,0.058529,114176.942763,2025.277538,25.848811,,1.125641,,1.400905,0.207283,0.101749,,,818.642525,,14.176943,,,-7.506417
MHLXMIRU,File 1 (vectorbt),,43.775303,,53.564017,2.991998,205631.370134,52815.685067,12.17692,,1.805191,,,1.122854,2.866035,,,612.758628,,105.63137,,,33.986589
MHLXMIRU,File 2 (custom),0.0,43.831372,,53.610307,1.956629,205001.563937,52500.781969,12.168664,,1.802459,,,0.93168,0.888905,,,358.422051,,105.001564,,,34.052436
MHRIL,File 1 (vectorbt),-9.645112,15.798626,,15.798626,-0.094232,51780.919225,-5401.067285,62.692202,,0.792683,390.524789,0.205626,-0.502937,-0.675835,,,1426.309276,,-48.219081,,,-13.219464
MHRIL,File 2 (custom),-9.535677,15.882643,,15.882643,-0.066108,51410.002826,-5441.782942,62.942539,,0.7904,386.0493,0.202613,-0.423019,-0.194448,,,660.313009,,-48.589997,,,-13.106458
MICEL,File 1 (vectorbt),-14.824525,39.277946,,41.583963,-0.016604,88322.029777,-898.305402,64.357134,,1.023452,,0.910072,0.046834,0.072809,,,2320.801391,,-11.67797,,,-19.555956
MICEL,File 2 (custom),-14.50233,38.113605,,41.179752,-0.01408,85989.061836,-1077.764474,63.74662,,1.017287,,0.890904,0.028741,0.014849,,,1148.490958,,-14.010938,,,-19.43662
MIDHANI,File 1 (vectorbt),-8.614168,29.038894,,29.038894,-0.120962,82033.015122,-2994.49748,32.6849,,0.881191,,0.601263,-0.224213,-0.352685,,,1236.527019,,-17.966985,,,-14.104252
MIDHANI,File 2 (custom),-8.505762,29.109684,,29.109684,-0.085687,81611.109931,-3064.815012,32.877077,,0.877353,,0.593981,-0.192985,-0.097009,,,607.256825,,-18.38889,,,-13.990362
MINDACORP,File 1 (vectorbt),-9.974352,,,-7.548285,-0.15198,47885.119468,-7444.982933,58.744157,,0.781865,,,-0.449967,-0.622766,,,987.765433,,-52.114881,,,-13.644683
MINDACORP,File 2 (custom),-9.834013,,,-7.226925,-0.106547,47731.535338,-7466.923523,58.932065,,0.780889,,,-0.375808,-0.155653,,,467.626298,,-52.268465,,,-13.531252
MINDTECK,File 1 (vectorbt),-15.076366,43.57947,,43.57947,-0.197622,53706.878761,-6613.303034,49.522387,,0.81965,,0.352391,-0.413305,-0.618258,,,999.11739,,-46.293121,,,-19.82878
MINDTECK,File 2 (custom),-14.675372,43.635734,,43.635734,-0.135264,54467.9409,-6504.579871,49.634861,,0.823751,,0.354634,-0.333675,-0.180014,,,478.951975,,-45.532059,,,-19.709171
MIRCELECTR,File 1 (vectorbt),-12.054236,42.761998,,51.545369,0.006242,108580.326397,476.6848,73.745931,,1.061521,,1.044748,0.126651,0.202452,,,4084.187747,,8.580326,,,-24.427166
MIRCELECTR,File 2 (custom),-11.418091,42.396895,,51.593676,0.006883,113701.493693,761.194094,72.03572,,1.067434,,1.073232,0.114903,0.06468,,,2067.331636,,13.701494,,,-24.302963
MIRZAINT,File 1 (vectorbt),-13.230866,40.270704,,49.440036,-0.020705,80532.683053,-1297.82113,67.319235,,1.017669,,0.862122,0.03807,0.057203,,,2743.337458,,-19.467317,,,-19.981591
MIRZAINT,File 2 (custom),-12.993283,37.927446,,49.490445,-0.01905,75048.815158,-1663.412323,67.008797,,1.006089,,0.809978,0.011086,0.005564,,,1271.759113,,-24.951185,,,-19.861829
MITCON,File 1 (vectorbt),-15.207617,34.364887,,34.364887,-0.03963,96614.690192,-1128.436603,20.420714,,1.017217,,0.895699,0.020567,0.026586,,,593.485003,,-3.38531,,,-15.332997
MITCON,File 2 (custom),-10.845704,34.430357,,34.430357,0.066372,106176.461156,2058.820385,14.781111,,1.149223,,1.249134,0.143964,0.0344,,,318.697819,,6.176461,,,-12.54922
MITTAL,File 1 (vectorbt),-10.808339,32.051632,,32.051632,-0.061916,93497.330746,-1625.667313,24.282909,,0.877061,,0.821609,-0.113618,-0.148972,,,837.707185,,-6.502669,,,-14.908179
MITTAL,File 2 (custom),-10.697741,32.119413,,32.119413,-0.04507,93134.877096,-1716.280726,24.411775,,0.868168,,0.812594,-0.101639,-0.016919,,,414.981248,,-6.865123,,,-14.793486
MKPL,File 1 (vectorbt),,0.0,,,,,,,0.0,inf,,,inf,inf,,,,,,,,
MKPL,File 2 (custom),,,,,,,,0.0,100.0,,,,,,,,,,,,,
MMFL,File 1 (vectorbt),-10.273441,31.311143,,31.311143,-0.104257,55033.36606,-4996.29266,44.966634,,0.782711,,0.344697,-0.401776,-0.545076,,,1452.047325,,-44.966634,,,-14.878997
MMFL,File 2 (custom),-10.163378,31.379663,,31.379663,-0.072754,54602.903051,-5044.121883,45.397097,,0.779813,,0.340715,-0.338696,-0.120663,,,700.590654,,-45.397097,,,-14.764333
MMP,File 1 (vectorbt),-8.933922,33.450416,,40.247005,0.99761,195866.909851,19173.38197,16.188569,,1.478027,,3.643149,0.881922,1.699182,,,1666.652232,,95.86691,,,-11.651026
MMP,File 2 (custom),-8.801245,32.449664,,40.306598,0.64074,190192.518709,18038.503742,16.214385,,1.458598,,3.544398,0.709241,0.511773,,,857.285781,,90.192519,,,-11.491682
MMTC,File 1 (vectorbt),-10.613068,32.340193,,51.501724,0.129166,145586.210274,6512.315753,28.228994,,1.269726,,1.868917,0.332888,0.626462,,,1633.820573,,45.58621,,,-11.649737
MMTC,File 2 (custom),-10.234656,32.407685,,51.550074,0.08967,146302.015584,6614.573655,28.287169,,1.27366,,1.909364,0.280279,0.12862,,,838.240561,,46.302016,,,-11.538298
MOBIKWIK,File 1 (vectorbt),,0.0,,,,,,,0.0,inf,,,inf,inf,,,,,,,,
MOBIKWIK,File 2 (custom),,,,,,,,0.0,100.0,,,,,,,,,,,,,
MODIRUBBER,File 1 (vectorbt),,28.60807,,28.60807,0.253356,128579.490731,28579.490731,,,1.376916,,,0.509733,0.867129,,,228.608299,,28.579491,,,28.60807
MODIRUBBER,File 2 (custom),0.0,28.679291,,28.679291,0.172503,128419.739381,28419.739381,,,1.37517,,,0.422499,0.178846,,,128.539659,,28.419739,,,28.679291
MODISONLTD,File 1 (vectorbt),-14.172503,,,-14.172503,-0.371253,85841.655509,-14158.344491,14.158344,,0.017481,,,-1.168715,-1.16781,,,185.827683,,-14.158344,,,-14.172503
MODISONLTD,File 2 (custom),-14.058544,,,-14.058544,-0.258529,85772.240082,-14227.759918,14.22776,,0.017389,,,-0.972413,-0.150977,,,85.840544,,-14.22776,,,-14.058544
MODTHREAD,File 1 (vectorbt),,17.509971,,17.509971,98.390279,117492.47834,17492.47834,,,83.188558,,,2.243056,86.700354,,,217.510188,,17.492478,,,17.509971
MODTHREAD,File 2 (custom),0.0,16.464543,,16.464543,61.345196,116230.226567,16230.226567,,,77.553994,,,1.901953,,,,116.336585,,16.230227,,,16.464543
MOHITIND,File 1 (vectorbt),-15.57336,42.759055,,51.411459,0.117909,149675.622103,4967.56221,43.913205,,1.182822,,1.376132,0.324518,0.561114,,,2617.32243,,49.675622,,,-19.934472
MOHITIND,File 2 (custom),-15.455318,41.935816,,51.459899,0.073361,144474.788551,4447.478855,44.039559,,1.172113,,1.338463,0.254768,0.141751,,,1319.051004,,44.474789,,,-19.814757
MOIL,File 1 (vectorbt),-8.609163,,,-5.688317,-0.125831,48596.475893,-6425.440513,56.173884,,0.551085,,,-0.794766,-0.925142,,,1161.000165,,-51.403524,,,-12.613316
MOIL,File 2 (custom),-8.500762,,,-5.582834,-0.08815,48313.626196,-6460.796725,56.428219,,0.548802,,,-0.664287,-0.168124,,,552.663739,,-51.686374,,,-12.500915
MOKSH,File 1 (vectorbt),-25.503251,36.524056,,40.929431,0.265505,138682.047532,12894.015844,31.044524,,1.439904,,2.077637,0.542536,0.799344,,,730.485105,,38.682048,,,-25.503251
MOKSH,File 2 (custom),-25.377973,36.587369,,40.988343,0.178996,138240.087831,12746.695944,31.085787,,1.435809,,2.064847,0.448079,0.145051,,,384.075805,,38.240088,,,-25.377973
MOL,File 1 (vectorbt),,34.046984,,39.513185,1.375305,179296.568216,39648.284108,,,1.550389,,,1.267191,2.292977,,,536.480863,,79.296568,,,28.580783
MOL,File 2 (custom),0.0,34.112772,,39.573512,0.91208,178840.951925,39420.475962,,,1.548062,,,1.051161,0.851088,,,307.523796,,78.840952,,,28.652031
MOLDTECH,File 1 (vectorbt),-12.171574,,,-11.087701,-0.192086,67768.536984,-10743.821005,32.231463,,0.205113,,,-1.241267,-1.31183,,,499.032351,,-32.231463,,,-13.094573
MOLDTECH,File 2 (custom),-11.50109,,,-10.544755,-0.133018,68894.422548,-10368.525817,31.105577,,0.212052,,,-1.03003,-0.217724,,,237.628991,,-31.105577,,,-12.981691
MOLDTKPAC,File 1 (vectorbt),-9.869684,19.858611,,20.434534,-0.104336,76965.011646,-2879.373544,35.105458,,0.882367,,0.572506,-0.252929,-0.382237,,,1377.149631,,-23.034988,,,-13.158275
MOLDTKPAC,File 2 (custom),-9.308901,19.921708,,20.48019,-0.069919,78687.692713,-2664.038411,33.336818,,0.892649,,0.595405,-0.18983,-0.097043,,,690.805264,,-21.312307,,,-13.045329
MONARCH,File 1 (vectorbt),-11.510562,27.83572,,27.83572,-0.163128,88545.781038,-2863.55474,30.812279,,0.967221,,0.656205,-0.094572,-0.129564,,,720.068687,,-11.454219,,,-13.350999
MONARCH,File 2 (custom),-11.399263,27.907712,,27.907712,-0.117036,88196.013834,-2950.996542,30.841603,,0.964795,,0.64729,-0.084554,-0.049089,,,353.420384,,-11.803986,,,-13.237861
MONTECARLO,File 1 (vectorbt),-11.03403,27.355644,,28.445939,0.03264,105478.718777,256.553307,22.992023,,1.083455,3939.398935,1.028356,0.127746,0.187632,,,1490.167812,,5.478719,,,-12.891717
MONTECARLO,File 2 (custom),-10.923207,27.428116,,28.517321,0.019652,104794.438469,148.557362,23.114018,,1.076615,3903.094297,1.016394,0.097894,0.033952,,,691.686261,,4.794438,,,-12.779038
MOREPENLAB,File 1 (vectorbt),-13.762358,40.061779,,57.736491,-0.056289,45292.372127,-3647.175192,67.617048,,0.901753,,0.587325,-0.160606,-0.240466,,,2268.774742,,-54.707628,,,-18.961626
MOREPENLAB,File 2 (custom),-13.603813,37.293183,,57.778612,-0.042212,42037.528675,-3864.164755,68.435643,,0.887696,,0.535461,-0.153131,-0.059864,,,1039.796815,,-57.962471,,,-18.302924
MOSCHIP,File 1 (vectorbt),,0.0,,,,,,,0.0,inf,,,inf,inf,,,,,,,,
MOSCHIP,File 2 (custom),,,,,,,,0.0,100.0,,,,,,,,,,,,,
MOTHERSON,File 1 (vectorbt),-8.942808,28.326877,,37.88774,0.202617,352348.896367,10971.691146,37.157462,,1.239902,,2.419512,0.490093,0.755132,,,7720.984261,,252.348896,,,-15.367381
MOTHERSON,File 2 (custom),-8.397954,27.605354,,37.94969,0.135344,344391.317324,10625.709449,37.265949,,1.237254,,2.419268,0.403854,0.206059,,,3940.871331,,244.391317,,,-15.252229
MOTILALOFS,File 1 (vectorbt),-8.962122,37.8528,,58.678117,0.149072,183668.88759,7606.262508,34.731697,,1.168624,,1.585644,0.369004,0.609742,,,4607.246419,,83.668888,,,-13.007309
MOTILALOFS,File 2 (custom),-8.847069,37.25464,,58.719297,0.096273,178129.769747,7102.706341,34.952351,,1.161788,,1.556027,0.295345,0.184223,,,2291.868909,,78.12977,,,-12.894515
MOTISONS,File 1 (vectorbt),,0.0,,,,,,,0.0,inf,,,inf,inf,,,,,,,,
MOTISONS,File 2 (custom),,,,,,,,0.0,100.0,,,,,,,,,,,,,
MOTOGENFIN,File 1 (vectorbt),-12.632334,88.056662,,205.687804,0.274556,336582.789229,39430.464872,37.504313,,1.991267,,2.440944,0.322624,2.089843,,,4269.621683,,236.582789,,,-18.130769
MOTOGENFIN,File 2 (custom),-12.304377,31.16686,,39.918494,0.060185,148617.221895,8102.870316,37.11083,,1.259969,,1.67943,0.228778,0.10431,,,1007.411694,,48.617222,,,-17.366245
MPHASIS,File 1 (vectorbt),-7.106458,21.50102,,21.50102,-0.093692,67305.613415,-3632.709621,33.208821,,0.762034,,0.304978,-0.363187,-0.481386,,,1401.76474,,-32.694387,,,-11.302478
MPHASIS,File 2 (custom),-6.999558,21.57934,,21.57934,-0.065432,66900.705604,-3677.699377,33.48787,,0.75723,,0.299989,-0.308584,-0.086295,,,679.590489,,-33.099294,,,-11.191387
MPSLTD,File 1 (vectorbt),-11.184117,34.840256,,54.504272,0.257453,347167.875095,17654.848221,48.024928,,1.206546,,2.441262,0.572929,0.963138,,,5746.688063,,247.167875,,,-14.566504
MPSLTD,File 2 (custom),-11.073144,32.746404,,40.163798,0.156904,308364.268132,14883.162009,48.142275,,1.189663,,2.340573,0.446602,0.359027,,,2694.463394,,208.364268,,,-14.452152
MRF,File 1 (vectorbt),-6.464648,25.762974,,37.260075,0.081026,164636.481445,3401.920076,34.818164,,1.144223,,1.398839,0.307956,0.501525,,,6942.79859,,64.636481,,,-10.287061
MRF,File 2 (custom),-6.0973,25.837037,,37.322653,0.074794,172332.108937,3806.953102,28.33033,,1.162861,,1.505557,0.28658,0.180629,,,3238.371705,,72.332109,,,-10.176984
MRPL,File 1 (vectorbt),-11.220464,45.438594,,67.164668,0.032939,158368.640656,3755.902884,68.088615,,1.102135,9541.903167,1.169704,0.208591,0.344389,,,7108.44573,,58.368641,,,-16.740686
MRPL,File 2 (custom),-10.980358,45.261712,,67.197371,0.02243,157418.193242,3687.593569,67.8881,,1.101391,9479.476842,1.168988,0.172188,0.100237,,,3470.924266,,57.418193,,,-16.624162
MSPL,File 1 (vectorbt),-12.338917,49.607929,,55.717086,0.03122,115569.277177,2224.182454,34.963193,,1.114306,,1.259742,0.146308,0.242185,,,1304.80779,,15.569277,,,-14.240976
MSPL,File 2 (custom),-12.22679,47.174275,,50.793434,0.015583,111113.466412,1587.638059,35.124281,,1.096652,,1.186133,0.103462,0.046231,,,650.271237,,11.113466,,,-14.126949
MSTCLTD,File 1 (vectorbt),-13.170377,34.560526,,34.560526,-0.101789,88066.525733,-2983.368567,29.018713,,0.984667,,0.712027,-0.040536,-0.057332,,,793.433377,,-11.933474,,,-14.554038
MSTCLTD,File 2 (custom),-13.05742,34.6258,,34.6258,-0.072414,87735.814671,-3066.046332,29.121133,,0.982967,,0.705001,-0.03749,-0.020823,,,389.874085,,-12.264185,,,-14.439699
MSUMI,File 1 (vectorbt),-6.559125,,,-6.559125,-0.460695,93447.42755,-6552.57245,6.552572,,0.116326,,,-1.128043,-1.142616,,,193.441068,,-6.552572,,,-6.559125
MSUMI,File 2 (custom),-6.452772,,,-6.452772,-0.319671,93364.597759,-6635.402241,6.635402,,0.114947,,,-0.937819,-0.23528,,,93.393567,,-6.635402,,,-6.452772
MTARTECH,File 1 (vectorbt),-10.201879,33.161779,,33.161779,0.100399,107373.598739,2457.866246,24.63107,,1.178245,,1.286297,0.264486,0.418297,,,711.793963,,7.373599,,,-10.565129
MTARTECH,File 2 (custom),-10.091888,33.228451,,33.228451,0.067095,107150.018191,2383.339397,24.601538,,1.174247,,1.277927,0.215375,0.084318,,,357.235412,,7.150018,,,-10.454774
MTEDUCARE,File 1 (vectorbt),-13.138592,24.768684,,24.768684,-0.048935,81447.839195,-4638.040201,47.762643,,0.934409,,0.571505,-0.118799,-0.180738,,,810.940765,,-18.552161,,,-17.753694
MTEDUCARE,File 2 (custom),-12.287896,24.84374,,24.84374,-0.03139,83081.370366,-4229.657409,46.639955,,0.943164,,0.592382,-0.085147,-0.039039,,,397.470584,,-16.91863,,,-17.636158
MTNL,File 1 (vectorbt),-12.920088,31.194916,,42.439581,0.054154,,,40.045355,,1.180641,,1.565816,0.223614,0.378065,,,2131.128949,,,,,-15.746038
MTNL,File 2 (custom),-12.642626,31.263552,,42.496984,0.037185,,,40.127382,,1.180854,,1.569634,0.18596,0.069921,,,1090.461154,,,,,-15.630508
MUFIN,File 1 (vectorbt),-17.735424,,,-17.735424,-0.903563,82282.294049,-17717.705951,17.717706,,,,,-1.90855,-1.901406,,,182.264759,,-17.717706,,,-17.735424
MUFIN,File 2 (custom),-15.158226,,,-15.158226,-0.637122,84696.202599,-15303.797401,15.303797,,,,,-1.474254,-0.295116,,,84.624621,,-15.303797,,,-15.158226
MUFTI,File 1 (vectorbt),-10.677708,,,-10.677708,-0.763272,89332.958748,-10667.041252,13.69192,,0.289199,,,-1.257148,-1.311932,,,189.322481,,-10.667041,,,-10.677708
MUFTI,File 2 (custom),-10.567241,,,-10.567241,-0.536947,89258.732217,-10741.267783,13.762367,,0.28766,,,-1.047146,-0.21286,,,89.304671,,-10.741268,,,-10.567241
MUKANDLTD,File 1 (vectorbt),-15.782102,,,-9.711888,-0.109308,34918.579254,-10846.903458,65.081421,,0.533369,,,-0.675206,-0.800162,,,664.55318,,-65.081421,,,-30.733381
MUKANDLTD,File 2 (custom),-13.815976,,,-9.602386,-0.072103,40320.939299,-9946.510117,59.679061,,0.568353,,,-0.536894,-0.129576,,,347.186977,,-59.679061,,,-19.49952
MUKKA,File 1 (vectorbt),,0.0,,,,,,,0.0,inf,,,inf,inf,,,,,,,,
MUKKA,File 2 (custom),,,,,,,,0.0,100.0,,,,,,,,,,,,,
MUKTAARTS,File 1 (vectorbt),-13.467182,34.95972,,40.232295,-0.014165,88981.980358,-1101.801964,53.398635,,1.031705,,0.904193,0.066154,0.10228,,,2289.957833,,-11.01802,,,-16.478316
MUKTAARTS,File 2 (custom),-12.66719,35.024595,,40.291903,-0.00642,92884.206629,-711.579337,51.547848,,1.03821,,0.935473,0.065956,0.034442,,,1140.963019,,-7.115793,,,-16.362054
MUNJALAU,File 1 (vectorbt),-10.900027,29.647818,,32.554231,-0.024884,85973.020654,-819.480971,47.302796,,1.002935,-2554.245752,0.914857,0.006342,0.009582,,,3349.963686,,-14.026979,,,-17.530091
MUNJALAU,File 2 (custom),-10.175639,27.251706,,30.242292,-0.019412,84393.697373,-935.643044,47.061462,,0.995871,-2507.300007,0.89553,-0.007602,-0.004042,,,1597.667269,,-15.606303,,,-13.824228
MUNJALSHOW,File 1 (vectorbt),-9.403076,27.074656,,35.199954,0.081919,152465.612975,3806.072253,29.700374,,1.206986,2986.673685,1.501422,0.259558,0.394431,,,3417.160524,,52.465613,,,-11.752282
MUNJALSHOW,File 2 (custom),-9.132677,27.147408,,35.264589,0.056138,152623.350395,3818.151613,29.884518,,1.207828,2987.379424,1.502041,0.216438,0.066301,,,1671.304443,,52.62335,,,-11.435607
MURUDCERA,File 1 (vectorbt),-13.978805,43.54462,,47.564668,-0.073811,52844.655441,-4286.849505,54.425051,,0.925944,,0.507994,-0.141634,-0.216872,,,1528.286842,,-47.155345,,,-19.166139
MURUDCERA,File 2 (custom),-13.150664,43.600919,,47.616951,-0.048249,56482.555871,-3956.131284,51.885102,,0.93689,,0.542332,-0.099839,-0.048317,,,788.766152,,-43.517444,,,-16.585237
MUTHOOTCAP,File 1 (vectorbt),-10.304137,25.977583,,25.977583,-0.12777,65615.579302,-4912.0601,47.904145,,0.734572,,0.430118,-0.542996,-0.735883,,,1337.519568,,-34.384421,,,-11.691506
MUTHOOTCAP,File 2 (custom),-10.127698,26.051432,,26.051432,-0.089378,65540.427582,-4922.79606,47.867632,,0.733245,,0.427381,-0.453971,-0.178428,,,649.328388,,-34.459572,,,-11.580026
MUTHOOTFIN,File 1 (vectorbt),-7.47884,29.597828,,41.360222,-0.070442,72382.594594,-1624.553259,47.091176,,0.964491,,0.715015,-0.09372,-0.144637,,,2981.429828,,-27.617405,,,-12.447347
MUTHOOTFIN,File 2 (custom),-7.252005,29.66806,,41.418703,-0.04828,72549.214178,-1614.752107,47.3483,,0.96417,,0.71683,-0.078875,-0.052939,,,1486.613049,,-27.450786,,,-12.335112
MUTHOOTMF,File 1 (vectorbt),,0.0,,,,,,,0.0,inf,,,inf,inf,,,,,,,,
MUTHOOTMF,File 2 (custom),,,,,,,,0.0,100.0,,,,,,,,,,,,,
MVGJL,File 1 (vectorbt),-13.602273,,,-12.547492,-0.78674,74658.051537,-12670.974232,27.867991,,0.307841,,,-1.427817,-1.509206,,,349.563146,,-25.341948,,,-14.657054
MVGJL,File 2 (custom),-11.840256,,,-9.137901,-0.55191,77367.4584,-11316.2708,25.243306,,0.333404,,,-1.224129,-0.331018,,,167.917717,,-22.632542,,,-14.542612
NACLIND,File 1 (vectorbt),-11.528067,43.15013,,45.303641,0.031432,111038.189962,1576.88428,60.251609,,1.0802,,1.171098,0.198063,0.332421,,,1476.184842,,11.03819,,,-12.625357
NACLIND,File 2 (custom),-10.879232,43.206823,,45.358183,0.02698,113664.926086,1952.132298,59.199176,,1.086964,,1.218944,0.178108,0.132223,,,759.893671,,13.664926,,,-11.509503
NAGAFERT,File 1 (vectorbt),-14.565074,33.629784,,33.629784,-0.113943,71095.154449,-5780.96911,47.850428,,0.691748,,0.53753,-0.472492,-0.650626,,,1005.171561,,-28.904846,,,-17.02981
NAGAFERT,File 2 (custom),-14.255399,33.695988,,33.695988,-0.078798,71426.232845,-5714.753431,47.540626,,0.69434,,0.539132,-0.389031,-0.120726,,,488.718159,,-28.573767,,,-16.912997
