Symbol,Source,Avg Losing Trade [%],Avg Winning Trade [%],Benchmark Return [%],Best Trade [%],Calmar Ratio,End Value,Expectancy,Max Drawdown [%],Max Gross Exposure [%],Omega Ratio,Open Trade PnL,Profit Factor,Sharpe Ratio,Sortino Ratio,Start Value,Total Closed Trades,Total Fees Paid,Total Open Trades,Total Return [%],Total Trades,Win Rate [%],Worst Trade [%]
20MICRONS,File 1 (vectorbt),-12.163431,40.799199,,55.292314,0.184233,202084.664003,11342.740445,34.819272,,1.241155,,1.673714,0.417942,0.788946,,,3803.493476,,102.084664,,,-13.43651
20MICRONS,File 2 (custom),-12.051479,40.858241,,55.336877,0.123852,200180.619573,11131.179953,34.92728,,1.23832,,1.661304,0.34385,0.222445,,,1942.920173,,100.18062,,,-13.323286
21STCENMGM,File 1 (vectorbt),-5.544838,,,-4.795618,-0.206426,79608.889702,-5097.777574,21.644605,,0.378136,,,-1.097234,-1.275805,,,714.273427,,-20.39111,,,-6.537316
21STCENMGM,File 2 (custom),-5.244866,,,-4.691027,-0.14307,79970.396728,-5007.400818,21.288618,,0.382863,,,-0.902383,-0.401878,,,347.830702,,-20.029603,,,-5.652455
360ONE,File 1 (vectorbt),-9.849133,22.618025,,27.994741,1.108786,165307.777838,9329.682548,12.327507,,1.527614,,2.728592,0.964965,1.738146,,,1735.170834,,65.307778,,,-10.860992
360ONE,File 2 (custom),-9.739493,22.009921,,28.066574,0.69795,160231.104526,8604.443504,12.393839,,1.496105,,2.607754,0.763133,0.482531,,,880.392657,,60.231105,,,-10.750342
3IINFOLTD,File 1 (vectorbt),-13.611637,35.205233,,44.796421,0.063732,161553.672083,4103.578139,56.478222,,1.104439,,1.280048,0.265696,0.443729,,,4953.453402,,61.553672,,,-20.24706
3IINFOLTD,File 2 (custom),-13.498239,33.553717,,44.85147,0.035147,147196.328738,3146.421916,56.539658,,1.092494,,1.222464,0.196463,0.154434,,,2407.357209,,47.196329,,,-20.127033
3MINDIA,File 1 (vectorbt),-7.145412,24.012373,,37.526333,0.11961,208914.404368,5186.400208,31.324473,,1.242355,,1.71212,0.377234,0.647148,,,6883.563947,,108.914404,,,-10.087156
3MINDIA,File 2 (custom),-6.84905,23.867991,,35.827088,0.082939,207419.750741,5115.226226,30.704769,,1.24494,,1.726232,0.315494,0.151,,,3408.964518,,107.419751,,,-9.501241
3PLAND,File 1 (vectorbt),-13.760151,43.01277,,44.78368,-0.102981,61939.147649,-3806.085235,48.95366,,0.86252,,0.575829,-0.144971,-0.275235,,,1493.498325,,-38.060852,,,-20.065875
3PLAND,File 2 (custom),-12.573492,40.386922,,41.300459,-0.064238,65355.737378,-3464.426262,48.589428,,0.881053,,0.5844,-0.100584,-0.039793,,,736.341595,,-34.644263,,,-19.892664
5PAISA,File 1 (vectorbt),-11.394189,41.139555,,41.139555,-0.178156,53571.585488,-5158.712724,63.898721,,0.745062,,0.469552,-0.650974,-0.867555,,,1644.969124,,-46.428415,,,-14.271446
5PAISA,File 2 (custom),-11.201834,36.2418,,36.2418,-0.132238,51708.40504,-5365.732773,63.822518,,0.727696,,0.426509,-0.58228,-0.273927,,,772.349625,,-48.291595,,,-14.157389
63MOONS,File 1 (vectorbt),-10.910309,,,-6.659602,-0.098302,39513.025756,-7560.871781,72.119902,,0.836001,,,-0.399401,-0.527507,,,1026.198742,,-60.486974,,,-16.876092
63MOONS,File 2 (custom),-10.443693,,,-6.553149,-0.067406,40610.753047,-7423.655869,71.323334,,0.839835,,,-0.32615,-0.148946,,,487.81807,,-59.389247,,,-16.759433
A2ZINFRA,File 1 (vectorbt),-14.325645,29.118431,,38.714977,-0.038625,83336.449644,-1851.505595,47.566462,,1.002074,,0.804366,0.004301,0.006578,,,1666.394512,,-16.66355,,,-23.7428
A2ZINFRA,File 2 (custom),-13.292201,29.189142,,38.776101,-0.018422,88217.633441,-1309.15184,47.5863,,1.015305,,0.856612,0.026279,0.014045,,,850.936293,,-11.782367,,,-20.899805
AAATECH,File 1 (vectorbt),-12.82232,,,-12.82232,-0.469201,85985.125748,-12809.510484,17.559197,,0.393584,-1205.363768,,-1.030246,-1.161085,,,274.281253,,-14.014874,,,-12.82232
AAATECH,File 2 (custom),-12.70971,,,-12.70971,-0.328709,85913.045301,-12883.044987,17.628024,,0.392241,-1203.909711,,-0.859655,-0.196812,,,87.195835,,-14.086955,,,-12.70971
AADHARHFC,File 1 (vectorbt),-10.883574,,,-10.883574,-0.510317,89127.299085,-10872.700915,27.393786,,0.922633,,,-0.375179,-0.55029,,,189.116616,,-10.872701,,,-10.883574
AADHARHFC,File 2 (custom),-10.772901,,,-10.772901,-0.362092,89070.802418,-10929.197582,27.412806,,0.92187,,,-0.316047,-0.354105,,,88.959061,,-10.929198,,,-10.772901
AAKASH,File 1 (vectorbt),-5.442746,,,-4.715091,-0.32216,89415.742046,-5292.128977,10.584258,,0.336571,,,-0.99498,-1.167023,,,379.984776,,-10.584258,,,-6.1704
AAKASH,File 2 (custom),-4.927116,,,-4.610581,-0.223029,90027.231246,-4986.384377,9.972769,,0.350699,,,-0.805081,-0.214738,,,185.401225,,-9.972769,,,-5.243652
AAREYDRUGS,File 1 (vectorbt),-10.795576,36.031465,,36.031465,0.113416,108242.96773,2747.65591,26.815363,,1.104343,,1.346449,0.244927,0.463148,,,628.320215,,8.242968,,,-11.011755
AAREYDRUGS,File 2 (custom),-10.684991,34.512784,,34.512784,0.063154,106656.04188,2218.680627,26.870729,,1.092263,,1.279896,0.180542,0.169277,,,315.138843,,6.656042,,,-10.900954
AARON,File 1 (vectorbt),,46.361936,,50.578729,1.803706,213905.148168,56952.574084,,,1.921267,,,1.426926,2.920022,,,615.07607,,113.905148,,,42.145142
AARON,File 2 (custom),0.0,43.632815,,45.17271,1.129236,205416.214257,52708.107128,,,1.873891,,,1.140214,0.792887,,,350.556675,,105.416214,,,42.092921
AARTECH,File 1 (vectorbt),-11.826039,,,-11.826039,-0.570652,88185.775549,-11814.224451,15.69691,,0.737678,,,-0.655505,-0.931288,,,188.174149,,-11.814224,,,-11.826039
AARTECH,File 2 (custom),-11.714424,,,-11.714424,-0.400472,88111.34817,-11888.65183,15.767385,,0.736278,,,-0.548786,-0.294879,,,88.181304,,-11.888652,,,-11.714424
AARTIDRUGS,File 1 (vectorbt),-10.335656,25.918093,,42.177077,0.009223,104821.204335,321.413622,34.685896,,1.054905,,1.045567,0.094777,0.150122,,,2912.361036,,4.821204,,,-14.320414
AARTIDRUGS,File 2 (custom),-10.209987,25.992001,,42.234742,0.004599,103468.103508,231.206901,34.74405,,1.051348,,1.032763,0.073853,0.033463,,,1449.983903,,3.468104,,,-14.206308
AARTIIND,File 1 (vectorbt),-8.836186,27.024881,,35.93724,0.097936,191353.972419,3767.880276,38.851031,,1.151906,8460.606341,1.514412,0.320025,0.473683,,,5955.685328,,91.353972,,,-13.968763
AARTIIND,File 2 (custom),-8.656034,27.097683,,36.001139,0.066255,189182.873136,3674.060893,38.717661,,1.149896,8353.533482,1.501047,0.262492,0.126435,,,2918.75439,,89.182873,,,-13.855008
AARTIPHARM,File 1 (vectorbt),-8.575761,26.515414,,26.515414,0.481951,115652.373686,7826.186843,19.292352,,1.148313,,2.827013,0.466668,0.813738,,,398.534037,,15.652374,,,-8.575761
AARTIPHARM,File 2 (custom),-8.467394,25.186419,,25.186419,0.296784,114053.964037,7026.982019,19.232055,,1.136764,,2.626318,0.365167,0.386211,,,205.17274,,14.053964,,,-8.467394
AARTISURF,File 1 (vectorbt),-9.05073,28.613343,,28.613343,-0.046628,96764.329302,-808.917675,20.797332,,0.996622,,0.889164,-0.005168,-0.009566,,,824.281462,,-3.235671,,,-9.199348
AARTISURF,File 2 (custom),-8.941888,28.684558,,28.684558,-0.03749,96229.683182,-942.579204,20.886718,,0.987937,,0.871144,-0.015476,-0.008445,,,407.074049,,-3.770317,,,-9.090357
AARVEEDEN,File 1 (vectorbt),-13.813958,35.696049,,41.640405,0.002105,101555.685379,172.853931,60.327434,,1.064015,,1.023553,0.089852,0.150541,,,1394.65293,,1.555685,,,-19.889678
AARVEEDEN,File 2 (custom),-13.650531,33.381952,,41.698607,-0.003955,95877.810015,-458.021109,60.336451,,1.043458,,0.937071,0.051046,0.020909,,,678.080693,,-4.12219,,,-19.770008
AARVI,File 1 (vectorbt),-11.862534,44.841158,,53.748673,0.781136,184115.724828,28038.574943,25.086799,,1.396215,,4.398301,0.801149,1.427779,,,973.732329,,84.115725,,,-11.862534
AARVI,File 2 (custom),-11.750883,44.896162,,53.794778,0.521014,183459.601878,27819.867293,25.083566,,1.394025,,4.359695,0.663487,0.45548,,,527.944,,83.459602,,,-11.750883
AAVAS,File 1 (vectorbt),-7.295465,31.676948,,31.676948,-0.028637,97253.354487,-549.329103,21.254907,,0.991873,,0.914358,-0.012907,-0.021311,,,1059.54807,,-2.746646,,,-8.283197
AAVAS,File 2 (custom),-7.188377,31.745103,,31.745103,-0.024129,96656.750204,-668.649959,21.274719,,0.982362,,0.895498,-0.023482,-0.010512,,,520.610965,,-3.34325,,,-8.175122
ABAN,File 1 (vectorbt),-10.754645,,,-6.368972,-0.115318,40117.215672,-7485.348041,59.882784,,0.733173,,,-0.55532,-0.7148,,,1086.600595,,-59.882784,,,-14.664726
ABAN,File 2 (custom),-9.891163,,,-6.262809,-0.078532,42666.677631,-7166.665296,57.333322,,0.754502,,,-0.414885,-0.153587,,,540.3732,,-57.333322,,,-14.550275
ABB,File 1 (vectorbt),-7.659685,24.064376,,38.328023,0.262646,502068.701536,16752.862564,35.861135,,1.328109,,2.350644,0.689838,1.21525,,,14259.44984,,402.068702,,,-10.211873
ABB,File 2 (custom),-7.552232,23.801811,,38.389534,0.170928,473213.980337,15550.582514,36.093773,,1.316706,,2.301748,0.557303,0.379423,,,6998.392749,,373.21398,,,-10.101871
ABBOTINDIA,File 1 (vectorbt),-6.979494,20.767401,,48.149767,0.056904,120255.562397,1350.370826,31.196729,,1.052552,,1.269905,0.19128,0.294124,,,3180.283984,,20.255562,,,-13.996517
ABBOTINDIA,File 2 (custom),-6.354894,20.846454,,48.201465,0.056961,126126.12023,1741.741349,27.045831,,1.061733,,1.370342,0.185729,0.174779,,,1592.730678,,26.12612,,,-11.965917
ABCAPITAL,File 1 (vectorbt),-7.83766,23.751733,,32.258752,0.555532,168125.790579,8515.723822,18.514305,,1.249043,,2.285179,0.6284,1.012452,,,2485.334386,,68.125791,,,-10.109222
ABCAPITAL,File 2 (custom),-7.545119,23.827806,,32.326326,0.376159,168074.228363,8509.278545,18.578703,,1.249343,,2.300204,0.52283,0.359842,,,1277.757029,,68.074228,,,-9.259679
ABDL,File 1 (vectorbt),-8.812016,,,-8.435398,-1.161509,83167.124576,-8416.437712,20.60014,,0.382655,,,-1.739693,-2.054845,,,364.791747,,-16.832875,,,-9.188634
ABDL,File 2 (custom),-8.703412,,,-8.32717,-0.83684,83029.276684,-8485.361658,20.728567,,0.380274,,,-1.462097,-0.622157,,,173.799699,,-16.970723,,,-9.079655
ABFRL,File 1 (vectorbt),-9.341965,23.130356,,34.790876,0.281739,172095.354427,7209.535443,31.519914,,1.131787,,2.022652,0.487705,0.758517,,,2827.928412,,72.095354,,,-12.15107
ABFRL,File 2 (custom),-8.954001,23.207049,,34.85592,0.193102,172988.864959,7298.886496,31.638123,,1.132924,,2.052321,0.408874,0.388177,,,1458.971327,,72.988865,,,-10.644974
ABINFRA,File 1 (vectorbt),-11.319521,,,-9.928854,-0.507221,78643.03052,-10678.48474,21.538385,,0.543155,,,-0.856931,-0.998245,,,353.227046,,-21.356969,,,-12.710188
ABINFRA,File 2 (custom),-10.378615,,,-9.819135,-0.354231,80001.183233,-9999.408383,20.183275,,0.562178,,,-0.671434,-0.192959,,,169.009515,,-19.998817,,,-10.938096
ABMINTLLTD,File 1 (vectorbt),-12.366117,,,-12.366117,-0.313369,87646.236428,-12353.763572,16.351654,,0.645408,,,-0.49412,-0.653959,,,187.63407,,-12.353764,,,-12.366117
ABMINTLLTD,File 2 (custom),-12.253963,,,-12.253963,-0.218544,87571.972709,-12428.027291,16.422146,,0.643835,,,-0.413251,-0.126278,,,87.649543,,-12.428027,,,-12.253963
ABREL,File 1 (vectorbt),-10.24799,34.317317,,54.257642,0.062686,166792.551519,3180.597691,46.188742,,1.13362,,1.30484,0.259428,0.387751,,,6172.660352,,66.792552,,,-18.498667
ABREL,File 2 (custom),-9.927834,34.374094,,54.242056,0.043638,168207.13934,3247.959016,46.366974,,1.135533,,1.318073,0.218461,0.099545,,,3102.371211,,68.207139,,,-18.380387
ABSLAMC,File 1 (vectorbt),-7.430155,23.8418,,23.8418,0.195722,106118.532188,2039.510729,12.167496,,1.124977,,1.384939,0.233928,0.39953,,,619.844593,,6.118532,,,-7.584412
ABSLAMC,File 2 (custom),-6.85817,23.917782,,23.917782,0.148845,106744.029105,2248.009702,12.104923,,1.135286,,1.443701,0.208597,0.119972,,,314.861972,,6.744029,,,-7.168829
ACC,File 1 (vectorbt),-6.904627,22.121179,,35.433613,-0.035008,68326.908476,-1319.712147,60.049635,,0.976612,,0.743361,-0.062314,-0.08528,,,4125.616101,,-31.673092,,,-14.308354
ACC,File 2 (custom),-6.797929,22.19888,,35.498015,-0.02532,67031.864554,-1373.67231,60.379112,,0.973582,,0.732149,-0.058589,-0.030604,,,2014.450443,,-32.968135,,,-14.194259
ACCELYA,File 1 (vectorbt),-11.690644,32.872929,,45.873583,0.030312,135353.719615,2079.630566,58.464393,,1.100523,,1.237489,0.187106,0.28534,,,4003.727083,,35.35372,,,-20.648271
ACCELYA,File 2 (custom),-11.104221,30.771863,,45.030745,0.018287,128875.037768,1698.531633,55.859624,,1.091452,,1.202676,0.142881,0.066871,,,1968.742068,,28.875038,,,-16.810529
ACCURACY,File 1 (vectorbt),-10.645276,,,-10.645276,-0.336551,89365.359036,-10634.640964,10.634641,,,,,-0.864581,-0.86408,,,189.354914,,-10.634641,,,-10.645276
ACCURACY,File 2 (custom),-10.534841,,,-10.534841,-0.233743,89287.899795,-10712.100205,10.7121,,,,,-0.716925,-0.065314,,,89.363336,,-10.7121,,,-10.534841
ACE,File 1 (vectorbt),-10.512046,38.689729,,57.277238,0.56073,690001.337051,42142.952646,29.332039,,1.342707,,2.583926,0.735595,1.344635,,,12707.117663,,590.001337,,,-13.453394
ACE,File 2 (custom),-10.401744,37.772051,,49.489197,0.362614,645376.956623,38955.496902,29.457766,,1.331974,,2.548472,0.596057,0.450171,,,6253.67488,,545.376957,,,-13.340154
ACEINTEG,File 1 (vectorbt),,0.0,,,,,,,0.0,inf,,,inf,inf,,,,,,,,
ACEINTEG,File 2 (custom),,,,,,,,0.0,100.0,,,,,,,,,,,,,
ACI,File 1 (vectorbt),-6.972043,21.704735,,21.704735,1.243609,121006.575269,6603.86625,9.146898,,1.63704,7798.842769,2.896279,0.976549,1.945565,,,512.385821,,21.006575,,,-6.972043
ACI,File 2 (custom),-6.865278,21.782853,,21.782853,0.825047,120687.820564,6459.828751,9.224832,,1.627683,7768.163063,2.832436,0.803608,0.517558,,,205.827915,,20.687821,,,-6.865278
ACL,File 1 (vectorbt),-13.174806,41.785587,,42.523636,-0.00216,99067.829686,-133.167188,46.216453,,1.050442,,0.989571,0.063544,0.115667,,,1774.32205,,-0.93217,,,-17.002763
ACL,File 2 (custom),-12.208903,41.843643,,42.580955,0.005727,103446.365392,492.337913,43.621635,,1.076274,,1.04083,0.078518,0.041489,,,896.12235,,3.446365,,,-14.178248
ACLGATI,File 1 (vectorbt),-11.320902,31.205014,,35.964532,-0.121959,35358.596305,-4309.426913,64.641404,,0.743818,,0.331451,-0.551871,-0.793333,,,1756.498806,,-64.641404,,,-23.899694
ACLGATI,File 2 (custom),-11.056397,31.27364,,36.028404,-0.084832,35826.490321,-4278.233979,64.17351,,0.746034,,0.336497,-0.453635,-0.219063,,,860.460926,,-64.17351,,,-21.781888
ACMESOLAR,File 1 (vectorbt),,0.0,,,,,,,0.0,inf,,,inf,inf,,,,,,,,
ACMESOLAR,File 2 (custom),,,,,,,,0.0,100.0,,,,,,,,,,,,,
ADANIENSOL,File 1 (vectorbt),-11.018835,26.448567,,28.346131,0.303357,179962.329027,11423.189861,30.143908,,1.249524,,2.321712,0.551642,0.955846,,,2245.185505,,79.962329,,,-12.008884
ADANIENSOL,File 2 (custom),-10.908027,26.521945,,28.417613,0.203594,178595.717816,11227.959688,30.178602,,1.246779,,2.300185,0.454138,0.31879,,,1155.739314,,78.595718,,,-11.897087
ADANIENT,File 1 (vectorbt),-9.265961,26.914299,,32.727325,0.048843,135375.232173,1684.534865,49.419947,,1.110402,,1.216114,0.232859,0.338143,,,5073.747738,,35.375232,,,-11.800819
ADANIENT,File 2 (custom),-9.063459,26.975599,,32.794431,0.032399,134288.106478,1632.766975,49.871991,,1.108478,,1.21243,0.190257,0.088738,,,2528.405771,,34.288106,,,-11.689229
ADANIGREEN,File 1 (vectorbt),-12.452104,32.492166,,35.287714,0.216218,143464.393452,5169.589209,36.374993,,1.205067,7277.268988,1.397474,0.478753,0.79582,,,2390.826779,,43.464393,,,-17.616062
ADANIGREEN,File 2 (custom),-12.339864,31.914694,,35.352261,0.138736,140496.544097,4771.642887,36.382669,,1.195453,7095.043888,1.372681,0.380976,0.255964,,,1128.069731,,40.496544,,,-17.498663
ADANIPORTS,File 1 (vectorbt),-7.843667,19.63819,,22.392451,-0.030832,87125.227813,-1507.805849,37.368845,,0.98248,5218.898006,0.70358,-0.033167,-0.048556,,,2033.096338,,-12.874772,,,-11.433965
ADANIPORTS,File 2 (custom),-7.633526,19.128472,,22.469881,-0.024274,85510.01546,-1628.447285,37.265672,,0.974715,5051.382881,0.679116,-0.040142,-0.017083,,,966.272848,,-14.489985,,,-10.400202
ADANIPOWER,File 1 (vectorbt),-9.741911,29.697967,,41.306628,0.14649,143843.184707,6263.312101,23.503767,,1.323368,,2.067261,0.386658,0.657034,,,1498.488919,,43.843185,,,-11.824099
ADANIPOWER,File 2 (custom),-9.632379,29.768099,,41.365162,0.097882,142723.820959,6103.402994,23.633116,,1.316716,,2.034793,0.315878,0.114197,,,767.445588,,42.723821,,,-11.712486
ADFFOODS,File 1 (vectorbt),-10.622969,36.060503,,40.255549,-0.037234,84078.093869,-1769.100681,46.087581,,0.966054,,0.759999,-0.058495,-0.098688,,,1503.180288,,-15.921906,,,-15.539
ADFFOODS,File 2 (custom),-10.512556,36.124279,,40.315133,-0.026889,83321.128846,-1853.207906,46.468598,,0.962251,,0.749582,-0.054194,-0.028535,,,740.551433,,-16.678871,,,-15.423677
ADL,File 1 (vectorbt),-14.956309,42.406879,,42.406879,0.358679,121093.309432,10546.654716,17.093304,,1.170847,,1.991637,0.427254,0.662173,,,505.843938,,21.093309,,,-14.956309
ADL,File 2 (custom),-14.417831,42.464315,,42.464315,0.254181,121435.906665,10717.953332,16.747846,,1.173215,,2.033585,0.359949,0.259972,,,263.848638,,21.435907,,,-14.417831
ADOR,File 1 (vectorbt),-9.192374,31.110727,,47.908119,0.212833,357892.31223,15170.136014,44.64604,,1.256168,,1.772361,0.513149,0.956741,,,11902.806935,,257.892312,,,-11.831563
ADOR,File 2 (custom),-9.08339,31.179448,,47.960059,0.142192,351439.610584,14790.565328,44.816328,,1.252939,,1.756742,0.422107,0.30681,,,6010.08448,,251.439611,,,-11.719943
ADROITINFO,File 1 (vectorbt),-14.937776,46.890577,,53.63945,0.37738,194155.122036,15692.520339,39.42475,,1.242801,,2.423326,0.657803,1.144686,,,1619.341801,,94.155122,,,-18.485617
ADROITINFO,File 2 (custom),-13.855151,45.731714,,53.685665,0.270506,194881.328317,15813.55472,37.370474,,1.245588,,2.56669,0.551512,0.502727,,,854.426356,,94.881328,,,-15.463642
ADSL,File 1 (vectorbt),-14.866153,47.98158,,58.689101,-0.055421,59562.580954,-4043.741905,75.443285,,0.942093,,0.498261,-0.118688,-0.185375,,,1226.74538,,-40.437419,,,-24.33865
ADSL,File 2 (custom),-14.751501,48.033447,,58.73027,-0.039027,59109.483731,-4089.051627,75.535611,,0.940521,,0.493157,-0.101406,-0.053467,,,590.694423,,-40.890516,,,-24.214536
ADVANIHOTR,File 1 (vectorbt),-9.761367,35.516606,,38.531554,0.026874,109285.103759,1326.443394,31.202399,,1.078094,,1.151802,0.127901,0.224844,,,1732.514542,,9.285104,,,-15.603322
ADVANIHOTR,File 2 (custom),-9.651815,33.506788,,36.924918,0.010523,105219.796613,745.68523,31.448754,,1.062994,,1.086893,0.086163,0.045581,,,845.407094,,5.219797,,,-15.487934
ADVENZYMES,File 1 (vectorbt),-8.15909,27.693462,,27.693462,-0.106591,83387.116174,-2768.813971,27.793869,,0.910436,,0.563755,-0.18607,-0.283517,,,1062.883886,,-16.612884,,,-10.287726
ADVENZYMES,File 2 (custom),-8.027382,27.765596,,27.765596,-0.075369,83053.91578,-2824.34737,27.859092,,0.907748,,0.556836,-0.159676,-0.081179,,,521.833848,,-16.946084,,,-10.177648
AEGISLOG,File 1 (vectorbt),-12.665728,45.798366,,81.137261,0.118163,322196.181558,13070.363621,60.174748,,1.23874,,1.578451,0.403257,0.709251,,,9350.599419,,222.196182,,,-29.146471
AEGISLOG,File 2 (custom),-12.463063,45.852414,,81.156005,0.079843,320125.411285,12948.553605,60.484982,,1.237705,,1.569958,0.334017,0.183622,,,4797.454363,,220.125411,,,-29.017553
AEROFLEX,File 1 (vectorbt),,0.0,,,,,,,0.0,inf,,,inf,inf,,,,,,,,
AEROFLEX,File 2 (custom),,,,,,,,0.0,100.0,,,,,,,,,,,,,
AETHER,File 1 (vectorbt),,0.0,,,,,,,0.0,inf,,,inf,inf,,,,,,,,
AETHER,File 2 (custom),,,,,,,,0.0,100.0,,,,,,,,,,,,,
AFCONS,File 1 (vectorbt),,0.0,,,,,,,0.0,inf,,,inf,inf,,,,,,,,
AFCONS,File 2 (custom),,,,,,,,0.0,100.0,,,,,,,,,,,,,
AFFLE,File 1 (vectorbt),-8.5255,28.29541,,32.417886,0.316945,147376.47895,6768.068421,32.16877,,1.292558,,1.749545,0.629329,1.126597,,,2328.698108,,47.376479,,,-11.659173
AFFLE,File 2 (custom),-8.413971,27.056637,,32.485301,0.192979,141931.401425,5990.200204,32.331491,,1.267274,,1.683372,0.483082,0.349612,,,1149.225733,,41.931401,,,-11.534879
AFFORDABLE,File 1 (vectorbt),,0.0,,,,,,,0.0,inf,,,inf,inf,,,,,,,,
AFFORDABLE,File 2 (custom),,,,,,,,0.0,100.0,,,,,,,,,,,,,
AFIL,File 1 (vectorbt),,0.0,,,,,,,0.0,inf,,,inf,inf,,,,,,,,
AFIL,File 2 (custom),,,,,,,,0.0,100.0,,,,,,,,,,,,,
AFSL,File 1 (vectorbt),-30.407123,32.208628,,32.208628,-0.156934,92025.546477,-3987.226762,30.376746,,0.927353,,0.801388,-0.094142,-0.111535,,,456.370932,,-7.974454,,,-30.407123
AFSL,File 2 (custom),-9.914195,32.276252,,32.276252,0.360513,118692.672526,9346.336263,19.975817,,1.586528,,2.404726,0.472514,0.101506,,,250.733241,,18.692673,,,-9.914195
AGARIND,File 1 (vectorbt),-9.683186,44.887112,,58.65553,0.672182,339324.223687,21756.747608,26.28453,,1.400275,,2.449229,0.874612,1.644137,,,5687.772065,,239.324224,,,-11.202625
AGARIND,File 2 (custom),-9.573712,43.177808,,57.111819,0.42227,314954.784024,19541.344002,26.343163,,1.377073,,2.374316,0.695801,0.556462,,,2787.484102,,214.954784,,,-11.091633
AGARWALEYE,File 1 (vectorbt),,0.0,,,,,,,0.0,inf,,,inf,inf,,,,,,,,
AGARWALEYE,File 2 (custom),,,,,,,,0.0,100.0,,,,,,,,,,,,,
AGI,File 1 (vectorbt),-10.22198,33.387582,,38.139943,-0.035424,80247.072025,-1519.455998,56.780991,,0.985555,,0.794537,-0.024043,-0.035909,,,2381.258598,,-19.752928,,,-16.17047
AGI,File 2 (custom),-9.55831,33.454028,,38.201641,-0.020015,84273.252643,-1209.749797,54.200789,,0.998537,,0.832887,-0.002027,-0.000821,,,1203.763284,,-15.726747,,,-14.178184
AGIIL,File 1 (vectorbt),-8.442116,,,-8.442116,-0.729665,91566.317682,-8433.682318,17.389938,,0.847523,,,-0.468499,-0.718755,,,191.558076,,-8.433682,,,-8.442116
AGIIL,File 2 (custom),-8.333882,,,-8.333882,-0.517069,91486.096499,-8513.903501,17.459348,,0.845951,,,-0.395133,-0.298377,,,91.540914,,-8.513904,,,-8.333882
AGRITECH,File 1 (vectorbt),-11.62701,40.457887,,48.192466,0.369213,235911.944083,16988.99301,33.074966,,1.472425,,2.098596,0.705428,1.375393,,,3576.076292,,135.911944,,,-13.26361
AGRITECH,File 2 (custom),-11.515594,39.222601,,47.621963,0.235137,225273.791082,15659.223885,33.247027,,1.448529,,2.042408,0.562752,0.348127,,,1799.59924,,125.273791,,,-13.150559
AGROPHOS,File 1 (vectorbt),-15.302699,39.138102,,43.973737,-0.003217,99333.080842,-111.153193,48.599185,,1.046411,,0.992899,0.064558,0.093513,,,1743.689473,,-0.666919,,,-19.074102
AGROPHOS,File 2 (custom),-14.620997,37.955239,,44.029607,-0.001275,99626.840869,-62.193189,47.331554,,1.049851,,0.995832,0.056741,0.017357,,,858.366359,,-0.373159,,,-16.688788
AGSTRA,File 1 (vectorbt),-12.681816,,,-12.681816,-0.378915,87330.853052,-12669.146948,14.999671,,0.389916,,,-0.948793,-1.090806,,,187.318371,,-12.669147,,,-12.681816
AGSTRA,File 2 (custom),-12.569347,,,-12.569347,-0.264311,87262.389657,-12737.610343,15.065165,,0.388434,,,-0.790965,-0.220668,,,87.299289,,-12.73761,,,-12.569347
AHLADA,File 1 (vectorbt),-13.270865,,,-12.46405,-0.3985,56604.539311,-10848.865172,43.395461,,0.680291,,,-0.986416,-1.349926,,,607.451117,,-43.395461,,,-14.580193
AHLADA,File 2 (custom),-12.930956,,,-12.351799,-0.28236,57048.601957,-10737.849511,42.951398,,0.683343,,,-0.810095,-0.519189,,,284.522167,,-42.951398,,,-13.558421
AHLEAST,File 1 (vectorbt),-13.219187,26.894301,,33.272376,-0.02253,90803.551002,-1532.7415,43.261617,,1.002711,,0.844918,0.005417,0.008278,,,1248.904292,,-9.196449,,,-18.734969
AHLEAST,File 2 (custom),-13.099374,25.350506,,33.338937,-0.020767,87900.152005,-2016.641333,43.336483,,0.991215,,0.790597,-0.014642,-0.007293,,,601.402544,,-12.099848,,,-18.616453
AHLUCONT,File 1 (vectorbt),-9.733106,28.678209,,37.407307,-0.052319,72498.40485,-2750.159515,57.499842,,0.870911,,0.648286,-0.214771,-0.334428,,,1899.629955,,-27.501595,,,-12.934763
AHLUCONT,File 2 (custom),-9.623583,28.74936,,37.469738,-0.037143,71861.971708,-2813.802829,57.707086,,0.866315,,0.640594,-0.185452,-0.082685,,,929.341494,,-28.138028,,,-12.822041
AIAENG,File 1 (vectorbt),-7.824265,24.157589,,32.899098,0.101423,165497.929635,5447.512099,38.284642,,1.235071,127.784445,1.600532,0.425652,0.66768,,,4524.333214,,65.49793,,,-13.51397
AIAENG,File 2 (custom),-7.716648,24.233256,,32.966032,0.067745,163589.534586,5288.647252,38.421147,,1.23031,125.767565,1.585533,0.347481,0.162183,,,2184.402477,,63.589535,,,-13.40067
AIIL,File 1 (vectorbt),,31.339297,,31.339297,6.608248,131307.989299,31307.989299,6.088684,,4.496702,,,1.642938,5.702032,,,231.339529,,31.307989,,,31.339297
AIIL,File 2 (custom),0.0,30.825891,,30.825891,4.218082,130449.562917,30449.562917,6.066448,,4.422746,,,1.360279,0.796392,,,130.203716,,30.449563,,,30.825891
AIRAN,File 1 (vectorbt),-16.49868,33.637873,,34.367164,0.154483,124443.912767,6110.978192,34.760404,,1.416568,,1.807214,0.403569,0.824429,,,721.941633,,24.443913,,,-18.346467
