symbol,status,load_time_s,indicator_calc_time_s,signal_gen_time_s,portfolio_sim_time_s,total_symbol_time_s,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
BEPL,Success,0.004321012002037605,0.005850645000464283,0.0005578400014201179,0.027374147000955418,0.03831853100200533,2005-03-21 00:00:00,2025-03-06 00:00:00,4657 days 00:00:00,100000.0,113932.832588,13.932833,357.319605,100.0,1554.072546,43.133297,1669 days 00:00:00,9,9,0,0.0,33.333333,41.090896,-14.033269,35.215474,-12.011146,85 days 08:00:00,23 days 08:00:00,1.217203,1548.09251,0.142271,0.023823,1.074675,0.231312
ORIENTLTD,Success,0.0027004910007235594,0.005696064999938244,0.0006108110028435476,0.0252904370026954,0.03444741999919643,2010-03-03 00:00:00,2025-03-06 00:00:00,3166 days 00:00:00,100000.0,96524.949696,-3.47505,26.325297,100.0,517.732098,37.981703,1626 days 00:00:00,3,3,0,0.0,33.333333,32.525564,-16.995917,32.525564,-14.62797,58 days 00:00:00,21 days 12:00:00,0.871992,-1158.350101,0.01942,-0.010714,1.014931,0.032437
APOLLOHOSP,Success,0.005207875001360662,0.006515253000543453,0.0004760940028063487,0.026845309002965223,0.03918758100189734,1999-01-01 00:00:00,2025-03-06 00:00:00,6469 days 00:00:00,100000.0,466525.647629,366.525648,49205.302581,100.0,12358.464625,26.118167,1319 days 00:00:00,16,16,0,0.0,50.0,60.963585,-21.247337,33.492944,-8.409065,66 days 12:00:00,30 days 00:00:00,2.304035,22907.852977,0.624008,0.347601,1.318503,1.03054
GHCL,Success,0.006710790999932215,0.005909384002734441,0.0004478110022319015,0.026434630002768245,0.039689475001068786,1999-01-01 00:00:00,2025-03-06 00:00:00,6459 days 00:00:00,100000.0,71348.969571,-28.65103,4434.482759,100.0,3692.750244,59.780739,4804 days 00:00:00,16,16,0,0.0,25.0,35.592129,-17.715922,27.276585,-10.186774,31 days 06:00:00,33 days 20:00:00,0.807251,-1790.689402,-0.091667,-0.031609,0.949219,-0.140939
CONSOFINVT,Success,0.0037230570014799014,0.005907798997213831,0.0005401669986895286,0.025828021000052104,0.0361283390011522,2005-03-29 00:00:00,2025-03-06 00:00:00,4624 days 00:00:00,100000.0,48188.513729,-51.811486,272.154014,100.0,1175.113998,73.847233,3907 days 00:00:00,11,11,0,0.0,18.181818,41.783566,-25.704709,35.643561,-13.673303,33 days 00:00:00,51 days 08:00:00,0.349313,-4710.135116,-0.205231,-0.07583,0.913638,-0.275846
RATNAMANI,Success,0.004299708998587448,0.006026001999998698,0.00045383999895420857,0.02572629899805179,0.0366746729996521,2006-05-09 00:00:00,2025-03-07 00:00:00,4641 days 00:00:00,100000.0,565118.557198,465.118557,4391.987624,100.0,5439.094909,17.216097,312 days 00:00:00,10,10,0,0.0,80.0,45.166251,-13.250836,28.128882,-11.125459,62 days 09:00:00,6 days 00:00:00,9.493094,46511.85572,0.918127,0.847565,1.584429,1.814756
DEN,Success,0.0032473889987159055,0.006374062999384478,0.0004533829996944405,0.025401500999578275,0.03560902800018084,2009-11-24 00:00:00,2025-03-06 00:00:00,3784 days 00:00:00,100000.0,79494.525142,-20.505475,-80.287636,100.0,2005.262618,37.645036,2627 days 00:00:00,11,11,0,0.0,27.272727,34.763452,-12.464714,25.194611,-10.625451,22 days 16:00:00,23 days 09:00:00,0.748512,-1864.134078,-0.092599,-0.058155,0.948527,-0.149175
MADHUCON,Success,0.0038266109986579977,0.005958095000096364,0.00042510699859121814,0.025609330001316266,0.03600326599917025,2006-10-05 00:00:00,2025-03-06 00:00:00,4522 days 00:00:00,100000.0,308362.474149,208.362474,-94.746598,100.0,4913.008401,33.566716,2261 days 00:00:00,12,12,0,0.0,50.0,55.502462,-19.344509,41.228592,-14.239641,23 days 04:00:00,22 days 16:00:00,2.104829,17363.539512,0.626672,0.283478,1.441837,1.096892
HITECHGEAR,Success,0.004700692999904277,0.0059589659977064,0.0005433170008473098,0.18005755999911344,0.19141749700065702,2003-05-15 00:00:00,2025-03-06 00:00:00,5270 days 00:00:00,100000.0,223842.670469,123.84267,2363.821076,100.0,4360.178185,39.218491,1627 days 00:00:00,14,14,0,0.0,42.857143,52.137593,-17.138261,38.615222,-13.242338,57 days 16:00:00,28 days 15:00:00,1.69708,8845.905034,0.382716,0.146345,1.203124,0.655538
CARBORUNIV,Success,0.00638468499892042,0.006188429000758333,0.0004776620007760357,0.027019724999263417,0.04032385800019256,1995-02-24 00:00:00,2025-03-06 00:00:00,7230 days 00:00:00,100000.0,113115.883272,13.115883,14651.2,100.0,4089.734611,51.466334,3505 days 00:00:00,19,19,0,0.0,31.578947,40.907693,-23.569066,31.025081,-10.654154,72 days 16:00:00,32 days 12:55:23,1.083538,690.309646,0.123841,0.012127,1.056614,0.189144
BAGFILMS,Success,0.0057571699981053825,0.007503061999159399,0.0004636779995053075,0.02554327300094883,0.03942384900074103,2003-10-17 00:00:00,2025-03-06 00:00:00,5122 days 00:00:00,100000.0,64654.780244,-35.34522,-48.192771,100.0,2707.614932,68.85027,3007 days 00:00:00,12,12,0,0.0,25.0,49.142246,-18.628586,42.208407,-15.206561,47 days 00:00:00,20 days 18:40:00,0.785386,-2945.43498,-0.069032,-0.044444,0.958822,-0.113867
BANCOINDIA,Success,0.004120443998544943,0.005963564002740895,0.00044201900163898245,0.026127915996767115,0.036802858998271404,2006-12-22 00:00:00,2025-03-06 00:00:00,4486 days 00:00:00,100000.0,403361.166344,303.361166,2209.326959,100.0,5603.269793,39.540472,2813 days 00:00:00,18,18,0,0.0,50.0,49.11738,-24.466889,33.356703,-12.180817,37 days 02:40:00,59 days 02:40:00,3.006293,16853.39813,0.608994,0.303903,1.243764,1.093283
SANGHIIND,Success,0.0048098349980136845,0.006112465001933742,0.00043996100066578947,0.02927351399921463,0.04077173899713671,1995-08-24 00:00:00,2025-03-06 00:00:00,5137 days 00:00:00,100000.0,148700.359276,48.700359,-12.345764,100.0,1958.366763,55.142295,2735 days 00:00:00,10,10,0,0.0,40.0,47.130923,-24.517649,40.652336,-14.676035,56 days 18:00:00,110 days 20:00:00,1.529687,4870.035928,0.234779,0.051852,1.085876,0.389659
RAJESHEXPO,Success,0.004484401000809157,0.005951834002189571,0.00043533300049602985,0.029169897999963723,0.040196590998675674,2000-02-09 00:00:00,2025-03-06 00:00:00,5537 days 00:00:00,100000.0,240553.792416,140.553792,1895.614939,100.0,4244.922615,39.644309,2748 days 00:00:00,12,12,0,0.0,50.0,40.497395,-13.01882,26.535925,-8.211337,57 days 20:00:00,32 days 00:00:00,2.45069,11712.816035,0.531071,0.150261,1.332756,0.891891
CALSOFT,Success,0.004313461999117862,0.006162319998111343,0.00046230099906097166,0.030479603999992833,0.04156662899913499,2000-06-28 00:00:00,2025-03-06 00:00:00,3312 days 00:00:00,100000.0,38428.396926,-61.571603,-84.022002,100.0,1182.842541,70.486713,3167 days 00:00:00,9,8,1,565.931024,12.5,11.273023,-17.359663,11.273023,-14.25245,4 days 00:00:00,24 days 10:17:08,0.134111,-7767.191762,-0.405484,-0.141918,0.787422,-0.600959
ARCHIES,Success,0.00509319100092398,0.006945457000256283,0.0004591860015352722,0.028097267997509334,0.04074869100077194,1999-01-01 00:00:00,2025-03-06 00:00:00,6108 days 00:00:00,100000.0,10104.600321,-89.8954,-81.855608,100.0,1384.740403,92.004619,5567 days 00:00:00,21,21,0,0.0,9.52381,35.686531,-21.936982,34.731632,-14.022891,15 days 12:00:00,39 days 20:12:37,0.0969,-4280.733318,-0.523898,-0.139132,0.802085,-0.784176
MTEDUCARE,Success,0.003065947999857599,0.00603369899909012,0.00046930899770813994,0.02975710500322748,0.039459773997805314,2012-04-26 00:00:00,2025-03-06 00:00:00,3093 days 00:00:00,100000.0,85332.100827,-14.667899,-97.849365,100.0,640.235009,44.898767,2095 days 00:00:00,3,3,0,0.0,33.333333,25.638951,-18.940645,25.638951,-17.585361,20 days 00:00:00,128 days 00:00:00,0.635863,-4889.299724,-0.054841,-0.041303,0.972237,-0.082377
BANKBARODA,Success,0.005451174998597708,0.005755058999056928,0.0005567699990933761,0.030947244002163643,0.042848225002671825,1999-01-01 00:00:00,2025-03-07 00:00:00,6470 days 00:00:00,100000.0,266664.233677,166.664234,1946.085192,100.0,10390.038523,51.123033,2106 days 00:00:00,24,24,0,0.0,37.5,53.830689,-17.19092,31.251345,-9.101887,58 days 08:00:00,23 days 22:24:00,1.541288,6944.34307,0.383606,0.111284,1.171503,0.572241
SOLARINDS,Success,0.0029956279977341183,0.005740130000049248,0.0004600889988068957,0.027264086002105614,0.036592050000763265,2009-04-13 00:00:00,2025-03-06 00:00:00,3930 days 00:00:00,100000.0,229899.404035,129.899404,21528.686636,100.0,3298.896728,20.48525,2378 days 00:00:00,11,11,0,0.0,54.545455,33.554238,-11.960232,23.528089,-8.167785,62 days 12:00:00,33 days 19:12:00,2.939167,11809.03673,0.602051,0.392397,1.27727,1.021695
JSL,Success,0.004617099999450147,0.0065996849989460316,0.0004948130008415319,0.027484092002850957,0.03933668300305726,2003-11-17 00:00:00,2025-03-06 00:00:00,5264 days 00:00:00,100000.0,215069.73586,115.069736,1737.381454,100.0,4666.306554,45.007272,2846 days 00:00:00,19,19,0,0.0,42.105263,46.279909,-16.011807,30.473929,-11.522012,46 days 18:00:00,46 days 10:54:32,1.743453,6056.301887,0.346753,0.121168,1.133104,0.558244
PRIMESECU,Success,0.004579618998832302,0.007808810001733946,0.0009922729987010825,0.028875993000838207,0.04240818600010243,2005-06-17 00:00:00,2025-03-06 00:00:00,4747 days 00:00:00,100000.0,56307.132417,-43.692868,593.639123,100.0,1142.922883,74.797338,4604 days 00:00:00,10,10,0,0.0,20.0,41.963722,-20.018144,39.940945,-14.380329,32 days 12:00:00,67 days 09:00:00,0.425286,-4369.286758,-0.059891,-0.057758,0.975533,-0.090812
JPASSOCIAT,Success,0.004159203999734018,0.005909187999350252,0.000826617000711849,0.027986335000605322,0.0390116480011784,2004-06-14 00:00:00,2025-03-06 00:00:00,5042 days 00:00:00,100000.0,44406.860898,-55.593139,-70.173252,100.0,1563.765587,72.004016,4562 days 00:00:00,11,11,0,0.0,18.181818,35.837236,-22.453658,32.197398,-14.012626,23 days 12:00:00,56 days 16:00:00,0.43255,-5053.921737,-0.21263,-0.079263,0.913962,-0.302891
AMJLAND,Success,0.004739545001939405,0.00739586999770836,0.0016828260013426188,0.030260227002145257,0.04423927500101854,1999-01-01 00:00:00,2025-03-06 00:00:00,5966 days 00:00:00,100000.0,43328.304288,-56.671696,1775.000007,100.0,1635.410618,68.982052,5795 days 00:00:00,15,15,0,0.0,20.0,55.022577,-29.453624,47.061023,-15.1136,66 days 00:00:00,15 days 04:00:00,0.50424,-3778.113047,-0.184945,-0.072311,0.895941,-0.27534
MAYURUNIQ,Success,0.0042164589976891875,0.00699919000180671,0.00046709200250916183,0.02548806399863679,0.03731800600144197,2012-09-25 00:00:00,2025-03-06 00:00:00,3078 days 00:00:00,100000.0,92134.567842,-7.865432,407.382199,100.0,734.524165,26.980365,2363 days 00:00:00,4,4,0,0.0,25.0,23.978652,-11.098085,23.978652,-9.417176,135 days 00:00:00,196 days 08:00:00,0.712553,-1966.35804,0.027288,-0.035831,1.008274,0.040897
PGHH,Success,0.005971386999590322,0.006284790000790963,0.0004628269998647738,0.02648976500131539,0.03938387900052476,2004-07-08 00:00:00,2025-03-06 00:00:00,5109 days 00:00:00,100000.0,97965.359711,-2.03464,3397.407066,100.0,2936.655906,31.601338,2818 days 00:00:00,14,14,0,0.0,28.571429,20.278517,-8.604696,17.67777,-6.480411,78 days 00:00:00,58 days 19:12:00,0.970819,-145.331449,0.043562,-0.004644,1.015331,0.066105
NSIL,Success,0.005809638001665007,0.006145440998807317,0.0005802849991596304,0.02766675800012308,0.04034131699881982,2005-06-07 00:00:00,2025-03-06 00:00:00,4371 days 00:00:00,100000.0,301627.066718,201.627067,1810.626626,100.0,3253.203147,32.635358,1005 days 00:00:00,9,9,0,0.0,55.555556,38.485659,-10.593707,35.333855,-9.663141,87 days 19:12:00,28 days 00:00:00,3.776523,22403.007413,0.559987,0.29592,1.291664,1.033463
M&MFIN,Success,0.004495097000472015,0.006034982001438038,0.00044847800018033013,0.02616089900038787,0.03728757299904828,2006-11-02 00:00:00,2025-03-06 00:00:00,4534 days 00:00:00,100000.0,90790.822609,-9.209177,841.761937,100.0,2485.763864,40.36158,4202 days 00:00:00,13,13,0,0.0,30.769231,31.626322,-20.209919,26.297414,-10.710005,49 days 18:00:00,37 days 13:20:00,0.907121,-708.398261,0.035354,-0.019195,1.015143,0.052623
MANGALAM,Success,0.004537030999927083,0.0066479150009399746,0.00046611799916718155,0.028448703997128177,0.04025139700024738,2005-05-23 00:00:00,2025-03-06 00:00:00,4664 days 00:00:00,100000.0,152666.650333,52.66665,138.935568,100.0,2208.113396,44.279397,1792 days 00:00:00,11,11,0,0.0,36.363636,58.556728,-20.303556,48.087928,-14.997839,47 days 00:00:00,25 days 06:51:25,1.479637,4787.877303,0.26649,0.076028,1.153613,0.483155
SURYAROSNI,Success,0.005096027001854964,0.00601147899942589,0.0005561479993048124,0.02730902399707702,0.039115722000133246,1999-01-01 00:00:00,2025-03-06 00:00:00,6374 days 00:00:00,100000.0,869602.943489,769.602943,7930.08,100.0,10834.673462,43.600441,1772 days 00:00:00,16,16,0,0.0,62.5,70.071573,-19.16447,35.51729,-12.989605,46 days 07:12:00,29 days 04:00:00,4.289687,48100.183968,0.718673,0.302407,1.421992,1.303778
BALAJITELE,Success,0.005711402998713311,0.006452412002545316,0.0006634929995925631,0.02862921799896867,0.04158901999835507,2000-11-22 00:00:00,2025-03-06 00:00:00,5997 days 00:00:00,100000.0,350869.305551,250.869306,79.426752,100.0,7423.675271,40.435458,1866 days 00:00:00,14,14,0,0.0,50.0,47.404763,-15.751356,36.743011,-12.322889,40 days 17:08:34,36 days 00:00:00,1.904376,17919.236111,0.578554,0.196345,1.323043,0.990738
SONATSOFTW,Success,0.00481866500194883,0.00636234099874855,0.0004499440001382027,0.026258530000632163,0.03802120199907222,1999-07-28 00:00:00,2025-03-06 00:00:00,6350 days 00:00:00,100000.0,105277.075505,5.277076,2591.691213,100.0,2166.773123,58.795361,5630 days 00:00:00,14,14,0,0.0,35.714286,44.060724,-22.953793,31.422757,-13.312263,29 days 09:36:00,55 days 18:40:00,1.052394,376.933965,0.104194,0.005035,1.052782,0.175226
RKDL,Success,0.0027285860014671925,0.006511125997349154,0.000478911999380216,0.027875569998286664,0.0377309889991011,2010-12-27 00:00:00,2025-03-07 00:00:00,3415 days 00:00:00,100000.0,76708.847825,-23.291152,-68.844473,100.0,1983.499095,62.626936,2155 days 00:00:00,9,9,0,0.0,22.222222,83.461082,-18.232846,51.994573,-13.96553,27 days 00:00:00,17 days 13:42:51,0.809008,-2587.905797,-0.048492,-0.044617,0.969115,-0.075845
DELTACORP,Success,0.0038547570002265275,0.005828442997881211,0.0005252549999568146,0.028967756999918493,0.03930938700068509,2008-12-11 00:00:00,2025-03-06 00:00:00,4010 days 00:00:00,100000.0,58181.911735,-41.818088,284.084211,100.0,1056.584039,63.355077,3506 days 00:00:00,9,9,0,0.0,22.222222,25.592022,-28.888023,24.47599,-12.763733,30 days 12:00:00,41 days 20:34:17,0.359043,-4646.454252,-0.207922,-0.075924,0.908037,-0.299006
CORDSCABLE,Success,0.0036912199975631665,0.005820582999149337,0.0005323180012055673,0.026835509001102764,0.03701456499766209,2008-02-13 00:00:00,2025-03-06 00:00:00,4115 days 00:00:00,100000.0,223347.869635,123.34787,23.944066,100.0,3213.068117,48.222218,2117 days 00:00:00,13,13,0,0.0,46.153846,46.003436,-17.743209,37.206648,-14.337318,55 days 04:00:00,25 days 00:00:00,2.016496,9488.297664,0.392805,0.153202,1.192526,0.70677
IDBI,Success,0.0055074860028980765,0.005877687999600312,0.00042690000191214494,0.02563715699943714,0.03759358499883092,1995-09-20 00:00:00,2025-03-06 00:00:00,7296 days 00:00:00,100000.0,173385.29053,73.385291,11.829952,100.0,4312.960392,48.161167,6233 days 00:00:00,21,21,0,0.0,38.095238,51.073387,-19.135916,29.415505,-10.728197,98 days 06:00:00,21 days 07:23:04,1.513283,3494.537644,0.240405,0.057961,1.099656,0.345285
HILTON,Success,0.004816649998247158,0.006732485999236815,0.00046216900227591395,0.027424831998359878,0.03963819999989937,2007-05-24 00:00:00,2025-03-07 00:00:00,4206 days 00:00:00,100000.0,129705.240779,29.705241,24.202186,100.0,1554.211335,49.267213,1393 days 00:00:00,8,8,0,0.0,37.5,50.865078,-24.026214,45.441289,-15.681835,25 days 16:00:00,28 days 19:12:00,1.374468,3713.155097,0.214346,0.046335,1.144785,0.36536
REDINGTON,Success,0.0042706720014393795,0.006053652003174648,0.000546480998309562,0.028491507000580896,0.03949667699998827,2007-02-15 00:00:00,2025-03-07 00:00:00,4464 days 00:00:00,100000.0,370705.331321,270.705331,1442.516799,100.0,8731.373258,27.872801,2341 days 00:00:00,15,15,0,0.0,46.666667,47.1179,-12.176817,34.233793,-8.720718,50 days 06:51:25,40 days 18:00:00,2.169817,18047.022088,0.616974,0.405704,1.266672,1.009605
VIMTALABS,Success,0.00431576100163511,0.005917570000747219,0.0005422709982667584,0.026794828998390585,0.037712570003350265,2005-12-15 00:00:00,2025-03-06 00:00:00,4652 days 00:00:00,100000.0,153331.442827,53.331443,403.90754,100.0,2815.063015,53.905829,1684 days 00:00:00,13,12,1,8595.007333,41.666667,62.572291,-26.169562,36.746992,-15.245549,88 days 19:12:00,45 days 13:42:51,1.365699,3728.036291,0.258073,0.063268,1.103656,0.405672
PIDILITIND,Success,0.005085688000690425,0.005909428000450134,0.00046223399840528145,0.026328168998588808,0.03792200799944112,1999-01-01 00:00:00,2025-03-07 00:00:00,6466 days 00:00:00,100000.0,554084.197221,454.084197,21865.668663,100.0,18283.488448,29.764661,1157 days 00:00:00,27,27,0,0.0,51.851852,34.890052,-13.528648,21.865695,-7.566943,53 days 10:17:08,15 days 00:00:00,2.327044,16817.93323,0.720514,0.340921,1.339567,1.181824
TNPETRO,Success,0.005146553998201853,0.006568554999830667,0.0004262630027369596,0.025687050001579337,0.03796589400008088,1994-11-03 00:00:00,2025-03-07 00:00:00,7463 days 00:00:00,100000.0,40176.194476,-59.823806,35.526066,100.0,1634.345394,62.326723,5913 days 00:00:00,13,13,0,0.0,15.384615,30.647864,-18.494421,28.983614,-12.079338,34 days 12:00:00,40 days 08:43:38,0.331299,-4601.831194,-0.328844,-0.069984,0.83217,-0.471063
PEARLPOLY,Success,0.0041883939993567765,0.0058965700009139255,0.000567484999919543,0.02644826399773592,0.03729925500010722,1999-01-01 00:00:00,2025-03-06 00:00:00,5607 days 00:00:00,100000.0,126888.999224,26.888999,204.545455,100.0,4340.070443,62.188973,3276 days 00:00:00,14,14,0,0.0,35.714286,88.522378,-32.194709,55.048836,-19.015994,44 days 00:00:00,40 days 13:20:00,1.091508,1920.642802,0.189199,0.025122,1.094495,0.309607
BROOKS,Success,0.003953211999032646,0.006007703999785008,0.0005389170000853483,0.02639830300176982,0.03702778200022294,2011-09-05 00:00:00,2025-03-06 00:00:00,3340 days 00:00:00,100000.0,188756.288381,88.756288,126.411839,100.0,3292.995213,44.856175,1287 days 00:00:00,11,11,0,0.0,45.454545,43.998674,-25.160299,38.140088,-14.783727,41 days 19:12:00,40 days 12:00:00,1.649576,8068.753489,0.404908,0.160272,1.182117,0.671082
XPROINDIA,Success,0.004348751001089113,0.005895627000427339,0.00044597200030693784,0.025779783998586936,0.036625462998927105,2004-04-27 00:00:00,2025-03-06 00:00:00,5093 days 00:00:00,100000.0,22906.689369,-77.093311,5860.937708,100.0,1163.103472,83.509225,4927 days 00:00:00,13,13,0,0.0,7.692308,46.430136,-27.846554,46.430136,-14.142513,17 days 00:00:00,86 days 20:00:00,0.102143,-5930.254664,-0.25772,-0.120025,0.917917,-0.387022
HINDPETRO,Success,0.005814193998958217,0.006898305000504479,0.0004855410006712191,0.025879007000185084,0.03920961899711983,1999-01-01 00:00:00,2025-03-07 00:00:00,6469 days 00:00:00,100000.0,113654.847665,13.654848,866.453925,100.0,3251.689616,42.156745,3128 days 00:00:00,13,13,0,0.0,30.769231,32.688214,-9.80551,24.844258,-8.05635,27 days 06:00:00,30 days 02:40:00,1.144525,1050.372897,0.120443,0.017193,1.073398,0.177795
ELECTCAST,Success,0.005248720000963658,0.005890337000892032,0.0005569919994741213,0.027209939999011112,0.03903999699832639,1995-05-15 00:00:00,2025-03-06 00:00:00,7205 days 00:00:00,100000.0,63645.981754,-36.354018,1523.36,100.0,2016.393093,75.037164,6699 days 00:00:00,19,19,0,0.0,21.052632,49.123681,-15.478735,36.794815,-10.631622,58 days 00:00:00,20 days 22:24:00,0.604374,-1913.369381,-0.054134,-0.030158,0.969992,-0.083054
GESHIP,Success,0.003918976999557344,0.005950958999164868,0.0005424270020739641,0.026553403000434628,0.03710578699974576,2006-11-27 00:00:00,2025-03-06 00:00:00,4518 days 00:00:00,100000.0,244059.341943,144.059342,291.629264,100.0,3123.801288,27.623241,2428 days 00:00:00,12,12,0,0.0,50.0,48.062331,-12.953691,29.708881,-10.298409,96 days 20:00:00,62 days 00:00:00,2.9709,12004.945162,0.460871,0.270583,1.157065,0.703705
INDIAGLYCO,Success,0.004900437001197133,0.006046680999133969,0.000479406000522431,0.025749733998964075,0.037313692999305204,1994-12-28 00:00:00,2025-03-06 00:00:00,6730 days 00:00:00,100000.0,70400.875689,-29.599124,1722.071713,100.0,2491.168047,71.425513,5553 days 00:00:00,16,16,0,0.0,25.0,53.896339,-17.167103,33.516638,-11.609595,21 days 18:00:00,30 days 00:00:00,0.750425,-1849.945269,-0.041812,-0.026397,0.977479,-0.065452
DPSCLTD,Success,0.003576499999326188,0.006580516001122305,0.000426906997745391,0.025465101000008872,0.03618650600037654,2008-04-21 00:00:00,2025-03-07 00:00:00,4026 days 00:00:00,100000.0,105098.938028,5.098938,371.081173,100.0,2176.061505,35.474855,1071 days 00:00:00,10,10,0,0.0,30.0,50.507574,-14.653156,39.884756,-12.632541,16 days 16:00:00,29 days 00:00:00,1.048775,509.893803,0.107254,0.012738,1.07941,0.178411
GODREJPROP,Success,0.002877770999475615,0.00655928099877201,0.0005834580006194301,0.026948765000270214,0.0371015989985608,2010-01-05 00:00:00,2025-03-06 00:00:00,3757 days 00:00:00,100000.0,116493.530036,16.49353,668.692415,100.0,2124.842618,32.797967,2474 days 00:00:00,11,11,0,0.0,36.363636,29.185873,-13.870699,23.411523,-9.309956,40 days 00:00:00,33 days 03:25:42,1.251793,1499.411821,0.175742,0.045559,1.084023,0.266035
TATAMOTORS,Success,0.005792193001980195,0.0060743690009985585,0.0005630769992421847,0.02688715099793626,0.03945604600085062,1991-01-02 00:00:00,2025-03-06 00:00:00,8282 days 00:00:00,100000.0,146267.669309,46.267669,2826.401757,100.0,5494.852205,36.856097,2091 days 00:00:00,25,25,0,0.0,28.0,50.192861,-12.382921,29.91429,-7.621963,67 days 20:34:17,15 days 20:00:00,1.302121,1850.706772,0.186023,0.045855,1.095304,0.271543
SWARAJENG,Success,0.005158087999006966,0.006044908001058502,0.0004748620012833271,0.02639644800001406,0.03821118500127341,1999-01-01 00:00:00,2025-03-06 00:00:00,6344 days 00:00:00,100000.0,111822.270564,11.822271,1796.421029,100.0,3102.414713,39.926514,3750 days 00:00:00,17,17,0,0.0,35.294118,36.867731,-18.038676,21.788907,-9.093657,61 days 16:00:00,41 days 13:05:27,1.121934,695.42768,0.115402,0.016154,1.051831,0.167746
LAOPALA,Success,0.004498782000155188,0.006734221999067813,0.0004397260017867666,0.025837139000941534,0.037637892997736344,2007-03-16 00:00:00,2025-03-06 00:00:00,4396 days 00:00:00,100000.0,269311.556951,169.311557,5153.670403,100.0,8358.806709,45.884063,2528 days 00:00:00,17,17,0,0.0,41.176471,49.733982,-22.59476,39.052146,-12.136638,59 days 03:25:42,24 days 16:48:00,1.550688,9959.50335,0.444972,0.186853,1.205738,0.775873
RUSHIL,Success,0.00354432799940696,0.005801157996756956,0.0005373800013330765,0.026352105000114534,0.03636754499893868,2011-07-07 00:00:00,2025-03-06 00:00:00,3379 days 00:00:00,100000.0,286007.442996,186.007443,181.812074,100.0,2789.666952,33.155203,832 days 00:00:00,10,10,0,0.0,60.0,51.585246,-22.935092,35.253119,-16.823617,46 days 16:00:00,23 days 18:00:00,3.116798,18600.7443,0.610704,0.362556,1.342972,1.064973
NLCINDIA,Success,0.004021206001198152,0.005840092999278568,0.000538886000867933,0.026650588999473257,0.03719235300013679,2006-11-02 00:00:00,2025-03-06 00:00:00,4535 days 00:00:00,100000.0,122785.756812,22.785757,254.202016,100.0,3366.600457,36.440265,2101 days 00:00:00,11,11,0,0.0,36.363636,28.065169,-17.626067,25.459385,-9.442038,62 days 06:00:00,38 days 10:17:08,1.213042,2071.432437,0.183153,0.045714,1.090113,0.280846
GEOJITFSL,Success,0.004659402999095619,0.005911575000936864,0.0004427370004123077,0.025723426002514316,0.036909513000864536,2005-07-01 00:00:00,2025-03-06 00:00:00,4864 days 00:00:00,100000.0,169042.087435,69.042087,807.487534,100.0,4107.909234,48.29339,2822 days 00:00:00,16,16,0,0.0,37.5,49.005469,-17.600225,38.344126,-13.114434,55 days 20:00:00,38 days 07:12:00,1.381457,4315.130465,0.283219,0.083202,1.12415,0.464686
RALLIS,Success,0.005198578000999987,0.006636431000515586,0.0004495130015129689,0.025858253000478726,0.038270654000370996,1999-01-01 00:00:00,2025-03-06 00:00:00,6437 days 00:00:00,100000.0,334876.309567,234.87631,2579.713116,100.0,18923.245571,63.962769,2575 days 00:00:00,28,28,0,0.0,39.285714,54.732943,-19.841098,33.581688,-10.736242,58 days 10:54:32,25 days 11:17:38,1.363444,8388.439627,0.410836,0.110899,1.158688,0.670242
NAUKRI,Success,0.004487431000598008,0.005916501999308821,0.0005334550005500205,0.02817085299830069,0.039244264997250866,2006-11-21 00:00:00,2025-03-06 00:00:00,4521 days 00:00:00,100000.0,365232.907425,265.232907,4562.121419,100.0,8102.00704,41.918916,2075 days 00:00:00,19,19,0,0.0,47.368421,47.835582,-15.307673,28.919494,-9.198262,70 days 05:20:00,19 days 19:12:00,2.355077,13959.626707,0.645725,0.262995,1.243466,1.0666
GUJALKALI,Success,0.005427127998700598,0.006143538001197157,0.0005863339974894188,0.026676446999772452,0.03896088100009365,1994-11-14 00:00:00,2025-03-06 00:00:00,7424 days 00:00:00,100000.0,191939.183927,91.939184,202.861834,100.0,3070.29891,51.708464,4504 days 00:00:00,16,16,0,0.0,37.5,49.491754,-20.36084,34.553971,-10.416662,78 days 08:00:00,37 days 00:00:00,1.992834,5746.198995,0.284861,0.062998,1.139588,0.426407
ACCELYA,Success,0.0049691459971654695,0.0061805360019207,0.000494275001983624,0.026374764998763567,0.03827833900140831,1999-12-01 00:00:00,2025-03-06 00:00:00,6216 days 00:00:00,100000.0,117122.658824,17.122659,268.672517,100.0,3820.59779,61.081642,2379 days 00:00:00,18,18,0,0.0,33.333333,48.63347,-21.067726,33.13718,-11.91485,59 days 00:00:00,21 days 20:00:00,1.111515,951.258824,0.145642,0.015265,1.077896,0.217924
