symbol,status,load_time_s,indicator_calc_time_s,signal_gen_time_s,portfolio_sim_time_s,total_symbol_time_s,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
SEPC,Success,0.0038621130006504245,0.00014015600027050823,0.00062243000138551,3.588099934859201e-05,0.006449664000683697,2008-02-20 00:00:00,2025-03-06 00:00:00,6224 days 00:00:00,100000.0,44462.151072,-55.537849,-94.885476,100.0,793.870554,70.766575,4473 days 00:00:00,11,11,0,0.0,18.181818,43.154052,-18.387045,35.666522,-14.327005,67 days 00:00:00,40 days 18:40:00,0.466558,-5048.895357,-0.23057,-0.066953,0.86052,-0.126299
SUBEXLTD,Success,0.003555806997610489,0.00014726099834661,0.0006470890002674423,2.9219001589808613e-05,0.006143979000626132,2003-09-05 00:00:00,2025-03-06 00:00:00,7853 days 00:00:00,100000.0,63446.040063,-36.55396,-87.321429,100.0,929.906962,58.728147,6912 days 00:00:00,9,9,0,0.0,22.222222,27.712817,-17.593152,24.333973,-11.666343,67 days 12:00:00,30 days 17:08:34,0.59511,-4061.551104,-0.16095,-0.036366,0.869535,-0.054634
MCLEODRUSS,Success,0.003313641998829553,0.00013830099851475097,0.0005878699994354974,2.643600237206556e-05,0.0057953769974119496,2005-07-29 00:00:00,2025-03-06 00:00:00,7160 days 00:00:00,100000.0,77589.760276,-22.41024,-39.445545,100.0,724.186556,49.365157,7160 days 00:00:00,11,11,0,0.0,18.181818,41.560364,-18.23159,40.263591,-9.536115,40 days 00:00:00,57 days 21:20:00,0.654922,-2037.29452,-0.062612,-0.026564,0.963054,-0.028071
ECLERX,Success,0.0031172870003501885,0.00013002800187678076,0.0005644250013574492,2.7609999960986897e-05,0.005479755000123987,2007-12-31 00:00:00,2025-03-06 00:00:00,6275 days 00:00:00,100000.0,304964.843682,204.964844,1759.739068,100.0,2626.494696,29.529467,2803 days 00:00:00,14,14,0,0.0,50.0,36.996846,-12.626038,28.157721,-7.973932,39 days 03:25:42,22 days 06:51:25,2.853899,14640.345977,0.624223,0.235177,1.553824,0.334134
COALINDIA,Success,0.002414275997580262,0.00012377900202409364,0.0005825649968755897,3.1608997232979164e-05,0.004879086001892574,2010-11-04 00:00:00,2025-03-06 00:00:00,5236 days 00:00:00,100000.0,171077.562303,71.077562,11.691727,100.0,1412.760638,21.159955,4267 days 00:00:00,13,13,0,0.0,46.153846,21.517694,-7.894511,18.022251,-5.923322,71 days 16:00:00,21 days 17:08:34,2.687706,5467.504793,0.457312,0.183766,1.267003,0.288689
HITECHCORP,Success,0.0035136090009473264,0.0001829249995353166,0.0006665219989372417,5.46589981240686e-05,0.006477655999333365,2007-12-20 00:00:00,2025-03-07 00:00:00,6287 days 00:00:00,100000.0,91473.13535,-8.526865,58.116141,100.0,828.581279,51.872056,2873 days 00:00:00,11,11,0,0.0,36.363636,41.819668,-21.085635,31.904771,-15.329712,47 days 00:00:00,150 days 00:00:00,0.905019,-775.169514,0.089634,-0.010709,1.039226,0.075828
GREENPLY,Success,0.005582851998042315,0.00017154899978777394,0.0007291889996849932,4.5288998080650344e-05,0.008548920002795057,1999-02-25 00:00:00,2025-03-06 00:00:00,9506 days 00:00:00,100000.0,45688.171,-54.311829,26253.804099,100.0,892.081169,62.320464,9506 days 00:00:00,16,16,0,0.0,18.75,37.796349,-28.350676,33.07004,-11.444156,87 days 08:00:00,69 days 09:13:50,0.464863,-3394.489312,-0.173863,-0.0586,0.911449,-0.09415
COLPAL,Success,0.0036917580000590533,0.000167546997545287,0.0006241090013645589,3.911100066034123e-05,0.006481044001702685,2007-12-17 00:00:00,2025-03-06 00:00:00,6289 days 00:00:00,100000.0,190733.122718,90.733123,1163.643358,100.0,2617.118669,17.278283,2736 days 00:00:00,15,15,0,0.0,46.666667,27.671713,-10.152336,17.76378,-5.610852,89 days 06:51:25,30 days 06:00:00,2.101979,6048.874848,0.503299,0.225722,1.259252,0.338224
NAGREEKCAP,Success,0.002420591001282446,0.0001245380008185748,0.0005648250007652678,2.897100057452917e-05,0.004667461002100026,2007-09-18 00:00:00,2025-03-06 00:00:00,6379 days 00:00:00,100000.0,57070.704209,-42.929296,-73.342105,100.0,582.184322,53.343911,3473 days 00:00:00,7,7,0,0.0,14.285714,35.056398,-18.443026,35.056398,-13.120187,76 days 00:00:00,27 days 12:00:00,0.41497,-6132.756542,-0.30174,-0.074383,0.776255,-0.104362
AXISBANK,Success,0.003160928998113377,0.0001309180006501265,0.0005714689978049137,2.371300070080906e-05,0.005645836998155573,2006-11-02 00:00:00,2025-03-06 00:00:00,6699 days 00:00:00,100000.0,147484.657324,47.484657,1059.955132,100.0,2399.480355,35.420574,3619 days 00:00:00,18,18,0,0.0,38.888889,26.066831,-17.017218,19.641431,-7.154747,88 days 06:51:25,32 days 17:27:16,1.446468,2638.036518,0.255466,0.061619,1.117345,0.141826
BHARATFORG,Success,0.004150058997765882,0.00025231299878214486,0.0008483249985147268,5.2823997975792736e-05,0.0075935049972031265,1999-01-01 00:00:00,2025-03-06 00:00:00,9561 days 00:00:00,100000.0,319687.225696,219.687226,15865.465865,100.0,5710.574774,34.841439,3871 days 00:00:00,20,20,0,0.0,45.0,47.987634,-14.799401,27.654715,-8.409451,93 days 10:39:59,40 days 13:05:27,1.780324,10984.361285,0.402454,0.132925,1.21773,0.251267
VINDHYATEL,Success,0.0057230380007240456,0.00024252700313809328,0.0006320779975794721,4.179600000497885e-05,0.008541323000827106,1999-01-01 00:00:00,2025-03-06 00:00:00,9561 days 00:00:00,100000.0,227230.251065,127.230251,3122.351497,100.0,2041.970839,42.074196,3390 days 00:00:00,14,14,0,0.0,50.0,42.451594,-16.798178,29.01008,-12.255636,116 days 00:00:00,44 days 03:25:42,2.060224,9087.875076,0.342911,0.089299,1.220028,0.182741
SWELECTES,Success,0.003811463000602089,0.00014087499948800541,0.0006143430000520311,3.436400220380165e-05,0.006553515999257797,2006-11-02 00:00:00,2025-03-07 00:00:00,6700 days 00:00:00,100000.0,112608.676737,12.608677,358.130733,100.0,2281.065505,48.22679,1766 days 00:00:00,19,19,0,0.0,31.578947,41.100438,-13.665865,33.078826,-11.198882,43 days 16:00:00,36 days 01:50:46,1.0667,663.614565,0.120883,0.013746,1.069294,0.087802
MBLINFRA,Success,0.002869306001230143,0.0001321359995927196,0.0005953510008112062,3.265999839641154e-05,0.005245407002803404,2010-01-11 00:00:00,2025-03-06 00:00:00,5533 days 00:00:00,100000.0,74468.48287,-25.531517,-62.653111,100.0,505.23113,37.892157,790 days 00:00:00,6,6,0,0.0,16.666667,37.94258,-14.055653,37.94258,-11.370493,70 days 00:00:00,21 days 19:12:00,0.516688,-4255.252855,-0.169218,-0.051739,0.857589,-0.06463
ASTEC,Success,0.0026061550015583634,0.00012825700105167925,0.0006037059974914882,2.723199941101484e-05,0.0050003079995804,2009-11-25 00:00:00,2025-03-06 00:00:00,5580 days 00:00:00,100000.0,109186.59914,9.186599,790.654762,100.0,1257.037398,41.992607,3051 days 00:00:00,9,9,0,0.0,33.333333,43.062579,-16.097392,37.863141,-13.251519,46 days 08:00:00,83 days 16:00:00,1.075976,1020.733238,0.114234,0.01411,1.0686,0.085764
EVERESTIND,Success,0.0032945030034170486,0.00013712999862036668,0.0005680780013790354,2.4635999579913914e-05,0.0057462240001768805,2005-05-27 00:00:00,2025-03-06 00:00:00,7223 days 00:00:00,100000.0,113952.097747,13.952098,181.641168,100.0,2145.088997,59.231858,4537 days 00:00:00,18,18,0,0.0,27.777778,44.485465,-17.257784,35.363551,-9.725799,108 days 19:12:00,26 days 20:18:27,1.091512,775.116541,0.118485,0.011553,1.062495,0.07797
KIRLOSBROS,Success,0.0023314380014198832,0.00011827699927380309,0.0005646749996230938,2.2797001292929053e-05,0.0048027360026026145,2010-04-20 00:00:00,2025-03-06 00:00:00,5434 days 00:00:00,100000.0,125524.839322,25.524839,386.438403,100.0,871.42905,32.292725,4525 days 00:00:00,8,8,0,0.0,37.5,36.785692,-14.342515,34.176478,-12.001753,87 days 00:00:00,8 days 04:47:59,1.367884,3190.604915,0.189428,0.048478,1.156106,0.073614
JHS,Success,0.004567731997667579,0.00015827800234546885,0.0007563500003016088,7.316100163734518e-05,0.0076396360018406995,2006-10-23 00:00:00,2025-03-06 00:00:00,6709 days 00:00:00,100000.0,65030.295033,-34.969705,-73.529412,100.0,2227.32198,71.405796,2768 days 00:00:00,16,16,0,0.0,25.0,55.980288,-19.995462,37.55953,-12.846499,65 days 12:00:00,42 days 02:00:00,0.84535,-2185.60656,-0.046551,-0.035412,0.976811,-0.028639
GEPIL,Success,0.004316963997553103,0.00014854099936201237,0.0006165160011732951,3.886400008923374e-05,0.006978741999773774,2006-11-02 00:00:00,2025-03-06 00:00:00,6699 days 00:00:00,100000.0,178641.853838,78.641854,-43.505245,100.0,1157.146559,31.389171,2214 days 00:00:00,10,10,0,0.0,40.0,46.134386,-12.646296,34.067226,-8.818528,88 days 18:00:00,31 days 12:00:00,2.267014,7864.185384,0.362662,0.104388,1.253587,0.208025
DWARKESH,Success,0.0036474019980232697,0.0001399040011165198,0.000596388999838382,3.7850000808248296e-05,0.0063272830011555925,2004-12-31 00:00:00,2025-03-06 00:00:00,7370 days 00:00:00,100000.0,833932.292889,733.932293,201.729323,100.0,4982.72028,30.082138,1919 days 00:00:00,13,13,0,0.0,61.538462,57.483084,-16.358463,42.020414,-11.962668,57 days 12:00:00,25 days 14:24:00,4.421936,56456.330222,0.759933,0.376788,1.625163,0.451654
DISHTV,Success,0.003104452000115998,0.000137648999952944,0.0005771949981863145,2.9002996598137543e-05,0.005545273001189344,2007-04-18 00:00:00,2025-03-06 00:00:00,6532 days 00:00:00,100000.0,55908.794494,-44.091206,-93.521951,100.0,552.969538,52.457484,3139 days 00:00:00,7,7,0,0.0,14.285714,25.050987,-17.513597,25.050987,-12.306566,24 days 00:00:00,54 days 12:00:00,0.305617,-6298.743644,-0.291725,-0.062117,0.813962,-0.098729
ITC,Success,0.004781439998623682,0.0002135619979526382,0.000579956998990383,2.910799958044663e-05,0.0075464889996510465,1994-11-03 00:00:00,2025-03-06 00:00:00,11081 days 00:00:00,100000.0,182598.899149,82.598899,4702.186606,100.0,3941.592756,31.83073,2388 days 00:00:00,26,26,0,0.0,42.307692,26.396609,-14.270949,17.170146,-6.906627,103 days 02:10:54,40 days 20:48:00,1.51067,3176.880736,0.239267,0.064319,1.109618,0.138373
HSCL,Success,0.003863009998894995,0.00017911300164996646,0.0007449639997503255,8.69129980856087e-05,0.0076974849980615545,2007-03-02 00:00:00,2025-03-06 00:00:00,6579 days 00:00:00,100000.0,78195.25428,-21.804746,1353.213502,100.0,962.368012,41.940994,2577 days 00:00:00,11,11,0,0.0,27.272727,30.388221,-15.888378,24.240556,-10.280372,23 days 16:00:00,59 days 09:00:00,0.724308,-1982.249611,-0.055418,-0.032965,0.966082,-0.027414
INDOTECH,Success,0.00494198900196352,0.00015463300223927945,0.0006165869999676943,3.9184000343084335e-05,0.007623684003192466,2006-03-16 00:00:00,2025-03-06 00:00:00,6930 days 00:00:00,100000.0,129196.079816,29.19608,878.753619,100.0,671.574739,45.207041,5799 days 00:00:00,6,6,0,0.0,33.333333,54.532242,-12.881257,43.206742,-10.471414,26 days 00:00:00,47 days 06:00:00,1.61103,4866.013303,0.18522,0.030782,1.197672,0.06022
ACLGATI,Success,0.0035151310003129765,0.00013356799900066108,0.0005792720003228169,3.2081999961519614e-05,0.005976620002911659,2006-10-10 00:00:00,2025-03-07 00:00:00,6723 days 00:00:00,100000.0,35826.490321,-64.17351,-39.897864,100.0,860.460926,64.17351,6723 days 00:00:00,15,15,0,0.0,13.333333,36.028404,-21.781888,31.27364,-11.056397,27 days 00:00:00,30 days 09:13:50,0.336497,-4278.233979,-0.457265,-0.086156,0.746034,-0.22258
POLYPLEX,Success,0.0038113580012577586,0.00020034100089105777,0.0005799379978270736,3.068899968639016e-05,0.006421703998057637,1999-01-01 00:00:00,2025-03-07 00:00:00,9562 days 00:00:00,100000.0,118048.050041,18.04805,26477.777778,100.0,1952.89072,52.331782,7966 days 00:00:00,21,21,0,0.0,33.333333,36.760624,-23.280465,26.372342,-9.569598,64 days 20:34:17,32 days 08:34:17,1.132933,859.430954,0.114597,0.012839,1.071889,0.06098
INDRAMEDCO,Success,0.003956395001296187,0.0001983010006370023,0.0005701339978259057,3.241100057493895e-05,0.006482786000560736,1999-01-01 00:00:00,2025-03-06 00:00:00,9561 days 00:00:00,100000.0,321145.82788,221.145828,5077.272727,100.0,4816.140337,56.843301,7099 days 00:00:00,17,17,0,0.0,41.176471,76.753069,-13.958902,41.802511,-11.008282,76 days 10:17:08,42 days 14:24:00,1.638631,13008.578111,0.336148,0.081685,1.249227,0.195385
SUMMITSEC,Success,0.0022711860001436435,0.00011461899703135714,0.0005619549992843531,2.2052998247090727e-05,0.004536487998848315,2011-02-04 00:00:00,2025-03-06 00:00:00,5144 days 00:00:00,100000.0,75361.464017,-24.638536,973.22801,100.0,1147.255906,58.622309,3340 days 00:00:00,12,12,0,0.0,25.0,41.249968,-16.376036,34.695986,-11.992271,47 days 08:00:00,62 days 10:39:59,0.7824,-2053.211332,-0.021189,-0.034775,0.989591,-0.010904
TAJGVK,Success,0.004854782000620617,0.00035453500095172785,0.0007034749978629407,5.4747997637605295e-05,0.008174115002475446,2000-12-20 00:00:00,2025-03-06 00:00:00,8842 days 00:00:00,100000.0,120054.13529,20.054135,5092.857143,100.0,1477.408357,41.491527,2408 days 00:00:00,12,12,0,0.0,33.333333,44.767731,-22.093226,37.707753,-12.37805,115 days 00:00:00,99 days 06:00:00,1.151526,1671.177941,0.127309,0.018853,1.066755,0.093557
WELENT,Success,0.0033824109996203333,0.0001474919990869239,0.0006025219990988262,3.870200089295395e-05,0.005890627999178832,2011-01-04 00:00:00,2025-03-07 00:00:00,5176 days 00:00:00,100000.0,319740.717259,219.740717,367.974868,100.0,2750.750425,34.095947,526 days 00:00:00,11,11,0,0.0,54.545455,55.135544,-16.489078,34.930142,-11.215688,66 days 04:00:00,51 days 09:36:00,2.570279,19976.428842,0.539707,0.255785,1.311412,0.373476
TECHM,Success,0.0036260519991628826,0.00013917400065110996,0.0005622690005111508,2.952499926323071e-05,0.006050338000932243,2006-08-28 00:00:00,2025-03-06 00:00:00,6765 days 00:00:00,100000.0,122206.255755,22.206256,985.033829,100.0,1543.682192,33.180228,1763 days 00:00:00,14,14,0,0.0,35.714286,17.983601,-9.630596,16.428887,-5.726466,74 days 19:11:59,40 days 00:00:00,1.375143,1586.161125,0.16991,0.033446,1.090214,0.078978
GFLLIMITED,Success,0.004258236000168836,0.00019629400048870593,0.0005650669991155155,3.0436000088229775e-05,0.0067569349994300865,1999-01-01 00:00:00,2025-03-06 00:00:00,9561 days 00:00:00,100000.0,232059.864873,132.059865,12140.973349,100.0,3080.98929,30.981477,4303 days 00:00:00,14,14,0,0.0,42.857143,43.95357,-13.670524,33.687921,-10.166739,90 days 16:00:00,30 days 00:00:00,1.664102,9432.847491,0.322208,0.109059,1.216396,0.173655
PHOENIXLTD,Success,0.0031040920002851635,0.00013326499902177602,0.000555209000594914,3.200600258423947e-05,0.005488506001711357,2007-04-23 00:00:00,2025-03-06 00:00:00,6527 days 00:00:00,100000.0,175241.606748,75.241607,872.563422,100.0,1136.114344,38.812696,4768 days 00:00:00,11,11,0,0.0,45.454545,38.675674,-11.440246,27.507381,-9.851125,92 days 04:48:00,101 days 04:00:00,2.30228,6840.146068,0.308895,0.083777,1.139422,0.203572
IMFA,Success,0.0023541250011476222,0.0001158600025519263,0.0005464739988383371,2.0892999600619078e-05,0.00459421400228166,2010-07-23 00:00:00,2025-03-06 00:00:00,5340 days 00:00:00,100000.0,118457.677279,18.457677,83.258041,100.0,805.104815,45.095319,4346 days 00:00:00,9,9,0,0.0,33.333333,42.692306,-12.601243,34.645901,-11.02403,89 days 16:00:00,42 days 08:00:00,1.296864,2050.853031,0.153279,0.026628,1.087654,0.091496
MURUDCERA,Success,0.0046883860013622325,0.00037732499913545325,0.0007980279988260008,8.566399992560036e-05,0.007981574999575969,1995-03-08 00:00:00,2025-03-06 00:00:00,10956 days 00:00:00,100000.0,56482.555871,-43.517444,-59.463557,100.0,788.766152,51.885102,9248 days 00:00:00,11,11,0,0.0,18.181818,47.616951,-16.585237,43.600919,-13.150664,163 days 12:00:00,31 days 18:40:00,0.542332,-3956.131284,-0.100496,-0.048878,0.93689,-0.048955
THANGAMAYL,Success,0.003975758998421952,0.00013658700117957778,0.000583994002226973,3.6704001104226336e-05,0.006492030999652343,2010-02-19 00:00:00,2025-03-06 00:00:00,5494 days 00:00:00,100000.0,82264.988054,-17.735012,4907.107588,100.0,1210.74064,40.017127,3928 days 00:00:00,14,14,0,0.0,28.571429,36.781379,-15.029544,26.845955,-10.487039,39 days 18:00:00,39 days 16:48:00,0.818919,-1266.786568,-0.013078,-0.032822,0.991733,-0.00538
ESABINDIA,Success,0.004222239997034194,0.00020963199858670123,0.0005854350019944832,3.8465997931780294e-05,0.006929787999979453,1999-01-01 00:00:00,2025-03-07 00:00:00,9562 days 00:00:00,100000.0,79182.256359,-20.817744,6081.776316,100.0,1170.634187,55.778442,9333 days 00:00:00,17,17,0,0.0,23.529412,36.12756,-12.870313,28.655201,-8.756202,177 days 00:00:00,22 days 12:55:23,0.757419,-1224.573155,-0.017017,-0.016331,0.990909,-0.008924
WSI,Success,0.002471724998031277,0.00012342400077614002,0.0005738479994761292,2.6824000087799504e-05,0.004802528001164319,2007-08-01 00:00:00,2025-03-06 00:00:00,6427 days 00:00:00,100000.0,63074.715333,-36.925285,18.134159,100.0,583.280437,52.559825,6245 days 00:00:00,9,9,0,0.0,11.111111,40.81254,-19.555906,40.81254,-9.244902,42 days 00:00:00,8 days 21:00:00,0.356683,-4102.809407,-0.297419,-0.059248,0.743109,-0.093282
ZYDUSWELL,Success,0.002709699001570698,0.0001261629986402113,0.0005829030014865566,2.624099943204783e-05,0.005078160000266507,2009-11-13 00:00:00,2025-03-06 00:00:00,5592 days 00:00:00,100000.0,128016.157767,28.016158,714.086263,100.0,986.641405,19.10783,1966 days 00:00:00,8,8,0,0.0,37.5,28.896453,-9.187938,24.503328,-7.523011,51 days 16:00:00,19 days 04:47:59,1.570139,3502.019721,0.233675,0.086632,1.222932,0.096864
ORIENTHOT,Success,0.003952742998080794,0.00021809100144309923,0.00057606699920143,3.468100112513639e-05,0.006682339000690263,1999-01-01 00:00:00,2025-03-06 00:00:00,9561 days 00:00:00,100000.0,88619.125096,-11.380875,872.284462,100.0,1555.657212,48.597937,4712 days 00:00:00,18,18,0,0.0,27.777778,46.35235,-15.931496,31.411432,-10.462895,89 days 19:11:59,37 days 18:27:41,0.910245,-632.270828,0.039603,-0.009971,1.024075,0.021155
VSTIND,Success,0.005937967001955258,0.0002898420025303494,0.0006637080005020835,5.0106002163374797e-05,0.008936485999583965,1999-01-01 00:00:00,2025-03-06 00:00:00,9561 days 00:00:00,100000.0,144944.609213,44.944609,2089.168856,100.0,2505.342177,45.088486,5512 days 00:00:00,17,17,0,0.0,29.411765,46.59965,-6.833672,25.087644,-5.605938,109 days 14:23:59,40 days 02:00:00,1.413637,2643.800542,0.191217,0.032689,1.112328,0.10376
CGPOWER,Success,0.004803214000276057,0.0001482520019635558,0.00061621300119441,3.972500053350814e-05,0.0074044830034836195,2006-11-02 00:00:00,2025-03-06 00:00:00,6699 days 00:00:00,100000.0,147240.857546,47.240858,1797.782073,100.0,957.628234,35.148737,3153 days 00:00:00,9,9,0,0.0,44.444444,33.309297,-11.228348,24.54335,-8.927435,54 days 06:00:00,42 days 19:11:59,2.000313,5248.984172,0.281993,0.061828,1.205266,0.117996
ANDHRAPAP,Success,0.0033296700021310244,0.00013518400010070764,0.0005700990004697815,2.7582998882280663e-05,0.005756243001087569,2006-11-02 00:00:00,2025-03-06 00:00:00,6699 days 00:00:00,100000.0,39440.124026,-60.559876,248.041045,100.0,654.67479,60.559876,6699 days 00:00:00,11,11,0,0.0,9.090909,21.430475,-15.021517,21.430475,-10.397203,32 days 00:00:00,43 days 16:48:00,0.143155,-5505.44327,-0.292059,-0.08499,0.808613,-0.104752
ARCHIDPLY,Success,0.0026202229964837898,0.00012505300037446432,0.0005592770030489191,2.4744000256760046e-05,0.004901758999039885,2008-07-04 00:00:00,2025-03-06 00:00:00,6089 days 00:00:00,100000.0,76575.36761,-23.424632,84.970411,100.0,680.210986,44.362207,1311 days 00:00:00,7,7,0,0.0,14.285714,70.964512,-15.426531,70.964512,-12.315907,413 days 00:00:00,39 days 16:00:00,0.701001,-3346.376056,-0.015664,-0.037548,0.991678,-0.010605
OLECTRA,Success,0.003709158001584001,0.00015203099974314682,0.0006651390031038318,3.3628999517532066e-05,0.006340549000015017,2003-05-07 00:00:00,2025-03-06 00:00:00,7974 days 00:00:00,100000.0,174800.174874,74.800175,13400.0,100.0,2724.114932,45.572328,3273 days 00:00:00,18,18,0,0.0,33.333333,48.062762,-19.992636,41.62776,-11.59247,101 days 08:00:00,20 days 22:00:00,1.340364,4155.565271,0.232825,0.05794,1.137198,0.135485
ZYDUSLIFE,Success,0.004126509000343503,0.0002154220019292552,0.0005896520015085116,4.463000004761852e-05,0.007090076000167755,2000-04-27 00:00:00,2025-03-06 00:00:00,9079 days 00:00:00,100000.0,79111.273252,-20.888727,11177.965564,100.0,1237.056869,55.69251,8365 days 00:00:00,17,17,0,0.0,29.411765,21.414925,-15.535096,17.962258,-8.126291,39 days 09:35:59,60 days 18:00:00,0.735517,-1228.748632,-0.054512,-0.017124,0.97022,-0.02764
GMBREW,Success,0.00560325700280373,0.00024243199732154608,0.0006214240020199213,4.230899867252447e-05,0.008418907997111091,1999-01-05 00:00:00,2025-03-06 00:00:00,9557 days 00:00:00,100000.0,130396.657673,30.396658,30761.700149,100.0,2425.812237,50.776122,3258 days 00:00:00,14,14,0,0.0,28.571429,84.249052,-16.436157,45.254356,-10.879983,89 days 06:00:00,30 days 12:00:00,1.148486,2171.189834,0.155057,0.023973,1.110981,0.071373
