date,open,high,low,close,volume
2002-02-18,32.0133205680397,32.3958696817458,31.8421801750659,32.0888236825869,3554275.0
2002-02-19,32.2347963707117,32.5166746650214,32.0636559777379,32.3002324033193,2857535.0
2002-02-20,31.9629851583415,32.058622436768,31.5250670939674,31.9176832896132,1847756.0
2002-02-21,32.0535888957982,32.3153330262287,31.4596310613598,31.6509056182128,1412393.0
2002-02-22,31.5099664710579,31.7465428966394,31.4696981432994,31.701241027911,833250.0
2002-02-25,31.7314422737299,31.8874820437943,31.5099664710579,31.6811068640317,864010.0
2002-02-26,31.9529180764019,32.6173454844178,31.7717106014884,32.3505678130175,2888459.0
2002-02-27,32.6173454844178,33.246538105645,32.0384882728888,32.7935194183614,7214216.0
2002-02-28,32.8992237787276,33.1559343681883,30.7096334568569,30.9915117511667,5975319.0
2002-03-01,31.0066123740762,32.6878150579952,30.7297676207362,32.446205091444,4515666.0
2002-03-04,33.6240536783813,34.2280785947594,31.4092956516616,31.5754025036656,11341344.0
2002-03-05,32.113991387436,32.1542597151946,31.4193627336012,31.5854695856052,4373528.0
2002-03-06,31.0066123740762,32.3656684359269,30.845539063042,30.9713775872874,3332257.0
2002-03-07,31.2079540128689,31.4495639794201,30.8707067678911,31.3388260780841,2191214.0
2002-03-08,31.3992285697219,31.6609727001525,30.7700359484947,30.90090801371,1823928.0
2002-03-11,31.1525850622009,31.1525850622009,29.9042669016861,30.045206048841,3978581.0
2002-03-12,30.0905079175694,30.1458768682374,29.3455438540364,29.4210469685836,2613070.0
2002-03-13,29.4965500831309,30.0603066717505,29.3958792637346,29.5619861157385,2769786.0
2002-03-14,29.9042669016861,30.0401725078712,29.6274221483462,29.9495687704145,1581664.0
2002-03-15,30.0250718849618,31.1525850622009,30.0250718849618,31.011645915046,4210330.0
2002-03-18,31.2784235864463,31.4898323071787,30.7146669978268,30.8757403088609,2059788.0
2002-03-19,30.9059415546798,30.9764111282573,30.0250718849618,30.1609774911468,1633645.0
2002-03-20,30.3019166383017,30.6894992929777,30.0502395898108,30.5787613916417,2361710.0
2002-03-21,30.4025874576981,30.6693651290984,30.3119837202414,30.5586272277624,1151936.0
2002-03-22,30.1911787369657,30.6643315881286,29.909300442656,30.5837949326115,1913748.0
2002-03-26,30.4428557854566,30.4529228673962,30.0804408356297,30.2012458189054,1259479.0
2002-03-27,30.4931911951548,30.543526604853,29.6827910990142,30.211312900845,2345581.0
2002-03-28,30.3019166383017,30.5284259819435,29.9546023113843,30.2314470647243,3009655.0
2002-04-01,30.3673526709093,31.0368136198951,30.1307762453279,30.4176880806075,2517677.0
2002-04-02,30.2515812286035,30.6290968013399,30.2515812286035,30.5586272277624,1501937.0
2002-04-03,30.5485601458228,30.5485601458228,29.9546023113843,30.0955414585392,1054076.0
2002-04-04,30.2515812286035,32.2045951248928,30.2515812286035,30.7398347026758,9876960.0
2002-04-05,30.8304384401326,31.3086248322652,30.7045999158871,30.7750694894646,3322935.0
2002-04-08,30.9311092595289,31.0267465379554,30.4076209986679,30.5032582770944,1721676.0
2002-04-09,30.5535936867926,30.6190297194002,30.1207091633883,30.2163464418148,1413186.0
2002-04-10,30.2012458189054,30.4227216215773,29.6374892302858,29.823730246169,2669631.0
2002-04-11,30.0150048030221,30.2465476876337,29.7280929677425,29.853931491988,807700.0
2002-04-12,29.8841327378069,30.1811116550261,29.7532606725916,30.0250718849618,1022282.0
2002-04-15,29.9999041801127,30.1861451959959,29.5317848699196,29.6425227712556,648078.0
2002-04-16,29.5972209025273,29.7331265087123,28.9277599535415,29.0989003465153,1507968.0
2002-04-17,29.3807786408251,29.4361475914931,29.0586320187568,29.1995711659117,938150.0
2002-04-18,29.3958792637346,29.7733948364709,29.2952084443382,29.4311140505233,1930976.0
2002-04-19,29.4512482144026,30.100574999509,28.4143387746201,28.6609822821412,1922269.0
2002-04-22,28.6911835279601,29.1391686742739,28.2129971358274,28.9176928716019,1757052.0
2002-04-23,29.0133301500284,29.6576233941651,28.8069549702659,29.3153426082175,3663176.0
2002-04-24,29.4965500831309,32.1945280429531,29.0938668055455,29.1593028381531,1200688.0
2002-04-25,29.24487303464,29.2851413623986,28.7113176918394,28.8925251667528,1689884.0
2002-04-26,28.942860576451,29.2851413623986,28.7515860195979,29.0435313958473,1129707.0
2002-04-29,29.0938668055455,29.0938668055455,27.4478989084152,27.7146765798155,4719600.0
2002-04-30,27.6844753339966,28.1576281851594,27.5385026458719,28.0217225789744,1688485.0
2002-05-02,28.5854791675939,28.7918543473564,28.3388356600729,28.6257474953525,1310034.0
2002-05-03,28.6911835279601,29.189504083972,28.6609822821412,28.9780953632397,1732728.0
2002-05-06,28.998229527119,29.2952084443382,28.9579611993604,29.1643363791229,1357613.0
2002-05-07,29.0938668055455,29.6274221483462,28.9076257896623,29.5116507060404,1204058.0
2002-05-08,29.5972209025273,29.7381600496821,29.053598477787,29.189504083972,1764537.0
2002-05-09,29.4462146734327,29.6727240170745,29.1190345103946,29.3405103130666,1212407.0
2002-05-10,29.355610935976,29.4260805095535,28.7012506098997,28.998229527119,1315200.0
2002-05-13,29.1945376249419,29.1945376249419,28.721384773779,28.7918543473564,852981.0
2002-05-14,28.9730618222699,29.0837997236059,28.4898418891674,28.5603114627448,901414.0
2002-05-15,28.6609822821412,28.8925251667528,28.2079635948576,28.4797748072278,1085180.0
2002-05-16,28.5905127085637,28.6207139543827,27.699575956906,27.976420710246,1334319.0
2002-05-17,28.087158611582,28.9378270354812,27.7448778256344,28.2683660864954,2884504.0
2002-05-20,29.1643363791229,29.1744034610626,27.4327982855057,27.8052803172722,2433608.0
2002-05-21,27.4428653674453,27.5183684819926,25.0267657019329,26.4009223866931,5668316.0
2002-05-22,26.320385731176,26.4260900915422,25.6710589460696,26.0485745188059,2119125.0
2002-05-23,25.9730714042586,26.154278879172,25.2381744226652,25.575421667643,2037466.0
2002-05-24,26.2046142888702,27.5838045146002,26.2046142888702,27.2415237286526,3191087.0
2002-05-27,27.6542740881777,27.6542740881777,26.6878342219727,27.1156852044072,1792360.0
2002-05-28,26.9596454343429,26.9596454343429,25.9831384861983,26.1744130430513,2367956.0
2002-05-29,27.6844753339966,27.6844753339966,25.8975682897114,26.707968385852,1763694.0
